"Step","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_topk_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_topk_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_topk_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_topk_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_topk_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_topk_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_Devign - losses/mse_loss__MAX"
"329","239.94183349609375","239.94183349609375","239.94183349609375","1191.763671875","1191.763671875","1191.763671875","240.0097198486328","240.0097198486328","240.0097198486328","408.88482666015625","408.88482666015625","408.88482666015625","238.8472137451172","238.8472137451172","238.8472137451172","1192.384765625","1192.384765625","1192.384765625","238.9106903076172","238.9106903076172","238.9106903076172","408.7986755371094","408.7986755371094","408.7986755371094"
"359","184.4447479248047","184.4447479248047","184.4447479248047","1035.1282958984375","1035.1282958984375","1035.1282958984375","184.50746154785156","184.50746154785156","184.50746154785156","341.6648254394531","341.6648254394531","341.6648254394531","184.85877990722656","184.85877990722656","184.85877990722656","1034.8961181640625","1034.8961181640625","1034.8961181640625","184.90975952148438","184.90975952148438","184.90975952148438","341.72393798828125","341.72393798828125","341.72393798828125"
"389","218.37020874023438","218.37020874023438","218.37020874023438","1139.8062744140625","1139.8062744140625","1139.8062744140625","218.43382263183594","218.43382263183594","218.43382263183594","405.7737731933594","405.7737731933594","405.7737731933594","217.3231658935547","217.3231658935547","217.3231658935547","1140.658935546875","1140.658935546875","1140.658935546875","217.384765625","217.384765625","217.384765625","405.8137512207031","405.8137512207031","405.8137512207031"
"419","195.8970489501953","195.8970489501953","195.8970489501953","1061.4840087890625","1061.4840087890625","1061.4840087890625","195.9764404296875","195.9764404296875","195.9764404296875","391.6851501464844","391.6851501464844","391.6851501464844","194.7338409423828","194.7338409423828","194.7338409423828","1061.687744140625","1061.687744140625","1061.687744140625","194.7911834716797","194.7911834716797","194.7911834716797","391.97564697265625","391.97564697265625","391.97564697265625"
"449","160.4855194091797","160.4855194091797","160.4855194091797","983.779052734375","983.779052734375","983.779052734375","160.53988647460938","160.53988647460938","160.53988647460938","341.4830322265625","341.4830322265625","341.4830322265625","161.35208129882812","161.35208129882812","161.35208129882812","982.7515258789062","982.7515258789062","982.7515258789062","161.38790893554688","161.38790893554688","161.38790893554688","341.33526611328125","341.33526611328125","341.33526611328125"
"479","186.58132934570312","186.58132934570312","186.58132934570312","1037.588134765625","1037.588134765625","1037.588134765625","186.64459228515625","186.64459228515625","186.64459228515625","397.5975036621094","397.5975036621094","397.5975036621094","187.35031127929688","187.35031127929688","187.35031127929688","1037.6300048828125","1037.6300048828125","1037.6300048828125","187.38211059570312","187.38211059570312","187.38211059570312","397.6013488769531","397.6013488769531","397.6013488769531"
"509","129.9073028564453","129.9073028564453","129.9073028564453","837.4707641601562","837.4707641601562","837.4707641601562","129.95712280273438","129.95712280273438","129.95712280273438","297.9803161621094","297.9803161621094","297.9803161621094","128.92201232910156","128.92201232910156","128.92201232910156","836.2977905273438","836.2977905273438","836.2977905273438","128.9452667236328","128.9452667236328","128.9452667236328","297.8282775878906","297.8282775878906","297.8282775878906"
"539","185.905029296875","185.905029296875","185.905029296875","8301.2275390625","8301.2275390625","8301.2275390625","185.92759704589844","185.92759704589844","185.92759704589844","371.7287292480469","371.7287292480469","371.7287292480469","195.2669219970703","195.2669219970703","195.2669219970703","8300.3916015625","8300.3916015625","8300.3916015625","195.28550720214844","195.28550720214844","195.28550720214844","371.23944091796875","371.23944091796875","371.23944091796875"
"569","141.4043731689453","141.4043731689453","141.4043731689453","945.3485717773438","945.3485717773438","945.3485717773438","141.468017578125","141.468017578125","141.468017578125","341.2775573730469","341.2775573730469","341.2775573730469","138.9152069091797","138.9152069091797","138.9152069091797","944.673583984375","944.673583984375","944.673583984375","138.9386749267578","138.9386749267578","138.9386749267578","341.2302551269531","341.2302551269531","341.2302551269531"
"599","126.93960571289062","126.93960571289062","126.93960571289062","821.459228515625","821.459228515625","821.459228515625","126.98931121826172","126.98931121826172","126.98931121826172","307.781494140625","307.781494140625","307.781494140625","126.35179138183594","126.35179138183594","126.35179138183594","821.918701171875","821.918701171875","821.918701171875","126.3817138671875","126.3817138671875","126.3817138671875","307.79937744140625","307.79937744140625","307.79937744140625"
"629","115.13275146484375","115.13275146484375","115.13275146484375","804.7045288085938","804.7045288085938","804.7045288085938","115.18618774414062","115.18618774414062","115.18618774414062","304.2191467285156","304.2191467285156","304.2191467285156","112.84182739257812","112.84182739257812","112.84182739257812","804.4769897460938","804.4769897460938","804.4769897460938","112.86534881591797","112.86534881591797","112.86534881591797","304.1728515625","304.1728515625","304.1728515625"
"659","95.65245056152344","95.65245056152344","95.65245056152344","666.4979248046875","666.4979248046875","666.4979248046875","95.69185638427734","95.69185638427734","95.69185638427734","241.04165649414062","241.04165649414062","241.04165649414062","96.9427490234375","96.9427490234375","96.9427490234375","666.5276489257812","666.5276489257812","666.5276489257812","96.95401763916016","96.95401763916016","96.95401763916016","240.97406005859375","240.97406005859375","240.97406005859375"
"689","139.84046936035156","139.84046936035156","139.84046936035156","68891.078125","68891.078125","68891.078125","139.86216735839844","139.86216735839844","139.86216735839844","306.1869812011719","306.1869812011719","306.1869812011719","130.21127319335938","130.21127319335938","130.21127319335938","68892.671875","68892.671875","68892.671875","130.29110717773438","130.29110717773438","130.29110717773438","306.17987060546875","306.17987060546875","306.17987060546875"
"719","88.4332046508789","88.4332046508789","88.4332046508789","611.4501953125","611.4501953125","611.4501953125","88.4656982421875","88.4656982421875","88.4656982421875","239.5126495361328","239.5126495361328","239.5126495361328","86.751220703125","86.751220703125","86.751220703125","611.222412109375","611.222412109375","611.222412109375","86.76838684082031","86.76838684082031","86.76838684082031","239.395263671875","239.395263671875","239.395263671875"
"749","90.1644515991211","90.1644515991211","90.1644515991211","668.4083251953125","668.4083251953125","668.4083251953125","90.20375061035156","90.20375061035156","90.20375061035156","252.7558135986328","252.7558135986328","252.7558135986328","87.21464538574219","87.21464538574219","87.21464538574219","669.8023071289062","669.8023071289062","669.8023071289062","87.23175811767578","87.23175811767578","87.23175811767578","252.66807556152344","252.66807556152344","252.66807556152344"
"779","100.51553344726562","100.51553344726562","100.51553344726562","747.3898315429688","747.3898315429688","747.3898315429688","100.54080963134766","100.54080963134766","100.54080963134766","282.470703125","282.470703125","282.470703125","98.84183502197266","98.84183502197266","98.84183502197266","747.8351440429688","747.8351440429688","747.8351440429688","98.87060546875","98.87060546875","98.87060546875","282.3411560058594","282.3411560058594","282.3411560058594"
"809","339.9522705078125","339.9522705078125","339.9522705078125","66141.6796875","66141.6796875","66141.6796875","340.2222595214844","340.2222595214844","340.2222595214844","637.9645385742188","637.9645385742188","637.9645385742188","258.33306884765625","258.33306884765625","258.33306884765625","66141.140625","66141.140625","66141.140625","258.24957275390625","258.24957275390625","258.24957275390625","640.6185913085938","640.6185913085938","640.6185913085938"
"839","86.11869049072266","86.11869049072266","86.11869049072266","720.2506103515625","720.2506103515625","720.2506103515625","86.1568374633789","86.1568374633789","86.1568374633789","274.0784606933594","274.0784606933594","274.0784606933594","83.8280258178711","83.8280258178711","83.8280258178711","721.4702758789062","721.4702758789062","721.4702758789062","83.84562683105469","83.84562683105469","83.84562683105469","274.1485900878906","274.1485900878906","274.1485900878906"
"869","185.00738525390625","185.00738525390625","185.00738525390625","63674.796875","63674.796875","63674.796875","185.05661010742188","185.05661010742188","185.05661010742188","320.8351135253906","320.8351135253906","320.8351135253906","192.88136291503906","192.88136291503906","192.88136291503906","63679.2890625","63679.2890625","63679.2890625","192.9938201904297","192.9938201904297","192.9938201904297","320.8116760253906","320.8116760253906","320.8116760253906"
"899","75.4334716796875","75.4334716796875","75.4334716796875","665.2371215820312","665.2371215820312","665.2371215820312","75.4720458984375","75.4720458984375","75.4720458984375","241.13339233398438","241.13339233398438","241.13339233398438","72.33556365966797","72.33556365966797","72.33556365966797","664.1738891601562","664.1738891601562","664.1738891601562","72.35379791259766","72.35379791259766","72.35379791259766","241.07028198242188","241.07028198242188","241.07028198242188"
"929","91.92654418945312","91.92654418945312","91.92654418945312","736.326416015625","736.326416015625","736.326416015625","91.97074127197266","91.97074127197266","91.97074127197266","293.02642822265625","293.02642822265625","293.02642822265625","87.7381820678711","87.7381820678711","87.7381820678711","737.1378784179688","737.1378784179688","737.1378784179688","87.75789642333984","87.75789642333984","87.75789642333984","292.8543395996094","292.8543395996094","292.8543395996094"
"959","93.30763244628906","93.30763244628906","93.30763244628906","6938.8193359375","6938.8193359375","6938.8193359375","93.34590911865234","93.34590911865234","93.34590911865234","285.3821716308594","285.3821716308594","285.3821716308594","88.76347351074219","88.76347351074219","88.76347351074219","6937.80224609375","6937.80224609375","6937.80224609375","88.78797912597656","88.78797912597656","88.78797912597656","285.3424072265625","285.3424072265625","285.3424072265625"
"989","58.061161041259766","58.061161041259766","58.061161041259766","443.37518310546875","443.37518310546875","443.37518310546875","58.078739166259766","58.078739166259766","58.078739166259766","189.0749969482422","189.0749969482422","189.0749969482422","58.497802734375","58.497802734375","58.497802734375","443.8511962890625","443.8511962890625","443.8511962890625","58.51005172729492","58.51005172729492","58.51005172729492","189.01165771484375","189.01165771484375","189.01165771484375"
"1019","280.68658447265625","280.68658447265625","280.68658447265625","58936.23046875","58936.23046875","58936.23046875","280.71875","280.71875","280.71875","411.10284423828125","411.10284423828125","411.10284423828125","288.10052490234375","288.10052490234375","288.10052490234375","58942.0625","58942.0625","58942.0625","287.7580261230469","287.7580261230469","287.7580261230469","400.321044921875","400.321044921875","400.321044921875"
"1049","42.48099899291992","42.48099899291992","42.48099899291992","408.7745361328125","408.7745361328125","408.7745361328125","42.49846649169922","42.49846649169922","42.49846649169922","156.10699462890625","156.10699462890625","156.10699462890625","42.601078033447266","42.601078033447266","42.601078033447266","408.8523254394531","408.8523254394531","408.8523254394531","42.606414794921875","42.606414794921875","42.606414794921875","156.08363342285156","156.08363342285156","156.08363342285156"
"1079","38.353729248046875","38.353729248046875","38.353729248046875","367.688232421875","367.688232421875","367.688232421875","38.373046875","38.373046875","38.373046875","142.84925842285156","142.84925842285156","142.84925842285156","38.02539825439453","38.02539825439453","38.02539825439453","367.18292236328125","367.18292236328125","367.18292236328125","38.028255462646484","38.028255462646484","38.028255462646484","143.07240295410156","143.07240295410156","143.07240295410156"
"1109","92.0946044921875","92.0946044921875","92.0946044921875","56328.0546875","56328.0546875","56328.0546875","92.13253784179688","92.13253784179688","92.13253784179688","185.1648406982422","185.1648406982422","185.1648406982422","93.20035552978516","93.20035552978516","93.20035552978516","56333.91015625","56333.91015625","56333.91015625","93.20589447021484","93.20589447021484","93.20589447021484","184.30105590820312","184.30105590820312","184.30105590820312"
"1139","41.553924560546875","41.553924560546875","41.553924560546875","382.7153015136719","382.7153015136719","382.7153015136719","41.577293395996094","41.577293395996094","41.577293395996094","159.93141174316406","159.93141174316406","159.93141174316406","40.80169677734375","40.80169677734375","40.80169677734375","382.5499572753906","382.5499572753906","382.5499572753906","40.80712890625","40.80712890625","40.80712890625","159.885009765625","159.885009765625","159.885009765625"
"1169","54.89339828491211","54.89339828491211","54.89339828491211","516.6958618164062","516.6958618164062","516.6958618164062","54.923309326171875","54.923309326171875","54.923309326171875","217.8177032470703","217.8177032470703","217.8177032470703","55.31854248046875","55.31854248046875","55.31854248046875","518.443359375","518.443359375","518.443359375","55.32079315185547","55.32079315185547","55.32079315185547","218.0584259033203","218.0584259033203","218.0584259033203"
"1199","49.672264099121094","49.672264099121094","49.672264099121094","467.2601318359375","467.2601318359375","467.2601318359375","49.68501663208008","49.68501663208008","49.68501663208008","195.025390625","195.025390625","195.025390625","49.80106735229492","49.80106735229492","49.80106735229492","467.7400817871094","467.7400817871094","467.7400817871094","49.80878829956055","49.80878829956055","49.80878829956055","195.08956909179688","195.08956909179688","195.08956909179688"
"1229","245.70127868652344","245.70127868652344","245.70127868652344","105750.875","105750.875","105750.875","245.895263671875","245.895263671875","245.895263671875","190.62452697753906","190.62452697753906","190.62452697753906","193.0682373046875","193.0682373046875","193.0682373046875","105761.0390625","105761.0390625","105761.0390625","193.2215576171875","193.2215576171875","193.2215576171875","188.21734619140625","188.21734619140625","188.21734619140625"
"1259","40.90504455566406","40.90504455566406","40.90504455566406","463.3757629394531","463.3757629394531","463.3757629394531","40.92841339111328","40.92841339111328","40.92841339111328","176.82167053222656","176.82167053222656","176.82167053222656","41.97641372680664","41.97641372680664","41.97641372680664","463.77825927734375","463.77825927734375","463.77825927734375","41.976043701171875","41.976043701171875","41.976043701171875","177.0395050048828","177.0395050048828","177.0395050048828"
"1289","34.190185546875","34.190185546875","34.190185546875","370.58819580078125","370.58819580078125","370.58819580078125","34.209747314453125","34.209747314453125","34.209747314453125","153.58924865722656","153.58924865722656","153.58924865722656","34.60749816894531","34.60749816894531","34.60749816894531","369.41741943359375","369.41741943359375","369.41741943359375","34.610233306884766","34.610233306884766","34.610233306884766","153.54869079589844","153.54869079589844","153.54869079589844"
"1319","58.419189453125","58.419189453125","58.419189453125","5450.7080078125","5450.7080078125","5450.7080078125","58.4383659362793","58.4383659362793","58.4383659362793","211.34890747070312","211.34890747070312","211.34890747070312","88.05904388427734","88.05904388427734","88.05904388427734","5452.13916015625","5452.13916015625","5452.13916015625","87.93244171142578","87.93244171142578","87.93244171142578","212.50302124023438","212.50302124023438","212.50302124023438"
"1349","39.54524230957031","39.54524230957031","39.54524230957031","425.4073486328125","425.4073486328125","425.4073486328125","39.56462097167969","39.56462097167969","39.56462097167969","163.96421813964844","163.96421813964844","163.96421813964844","37.98350143432617","37.98350143432617","37.98350143432617","425.37994384765625","425.37994384765625","425.37994384765625","37.98183059692383","37.98183059692383","37.98183059692383","164.33990478515625","164.33990478515625","164.33990478515625"
"1379","37.65933609008789","37.65933609008789","37.65933609008789","378.39959716796875","378.39959716796875","378.39959716796875","37.67793273925781","37.67793273925781","37.67793273925781","157.15585327148438","157.15585327148438","157.15585327148438","37.415645599365234","37.415645599365234","37.415645599365234","377.5719299316406","377.5719299316406","377.5719299316406","37.418216705322266","37.418216705322266","37.418216705322266","157.25033569335938","157.25033569335938","157.25033569335938"
"1409","29.314836502075195","29.314836502075195","29.314836502075195","355.91162109375","355.91162109375","355.91162109375","29.332876205444336","29.332876205444336","29.332876205444336","136.61634826660156","136.61634826660156","136.61634826660156","28.810930252075195","28.810930252075195","28.810930252075195","356.2732849121094","356.2732849121094","356.2732849121094","28.817813873291016","28.817813873291016","28.817813873291016","136.6309051513672","136.6309051513672","136.6309051513672"
"1439","34.44755172729492","34.44755172729492","34.44755172729492","336.1639404296875","336.1639404296875","336.1639404296875","34.46769714355469","34.46769714355469","34.46769714355469","134.99050903320312","134.99050903320312","134.99050903320312","34.66044235229492","34.66044235229492","34.66044235229492","334.7482604980469","334.7482604980469","334.7482604980469","34.67750549316406","34.67750549316406","34.67750549316406","134.76345825195312","134.76345825195312","134.76345825195312"
"1469","29.84768295288086","29.84768295288086","29.84768295288086","321.8212890625","321.8212890625","321.8212890625","29.862300872802734","29.862300872802734","29.862300872802734","139.81690979003906","139.81690979003906","139.81690979003906","30.7098388671875","30.7098388671875","30.7098388671875","321.746826171875","321.746826171875","321.746826171875","30.71138572692871","30.71138572692871","30.71138572692871","139.66184997558594","139.66184997558594","139.66184997558594"
"1499","34.03419494628906","34.03419494628906","34.03419494628906","372.7094421386719","372.7094421386719","372.7094421386719","34.05113220214844","34.05113220214844","34.05113220214844","170.86447143554688","170.86447143554688","170.86447143554688","33.87991714477539","33.87991714477539","33.87991714477539","369.1137390136719","369.1137390136719","369.1137390136719","33.88580322265625","33.88580322265625","33.88580322265625","170.91757202148438","170.91757202148438","170.91757202148438"
"1529","20.879812240600586","20.879812240600586","20.879812240600586","256.2527770996094","256.2527770996094","256.2527770996094","20.895980834960938","20.895980834960938","20.895980834960938","102.52268981933594","102.52268981933594","102.52268981933594","21.170385360717773","21.170385360717773","21.170385360717773","254.02120971679688","254.02120971679688","254.02120971679688","21.168209075927734","21.168209075927734","21.168209075927734","102.51106262207031","102.51106262207031","102.51106262207031"
"1559","23.223962783813477","23.223962783813477","23.223962783813477","298.9354248046875","298.9354248046875","298.9354248046875","23.227680206298828","23.227680206298828","23.227680206298828","122.39105987548828","122.39105987548828","122.39105987548828","23.77471160888672","23.77471160888672","23.77471160888672","297.1325988769531","297.1325988769531","297.1325988769531","23.775617599487305","23.775617599487305","23.775617599487305","122.20773315429688","122.20773315429688","122.20773315429688"
"1589","32.999725341796875","32.999725341796875","32.999725341796875","316.6078796386719","316.6078796386719","316.6078796386719","33.02602005004883","33.02602005004883","33.02602005004883","135.364501953125","135.364501953125","135.364501953125","30.694110870361328","30.694110870361328","30.694110870361328","315.2005920410156","315.2005920410156","315.2005920410156","30.69504737854004","30.69504737854004","30.69504737854004","135.28904724121094","135.28904724121094","135.28904724121094"
"1619","44.75608444213867","44.75608444213867","44.75608444213867","4419.95947265625","4419.95947265625","4419.95947265625","44.76235580444336","44.76235580444336","44.76235580444336","156.7864990234375","156.7864990234375","156.7864990234375","42.63060760498047","42.63060760498047","42.63060760498047","4415.79736328125","4415.79736328125","4415.79736328125","42.64400863647461","42.64400863647461","42.64400863647461","156.45071411132812","156.45071411132812","156.45071411132812"
"1649","18.932025909423828","18.932025909423828","18.932025909423828","4208.791015625","4208.791015625","4208.791015625","18.938888549804688","18.938888549804688","18.938888549804688","86.25196838378906","86.25196838378906","86.25196838378906","20.207109451293945","20.207109451293945","20.207109451293945","4208.52197265625","4208.52197265625","4208.52197265625","20.212482452392578","20.212482452392578","20.212482452392578","86.26570129394531","86.26570129394531","86.26570129394531"
"1679","16.202802658081055","16.202802658081055","16.202802658081055","196.80433654785156","196.80433654785156","196.80433654785156","16.210186004638672","16.210186004638672","16.210186004638672","87.4345474243164","87.4345474243164","87.4345474243164","16.145179748535156","16.145179748535156","16.145179748535156","196.94345092773438","196.94345092773438","196.94345092773438","16.14540672302246","16.14540672302246","16.14540672302246","87.59780883789062","87.59780883789062","87.59780883789062"
"1709","14.86596393585205","14.86596393585205","14.86596393585205","191.3621063232422","191.3621063232422","191.3621063232422","14.877685546875","14.877685546875","14.877685546875","79.10179138183594","79.10179138183594","79.10179138183594","14.720648765563965","14.720648765563965","14.720648765563965","192.99241638183594","192.99241638183594","192.99241638183594","14.72658920288086","14.72658920288086","14.72658920288086","79.15647888183594","79.15647888183594","79.15647888183594"
"1739","15.364152908325195","15.364152908325195","15.364152908325195","164.44781494140625","164.44781494140625","164.44781494140625","15.374252319335938","15.374252319335938","15.374252319335938","80.62281799316406","80.62281799316406","80.62281799316406","14.55910587310791","14.55910587310791","14.55910587310791","164.482421875","164.482421875","164.482421875","14.559819221496582","14.559819221496582","14.559819221496582","80.63529968261719","80.63529968261719","80.63529968261719"
"1769","13.579765319824219","13.579765319824219","13.579765319824219","187.12103271484375","187.12103271484375","187.12103271484375","13.583623886108398","13.583623886108398","13.583623886108398","84.1579360961914","84.1579360961914","84.1579360961914","15.471759796142578","15.471759796142578","15.471759796142578","184.2140350341797","184.2140350341797","184.2140350341797","15.46281909942627","15.46281909942627","15.46281909942627","84.22190856933594","84.22190856933594","84.22190856933594"
"1799","16.063793182373047","16.063793182373047","16.063793182373047","225.562744140625","225.562744140625","225.562744140625","16.080242156982422","16.080242156982422","16.080242156982422","104.66851043701172","104.66851043701172","104.66851043701172","17.393890380859375","17.393890380859375","17.393890380859375","225.0203094482422","225.0203094482422","225.0203094482422","17.395565032958984","17.395565032958984","17.395565032958984","104.65462493896484","104.65462493896484","104.65462493896484"
"1829","30.483043670654297","30.483043670654297","30.483043670654297","397.32183837890625","397.32183837890625","397.32183837890625","30.507970809936523","30.507970809936523","30.507970809936523","176.51486206054688","176.51486206054688","176.51486206054688","29.568050384521484","29.568050384521484","29.568050384521484","399.52978515625","399.52978515625","399.52978515625","29.563846588134766","29.563846588134766","29.563846588134766","176.84579467773438","176.84579467773438","176.84579467773438"
