"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX"
"569","689.174072265625","689.174072265625","689.174072265625","141.468017578125","141.468017578125","141.468017578125","7.246282577514648","7.246282577514648","7.246282577514648","682.6405029296875","682.6405029296875","682.6405029296875","138.9386749267578","138.9386749267578","138.9386749267578","6.633968353271484","6.633968353271484","6.633968353271484"
"599","622.781982421875","622.781982421875","622.781982421875","126.98931121826172","126.98931121826172","126.98931121826172","7.906076908111572","7.906076908111572","7.906076908111572","611.4509887695312","611.4509887695312","611.4509887695312","126.3817138671875","126.3817138671875","126.3817138671875","7.240719318389893","7.240719318389893","7.240719318389893"
"629","588.654296875","588.654296875","588.654296875","115.18618774414062","115.18618774414062","115.18618774414062","6.792630672454834","6.792630672454834","6.792630672454834","580.6927490234375","580.6927490234375","580.6927490234375","112.86534881591797","112.86534881591797","112.86534881591797","6.144057273864746","6.144057273864746","6.144057273864746"
"659","458.0021057128906","458.0021057128906","458.0021057128906","95.69185638427734","95.69185638427734","95.69185638427734","5.60367488861084","5.60367488861084","5.60367488861084","451.202880859375","451.202880859375","451.202880859375","96.95401763916016","96.95401763916016","96.95401763916016","5.082600116729736","5.082600116729736","5.082600116729736"
"689","544.9420776367188","544.9420776367188","544.9420776367188","139.86216735839844","139.86216735839844","139.86216735839844","5.945930004119873","5.945930004119873","5.945930004119873","540.266357421875","540.266357421875","540.266357421875","130.29110717773438","130.29110717773438","130.29110717773438","5.421473503112793","5.421473503112793","5.421473503112793"
"719","421.7935791015625","421.7935791015625","421.7935791015625","88.4656982421875","88.4656982421875","88.4656982421875","4.832371234893799","4.832371234893799","4.832371234893799","412.763427734375","412.763427734375","412.763427734375","86.76838684082031","86.76838684082031","86.76838684082031","4.436798572540283","4.436798572540283","4.436798572540283"
"749","427.1242370605469","427.1242370605469","427.1242370605469","90.20375061035156","90.20375061035156","90.20375061035156","5.299274921417236","5.299274921417236","5.299274921417236","415.8899230957031","415.8899230957031","415.8899230957031","87.23175811767578","87.23175811767578","87.23175811767578","4.871095657348633","4.871095657348633","4.871095657348633"
"779","406.638671875","406.638671875","406.638671875","100.54080963134766","100.54080963134766","100.54080963134766","5.663516521453857","5.663516521453857","5.663516521453857","394.9922180175781","394.9922180175781","394.9922180175781","98.87060546875","98.87060546875","98.87060546875","5.195937156677246","5.195937156677246","5.195937156677246"
"809","640.59912109375","640.59912109375","640.59912109375","340.2222595214844","340.2222595214844","340.2222595214844","5.250510215759277","5.250510215759277","5.250510215759277","609.2664794921875","609.2664794921875","609.2664794921875","258.24957275390625","258.24957275390625","258.24957275390625","4.803166389465332","4.803166389465332","4.803166389465332"
"839","402.6799011230469","402.6799011230469","402.6799011230469","86.1568374633789","86.1568374633789","86.1568374633789","4.3896284103393555","4.3896284103393555","4.3896284103393555","389.42633056640625","389.42633056640625","389.42633056640625","83.84562683105469","83.84562683105469","83.84562683105469","4.065943717956543","4.065943717956543","4.065943717956543"
"869","571.90771484375","571.90771484375","571.90771484375","185.05661010742188","185.05661010742188","185.05661010742188","4.364863395690918","4.364863395690918","4.364863395690918","585.482421875","585.482421875","585.482421875","192.9938201904297","192.9938201904297","192.9938201904297","4.013162136077881","4.013162136077881","4.013162136077881"
"899","352.1121520996094","352.1121520996094","352.1121520996094","75.4720458984375","75.4720458984375","75.4720458984375","4.400411128997803","4.400411128997803","4.400411128997803","335.462646484375","335.462646484375","335.462646484375","72.35379791259766","72.35379791259766","72.35379791259766","4.05192756652832","4.05192756652832","4.05192756652832"
"929","407.77880859375","407.77880859375","407.77880859375","91.97074127197266","91.97074127197266","91.97074127197266","4.196656227111816","4.196656227111816","4.196656227111816","394.1575622558594","394.1575622558594","394.1575622558594","87.75789642333984","87.75789642333984","87.75789642333984","3.817725658416748","3.817725658416748","3.817725658416748"
"959","435.5721130371094","435.5721130371094","435.5721130371094","93.34590911865234","93.34590911865234","93.34590911865234","3.7674365043640137","3.7674365043640137","3.7674365043640137","418.92218017578125","418.92218017578125","418.92218017578125","88.78797912597656","88.78797912597656","88.78797912597656","3.429558753967285","3.429558753967285","3.429558753967285"
"989","268.2387390136719","268.2387390136719","268.2387390136719","58.078739166259766","58.078739166259766","58.078739166259766","3.137610912322998","3.137610912322998","3.137610912322998","256.29052734375","256.29052734375","256.29052734375","58.51005172729492","58.51005172729492","58.51005172729492","2.8391735553741455","2.8391735553741455","2.8391735553741455"
"1019","418.2850341796875","418.2850341796875","418.2850341796875","280.71875","280.71875","280.71875","2.6968376636505127","2.6968376636505127","2.6968376636505127","432.5900573730469","432.5900573730469","432.5900573730469","287.7580261230469","287.7580261230469","287.7580261230469","2.502969980239868","2.502969980239868","2.502969980239868"
"1049","181.1183624267578","181.1183624267578","181.1183624267578","42.49846649169922","42.49846649169922","42.49846649169922","2.5937044620513916","2.5937044620513916","2.5937044620513916","177.7189178466797","177.7189178466797","177.7189178466797","42.606414794921875","42.606414794921875","42.606414794921875","2.3971481323242188","2.3971481323242188","2.3971481323242188"
"1079","159.75274658203125","159.75274658203125","159.75274658203125","38.373046875","38.373046875","38.373046875","2.6599550247192383","2.6599550247192383","2.6599550247192383","157.94012451171875","157.94012451171875","157.94012451171875","38.028255462646484","38.028255462646484","38.028255462646484","2.4490339756011963","2.4490339756011963","2.4490339756011963"
"1109","493.2214050292969","493.2214050292969","493.2214050292969","92.13253784179688","92.13253784179688","92.13253784179688","2.520028591156006","2.520028591156006","2.520028591156006","456.6643981933594","456.6643981933594","456.6643981933594","93.20589447021484","93.20589447021484","93.20589447021484","2.3144619464874268","2.3144619464874268","2.3144619464874268"
"1139","198.44444274902344","198.44444274902344","198.44444274902344","41.577293395996094","41.577293395996094","41.577293395996094","2.6215853691101074","2.6215853691101074","2.6215853691101074","194.9580841064453","194.9580841064453","194.9580841064453","40.80712890625","40.80712890625","40.80712890625","2.468352794647217","2.468352794647217","2.468352794647217"
"1169","252.9951629638672","252.9951629638672","252.9951629638672","54.923309326171875","54.923309326171875","54.923309326171875","2.725189447402954","2.725189447402954","2.725189447402954","241.70433044433594","241.70433044433594","241.70433044433594","55.32079315185547","55.32079315185547","55.32079315185547","2.545034408569336","2.545034408569336","2.545034408569336"
"1199","223.61183166503906","223.61183166503906","223.61183166503906","49.68501663208008","49.68501663208008","49.68501663208008","2.3123342990875244","2.3123342990875244","2.3123342990875244","217.11532592773438","217.11532592773438","217.11532592773438","49.80878829956055","49.80878829956055","49.80878829956055","2.116227388381958","2.116227388381958","2.116227388381958"
"1229","392.874755859375","392.874755859375","392.874755859375","245.895263671875","245.895263671875","245.895263671875","1.5031969547271729","1.5031969547271729","1.5031969547271729","342.39129638671875","342.39129638671875","342.39129638671875","193.2215576171875","193.2215576171875","193.2215576171875","1.363000512123108","1.363000512123108","1.363000512123108"
"1259","170.2498016357422","170.2498016357422","170.2498016357422","40.92841339111328","40.92841339111328","40.92841339111328","2.2964956760406494","2.2964956760406494","2.2964956760406494","163.1192169189453","163.1192169189453","163.1192169189453","41.976043701171875","41.976043701171875","41.976043701171875","2.1572580337524414","2.1572580337524414","2.1572580337524414"
"1289","150.6979522705078","150.6979522705078","150.6979522705078","34.209747314453125","34.209747314453125","34.209747314453125","1.9235525131225586","1.9235525131225586","1.9235525131225586","145.75454711914062","145.75454711914062","145.75454711914062","34.610233306884766","34.610233306884766","34.610233306884766","1.7437987327575684","1.7437987327575684","1.7437987327575684"
"1319","159.35264587402344","159.35264587402344","159.35264587402344","58.4383659362793","58.4383659362793","58.4383659362793","2.0463006496429443","2.0463006496429443","2.0463006496429443","164.7472686767578","164.7472686767578","164.7472686767578","87.93244171142578","87.93244171142578","87.93244171142578","1.9214657545089722","1.9214657545089722","1.9214657545089722"
"1349","155.43028259277344","155.43028259277344","155.43028259277344","39.56462097167969","39.56462097167969","39.56462097167969","1.7752832174301147","1.7752832174301147","1.7752832174301147","148.70611572265625","148.70611572265625","148.70611572265625","37.98183059692383","37.98183059692383","37.98183059692383","1.673452377319336","1.673452377319336","1.673452377319336"
"1379","145.3421630859375","145.3421630859375","145.3421630859375","37.67793273925781","37.67793273925781","37.67793273925781","1.8255681991577148","1.8255681991577148","1.8255681991577148","146.1513214111328","146.1513214111328","146.1513214111328","37.418216705322266","37.418216705322266","37.418216705322266","1.7372922897338867","1.7372922897338867","1.7372922897338867"
"1409","115.69276428222656","115.69276428222656","115.69276428222656","29.332876205444336","29.332876205444336","29.332876205444336","1.7117213010787964","1.7117213010787964","1.7117213010787964","114.29405975341797","114.29405975341797","114.29405975341797","28.817813873291016","28.817813873291016","28.817813873291016","1.5947884321212769","1.5947884321212769","1.5947884321212769"
"1439","130.842529296875","130.842529296875","130.842529296875","34.46769714355469","34.46769714355469","34.46769714355469","1.6007150411605835","1.6007150411605835","1.6007150411605835","126.6474609375","126.6474609375","126.6474609375","34.67750549316406","34.67750549316406","34.67750549316406","1.5216583013534546","1.5216583013534546","1.5216583013534546"
"1469","130.73492431640625","130.73492431640625","130.73492431640625","29.862300872802734","29.862300872802734","29.862300872802734","1.347827434539795","1.347827434539795","1.347827434539795","127.00115966796875","127.00115966796875","127.00115966796875","30.71138572692871","30.71138572692871","30.71138572692871","1.2681952714920044","1.2681952714920044","1.2681952714920044"
"1499","144.43846130371094","144.43846130371094","144.43846130371094","34.05113220214844","34.05113220214844","34.05113220214844","1.7271308898925781","1.7271308898925781","1.7271308898925781","134.95616149902344","134.95616149902344","134.95616149902344","33.88580322265625","33.88580322265625","33.88580322265625","1.6300612688064575","1.6300612688064575","1.6300612688064575"
"1529","92.4498291015625","92.4498291015625","92.4498291015625","20.895980834960938","20.895980834960938","20.895980834960938","1.346809983253479","1.346809983253479","1.346809983253479","90.3406753540039","90.3406753540039","90.3406753540039","21.168209075927734","21.168209075927734","21.168209075927734","1.2547663450241089","1.2547663450241089","1.2547663450241089"
"1559","97.64488220214844","97.64488220214844","97.64488220214844","23.227680206298828","23.227680206298828","23.227680206298828","1.599077820777893","1.599077820777893","1.599077820777893","97.99518585205078","97.99518585205078","97.99518585205078","23.775617599487305","23.775617599487305","23.775617599487305","1.5411502122879028","1.5411502122879028","1.5411502122879028"
"1589","124.78987121582031","124.78987121582031","124.78987121582031","33.02602005004883","33.02602005004883","33.02602005004883","1.3805078268051147","1.3805078268051147","1.3805078268051147","119.02806091308594","119.02806091308594","119.02806091308594","30.69504737854004","30.69504737854004","30.69504737854004","1.3015727996826172","1.3015727996826172","1.3015727996826172"
"1619","135.08314514160156","135.08314514160156","135.08314514160156","44.76235580444336","44.76235580444336","44.76235580444336","1.21922767162323","1.21922767162323","1.21922767162323","126.10356903076172","126.10356903076172","126.10356903076172","42.64400863647461","42.64400863647461","42.64400863647461","1.1623649597167969","1.1623649597167969","1.1623649597167969"
"1649","69.66233825683594","69.66233825683594","69.66233825683594","18.938888549804688","18.938888549804688","18.938888549804688","1.205011248588562","1.205011248588562","1.205011248588562","71.0344009399414","71.0344009399414","71.0344009399414","20.212482452392578","20.212482452392578","20.212482452392578","1.1631717681884766","1.1631717681884766","1.1631717681884766"
"1679","50.19831466674805","50.19831466674805","50.19831466674805","16.210186004638672","16.210186004638672","16.210186004638672","1.2038676738739014","1.2038676738739014","1.2038676738739014","56.13892364501953","56.13892364501953","56.13892364501953","16.14540672302246","16.14540672302246","16.14540672302246","1.1976966857910156","1.1976966857910156","1.1976966857910156"
"1709","54.25284957885742","54.25284957885742","54.25284957885742","14.877685546875","14.877685546875","14.877685546875","1.1587153673171997","1.1587153673171997","1.1587153673171997","58.76018524169922","58.76018524169922","58.76018524169922","14.72658920288086","14.72658920288086","14.72658920288086","1.1014373302459717","1.1014373302459717","1.1014373302459717"
"1739","55.07391357421875","55.07391357421875","55.07391357421875","15.374252319335938","15.374252319335938","15.374252319335938","0.9629907011985779","0.9629907011985779","0.9629907011985779","54.63645553588867","54.63645553588867","54.63645553588867","14.559819221496582","14.559819221496582","14.559819221496582","0.9132110476493835","0.9132110476493835","0.9132110476493835"
"1769","52.066200256347656","52.066200256347656","52.066200256347656","13.583623886108398","13.583623886108398","13.583623886108398","1.0718250274658203","1.0718250274658203","1.0718250274658203","54.86091995239258","54.86091995239258","54.86091995239258","15.46281909942627","15.46281909942627","15.46281909942627","1.00288987159729","1.00288987159729","1.00288987159729"
"1799","62.06161880493164","62.06161880493164","62.06161880493164","16.080242156982422","16.080242156982422","16.080242156982422","1.2938402891159058","1.2938402891159058","1.2938402891159058","66.160400390625","66.160400390625","66.160400390625","17.395565032958984","17.395565032958984","17.395565032958984","1.2641323804855347","1.2641323804855347","1.2641323804855347"
"1829","110.13922882080078","110.13922882080078","110.13922882080078","30.507970809936523","30.507970809936523","30.507970809936523","1.4800405502319336","1.4800405502319336","1.4800405502319336","114.07051849365234","114.07051849365234","114.07051849365234","29.563846588134766","29.563846588134766","29.563846588134766","1.5066055059432983","1.5066055059432983","1.5066055059432983"
"1859","77.9665756225586","77.9665756225586","77.9665756225586","19.999603271484375","19.999603271484375","19.999603271484375","1.1263233423233032","1.1263233423233032","1.1263233423233032","79.19405364990234","79.19405364990234","79.19405364990234","20.83234405517578","20.83234405517578","20.83234405517578","1.081627368927002","1.081627368927002","1.081627368927002"
"1889","57.75893783569336","57.75893783569336","57.75893783569336","16.724163055419922","16.724163055419922","16.724163055419922","0.936677098274231","0.936677098274231","0.936677098274231","62.13518524169922","62.13518524169922","62.13518524169922","17.551462173461914","17.551462173461914","17.551462173461914","0.8920019268989563","0.8920019268989563","0.8920019268989563"
"1919","51.47598648071289","51.47598648071289","51.47598648071289","33.736488342285156","33.736488342285156","33.736488342285156","0.8295225501060486","0.8295225501060486","0.8295225501060486","56.77646255493164","56.77646255493164","56.77646255493164","32.80865478515625","32.80865478515625","32.80865478515625","0.7809878587722778","0.7809878587722778","0.7809878587722778"
"1949","50.20891571044922","50.20891571044922","50.20891571044922","13.693370819091797","13.693370819091797","13.693370819091797","0.9881042242050171","0.9881042242050171","0.9881042242050171","53.230804443359375","53.230804443359375","53.230804443359375","15.145919799804688","15.145919799804688","15.145919799804688","0.9368507862091064","0.9368507862091064","0.9368507862091064"
"1979","55.31021499633789","55.31021499633789","55.31021499633789","16.509132385253906","16.509132385253906","16.509132385253906","1.0531787872314453","1.0531787872314453","1.0531787872314453","54.82386779785156","54.82386779785156","54.82386779785156","17.091188430786133","17.091188430786133","17.091188430786133","1.0421338081359863","1.0421338081359863","1.0421338081359863"
"2009","43.63787841796875","43.63787841796875","43.63787841796875","13.892223358154297","13.892223358154297","13.892223358154297","1.0499329566955566","1.0499329566955566","1.0499329566955566","46.5224609375","46.5224609375","46.5224609375","13.841835975646973","13.841835975646973","13.841835975646973","1.0470160245895386","1.0470160245895386","1.0470160245895386"
"2039","45.2763671875","45.2763671875","45.2763671875","11.724130630493164","11.724130630493164","11.724130630493164","1.0317537784576416","1.0317537784576416","1.0317537784576416","46.642547607421875","46.642547607421875","46.642547607421875","13.177790641784668","13.177790641784668","13.177790641784668","1.0607539415359497","1.0607539415359497","1.0607539415359497"
"2069","47.62362289428711","47.62362289428711","47.62362289428711","12.318571090698242","12.318571090698242","12.318571090698242","0.8595322370529175","0.8595322370529175","0.8595322370529175","51.80186462402344","51.80186462402344","51.80186462402344","13.346935272216797","13.346935272216797","13.346935272216797","0.8285014033317566","0.8285014033317566","0.8285014033317566"
"2099","84.40804290771484","84.40804290771484","84.40804290771484","20.568803787231445","20.568803787231445","20.568803787231445","0.9393771290779114","0.9393771290779114","0.9393771290779114","92.90980529785156","92.90980529785156","92.90980529785156","20.856243133544922","20.856243133544922","20.856243133544922","0.9864305853843689","0.9864305853843689","0.9864305853843689"
"2129","41.070926666259766","41.070926666259766","41.070926666259766","12.423154830932617","12.423154830932617","12.423154830932617","0.7220908999443054","0.7220908999443054","0.7220908999443054","44.972206115722656","44.972206115722656","44.972206115722656","13.42176342010498","13.42176342010498","13.42176342010498","0.711159348487854","0.711159348487854","0.711159348487854"
"2159","23.0786075592041","23.0786075592041","23.0786075592041","11.093096733093262","11.093096733093262","11.093096733093262","0.917405903339386","0.917405903339386","0.917405903339386","24.687965393066406","24.687965393066406","24.687965393066406","10.701621055603027","10.701621055603027","10.701621055603027","0.9557064771652222","0.9557064771652222","0.9557064771652222"
"2189","47.782981872558594","47.782981872558594","47.782981872558594","14.111886978149414","14.111886978149414","14.111886978149414","0.8636023998260498","0.8636023998260498","0.8636023998260498","54.658592224121094","54.658592224121094","54.658592224121094","15.138334274291992","15.138334274291992","15.138334274291992","0.8624871373176575","0.8624871373176575","0.8624871373176575"
"2219","34.450313568115234","34.450313568115234","34.450313568115234","11.41487979888916","11.41487979888916","11.41487979888916","0.6437680125236511","0.6437680125236511","0.6437680125236511","38.67570114135742","38.67570114135742","38.67570114135742","11.716434478759766","11.716434478759766","11.716434478759766","0.6597362160682678","0.6597362160682678","0.6597362160682678"
"2249","36.17518615722656","36.17518615722656","36.17518615722656","12.792807579040527","12.792807579040527","12.792807579040527","0.9644353985786438","0.9644353985786438","0.9644353985786438","43.44762420654297","43.44762420654297","43.44762420654297","13.344794273376465","13.344794273376465","13.344794273376465","1.0338155031204224","1.0338155031204224","1.0338155031204224"
"2279","52.50880813598633","52.50880813598633","52.50880813598633","15.106818199157715","15.106818199157715","15.106818199157715","0.9054232835769653","0.9054232835769653","0.9054232835769653","57.93242645263672","57.93242645263672","57.93242645263672","15.972880363464355","15.972880363464355","15.972880363464355","1.0131362676620483","1.0131362676620483","1.0131362676620483"
"2309","36.35689163208008","36.35689163208008","36.35689163208008","12.668204307556152","12.668204307556152","12.668204307556152","0.7528730630874634","0.7528730630874634","0.7528730630874634","41.37567901611328","41.37567901611328","41.37567901611328","13.223774909973145","13.223774909973145","13.223774909973145","0.7930707931518555","0.7930707931518555","0.7930707931518555"
"2339","25.80461311340332","25.80461311340332","25.80461311340332","18.60450553894043","18.60450553894043","18.60450553894043","0.8629822134971619","0.8629822134971619","0.8629822134971619","31.739580154418945","31.739580154418945","31.739580154418945","24.29741096496582","24.29741096496582","24.29741096496582","0.9271331429481506","0.9271331429481506","0.9271331429481506"
"2369","35.62448501586914","35.62448501586914","35.62448501586914","18.600627899169922","18.600627899169922","18.600627899169922","0.6622884273529053","0.6622884273529053","0.6622884273529053","43.83605194091797","43.83605194091797","43.83605194091797","19.934206008911133","19.934206008911133","19.934206008911133","0.7176042199134827","0.7176042199134827","0.7176042199134827"
"2399","43.04542541503906","43.04542541503906","43.04542541503906","55.22261428833008","55.22261428833008","55.22261428833008","0.6524124145507812","0.6524124145507812","0.6524124145507812","54.44975280761719","54.44975280761719","54.44975280761719","92.1443862915039","92.1443862915039","92.1443862915039","0.697681725025177","0.697681725025177","0.697681725025177"
"2429","16.044958114624023","16.044958114624023","16.044958114624023","6.931750297546387","6.931750297546387","6.931750297546387","0.7618656754493713","0.7618656754493713","0.7618656754493713","18.805309295654297","18.805309295654297","18.805309295654297","8.015246391296387","8.015246391296387","8.015246391296387","0.8303425312042236","0.8303425312042236","0.8303425312042236"
