"Step","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_jumprelu_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"329","993.2021484375","993.2021484375","993.2021484375","231.177978515625","231.177978515625","231.177978515625","18.004240036010742","18.004240036010742","18.004240036010742","990.6607055664062","990.6607055664062","990.6607055664062","229.84133911132812","229.84133911132812","229.84133911132812","16.723180770874023","16.723180770874023","16.723180770874023"
"359","997.3142700195312","997.3142700195312","997.3142700195312","207.59849548339844","207.59849548339844","207.59849548339844","15.000410079956055","15.000410079956055","15.000410079956055","994.9234008789062","994.9234008789062","994.9234008789062","207.1922149658203","207.1922149658203","207.1922149658203","13.868903160095215","13.868903160095215","13.868903160095215"
"389","1006.8235473632812","1006.8235473632812","1006.8235473632812","241.78578186035156","241.78578186035156","241.78578186035156","16.2017765045166","16.2017765045166","16.2017765045166","1005.2279663085938","1005.2279663085938","1005.2279663085938","241.67539978027344","241.67539978027344","241.67539978027344","15.059176445007324","15.059176445007324","15.059176445007324"
"419","921.0926513671875","921.0926513671875","921.0926513671875","204.9022979736328","204.9022979736328","204.9022979736328","12.172720909118652","12.172720909118652","12.172720909118652","912.1878051757812","912.1878051757812","912.1878051757812","202.34312438964844","202.34312438964844","202.34312438964844","11.229060173034668","11.229060173034668","11.229060173034668"
"449","1039.0233154296875","1039.0233154296875","1039.0233154296875","229.66444396972656","229.66444396972656","229.66444396972656","13.123649597167969","13.123649597167969","13.123649597167969","1036.0032958984375","1036.0032958984375","1036.0032958984375","230.38748168945312","230.38748168945312","230.38748168945312","12.068326950073242","12.068326950073242","12.068326950073242"
"479","928.2015380859375","928.2015380859375","928.2015380859375","197.98663330078125","197.98663330078125","197.98663330078125","10.839941024780273","10.839941024780273","10.839941024780273","919.8292236328125","919.8292236328125","919.8292236328125","197.05999755859375","197.05999755859375","197.05999755859375","9.960562705993652","9.960562705993652","9.960562705993652"
"509","853.4501953125","853.4501953125","853.4501953125","183.4098358154297","183.4098358154297","183.4098358154297","10.980513572692871","10.980513572692871","10.980513572692871","846.153564453125","846.153564453125","846.153564453125","181.2714385986328","181.2714385986328","181.2714385986328","10.06895637512207","10.06895637512207","10.06895637512207"
"539","727.560791015625","727.560791015625","727.560791015625","193.5892791748047","193.5892791748047","193.5892791748047","8.147564888000488","8.147564888000488","8.147564888000488","719.3334350585938","719.3334350585938","719.3334350585938","200.7113037109375","200.7113037109375","200.7113037109375","7.404392719268799","7.404392719268799","7.404392719268799"
"569","857.4295043945312","857.4295043945312","857.4295043945312","177.1621856689453","177.1621856689453","177.1621856689453","8.803568840026855","8.803568840026855","8.803568840026855","842.2341918945312","842.2341918945312","842.2341918945312","173.73487854003906","173.73487854003906","173.73487854003906","8.011744499206543","8.011744499206543","8.011744499206543"
"599","616.1082153320312","616.1082153320312","616.1082153320312","120.43317413330078","120.43317413330078","120.43317413330078","6.477443695068359","6.477443695068359","6.477443695068359","604.2158813476562","604.2158813476562","604.2158813476562","119.93113708496094","119.93113708496094","119.93113708496094","5.889271259307861","5.889271259307861","5.889271259307861"
"629","496.0851745605469","496.0851745605469","496.0851745605469","117.65800476074219","117.65800476074219","117.65800476074219","7.261650085449219","7.261650085449219","7.261650085449219","488.4157409667969","488.4157409667969","488.4157409667969","113.72591400146484","113.72591400146484","113.72591400146484","6.570853233337402","6.570853233337402","6.570853233337402"
"659","459.4217834472656","459.4217834472656","459.4217834472656","104.39506530761719","104.39506530761719","104.39506530761719","6.602300643920898","6.602300643920898","6.602300643920898","450.54522705078125","450.54522705078125","450.54522705078125","104.53199005126953","104.53199005126953","104.53199005126953","6.035669803619385","6.035669803619385","6.035669803619385"
"689","505.13116455078125","505.13116455078125","505.13116455078125","139.25086975097656","139.25086975097656","139.25086975097656","5.214347839355469","5.214347839355469","5.214347839355469","493.0908508300781","493.0908508300781","493.0908508300781","118.85777282714844","118.85777282714844","118.85777282714844","4.696062088012695","4.696062088012695","4.696062088012695"
"719","461.009521484375","461.009521484375","461.009521484375","103.85942840576172","103.85942840576172","103.85942840576172","5.215334415435791","5.215334415435791","5.215334415435791","446.3888244628906","446.3888244628906","446.3888244628906","99.09498596191406","99.09498596191406","99.09498596191406","4.762163162231445","4.762163162231445","4.762163162231445"
"749","510.1534118652344","510.1534118652344","510.1534118652344","106.01261138916016","106.01261138916016","106.01261138916016","5.40683650970459","5.40683650970459","5.40683650970459","496.83734130859375","496.83734130859375","496.83734130859375","102.2178726196289","102.2178726196289","102.2178726196289","4.902376651763916","4.902376651763916","4.902376651763916"
"779","473.9071044921875","473.9071044921875","473.9071044921875","113.406005859375","113.406005859375","113.406005859375","5.6484575271606445","5.6484575271606445","5.6484575271606445","459.1658020019531","459.1658020019531","459.1658020019531","111.7469482421875","111.7469482421875","111.7469482421875","5.187122821807861","5.187122821807861","5.187122821807861"
"809","584.1757202148438","584.1757202148438","584.1757202148438","308.84442138671875","308.84442138671875","308.84442138671875","4.414247512817383","4.414247512817383","4.414247512817383","574.6630249023438","574.6630249023438","574.6630249023438","258.2279968261719","258.2279968261719","258.2279968261719","3.909031867980957","3.909031867980957","3.909031867980957"
"839","469.8760681152344","469.8760681152344","469.8760681152344","104.82234191894531","104.82234191894531","104.82234191894531","4.579285621643066","4.579285621643066","4.579285621643066","453.75445556640625","453.75445556640625","453.75445556640625","100.83595275878906","100.83595275878906","100.83595275878906","4.111513137817383","4.111513137817383","4.111513137817383"
"869","592.09765625","592.09765625","592.09765625","191.18849182128906","191.18849182128906","191.18849182128906","4.683992385864258","4.683992385864258","4.683992385864258","610.2012329101562","610.2012329101562","610.2012329101562","194.37255859375","194.37255859375","194.37255859375","4.319475173950195","4.319475173950195","4.319475173950195"
"899","403.39459228515625","403.39459228515625","403.39459228515625","90.5340347290039","90.5340347290039","90.5340347290039","3.8609349727630615","3.8609349727630615","3.8609349727630615","383.8829650878906","383.8829650878906","383.8829650878906","86.58228302001953","86.58228302001953","86.58228302001953","3.518934965133667","3.518934965133667","3.518934965133667"
"929","385.9610900878906","385.9610900878906","385.9610900878906","83.19977569580078","83.19977569580078","83.19977569580078","4.1865553855896","4.1865553855896","4.1865553855896","367.1042175292969","367.1042175292969","367.1042175292969","77.9438247680664","77.9438247680664","77.9438247680664","3.8186278343200684","3.8186278343200684","3.8186278343200684"
"959","415.14349365234375","415.14349365234375","415.14349365234375","89.06005859375","89.06005859375","89.06005859375","3.592219114303589","3.592219114303589","3.592219114303589","393.62542724609375","393.62542724609375","393.62542724609375","86.46724700927734","86.46724700927734","86.46724700927734","3.247716188430786","3.247716188430786","3.247716188430786"
"989","237.3816375732422","237.3816375732422","237.3816375732422","62.72364044189453","62.72364044189453","62.72364044189453","3.4411609172821045","3.4411609172821045","3.4411609172821045","222.8899688720703","222.8899688720703","222.8899688720703","61.730682373046875","61.730682373046875","61.730682373046875","3.092822313308716","3.092822313308716","3.092822313308716"
"1019","448.0040588378906","448.0040588378906","448.0040588378906","258.7029113769531","258.7029113769531","258.7029113769531","3.171915292739868","3.171915292739868","3.171915292739868","421.2056579589844","421.2056579589844","421.2056579589844","295.1083068847656","295.1083068847656","295.1083068847656","2.901413917541504","2.901413917541504","2.901413917541504"
"1049","204.51370239257812","204.51370239257812","204.51370239257812","51.09489059448242","51.09489059448242","51.09489059448242","3.190861940383911","3.190861940383911","3.190861940383911","198.47337341308594","198.47337341308594","198.47337341308594","51.14434051513672","51.14434051513672","51.14434051513672","2.950960874557495","2.950960874557495","2.950960874557495"
"1079","187.57891845703125","187.57891845703125","187.57891845703125","49.870243072509766","49.870243072509766","49.870243072509766","3.1476683616638184","3.1476683616638184","3.1476683616638184","182.39845275878906","182.39845275878906","182.39845275878906","49.47999954223633","49.47999954223633","49.47999954223633","2.861259698867798","2.861259698867798","2.861259698867798"
"1109","473.4670715332031","473.4670715332031","473.4670715332031","106.15151977539062","106.15151977539062","106.15151977539062","2.7369842529296875","2.7369842529296875","2.7369842529296875","466.17218017578125","466.17218017578125","466.17218017578125","106.84347534179688","106.84347534179688","106.84347534179688","2.5032968521118164","2.5032968521118164","2.5032968521118164"
"1139","186.28550720214844","186.28550720214844","186.28550720214844","47.57137680053711","47.57137680053711","47.57137680053711","2.645200729370117","2.645200729370117","2.645200729370117","180.19577026367188","180.19577026367188","180.19577026367188","46.52987289428711","46.52987289428711","46.52987289428711","2.450162410736084","2.450162410736084","2.450162410736084"
"1169","253.09249877929688","253.09249877929688","253.09249877929688","50.31087875366211","50.31087875366211","50.31087875366211","2.6238622665405273","2.6238622665405273","2.6238622665405273","246.30894470214844","246.30894470214844","246.30894470214844","50.12411117553711","50.12411117553711","50.12411117553711","2.4007937908172607","2.4007937908172607","2.4007937908172607"
"1199","234.3574981689453","234.3574981689453","234.3574981689453","50.693572998046875","50.693572998046875","50.693572998046875","2.741926908493042","2.741926908493042","2.741926908493042","223.58616638183594","223.58616638183594","223.58616638183594","51.3044319152832","51.3044319152832","51.3044319152832","2.5503947734832764","2.5503947734832764","2.5503947734832764"
"1229","404.27740478515625","404.27740478515625","404.27740478515625","205.4113006591797","205.4113006591797","205.4113006591797","2.3782594203948975","2.3782594203948975","2.3782594203948975","383.0747985839844","383.0747985839844","383.0747985839844","206.33346557617188","206.33346557617188","206.33346557617188","2.233085870742798","2.233085870742798","2.233085870742798"
"1259","189.88987731933594","189.88987731933594","189.88987731933594","46.966365814208984","46.966365814208984","46.966365814208984","2.4575679302215576","2.4575679302215576","2.4575679302215576","184.81553649902344","184.81553649902344","184.81553649902344","47.795013427734375","47.795013427734375","47.795013427734375","2.2921359539031982","2.2921359539031982","2.2921359539031982"
"1289","147.2658233642578","147.2658233642578","147.2658233642578","33.166019439697266","33.166019439697266","33.166019439697266","2.0536556243896484","2.0536556243896484","2.0536556243896484","141.8856201171875","141.8856201171875","141.8856201171875","32.10749053955078","32.10749053955078","32.10749053955078","1.8749383687973022","1.8749383687973022","1.8749383687973022"
"1319","155.19931030273438","155.19931030273438","155.19931030273438","54.2698860168457","54.2698860168457","54.2698860168457","1.7151317596435547","1.7151317596435547","1.7151317596435547","155.0348358154297","155.0348358154297","155.0348358154297","69.27930450439453","69.27930450439453","69.27930450439453","1.5888488292694092","1.5888488292694092","1.5888488292694092"
"1349","146.45986938476562","146.45986938476562","146.45986938476562","41.910240173339844","41.910240173339844","41.910240173339844","2.043518304824829","2.043518304824829","2.043518304824829","144.1012420654297","144.1012420654297","144.1012420654297","41.73573303222656","41.73573303222656","41.73573303222656","1.8812154531478882","1.8812154531478882","1.8812154531478882"
"1379","114.24192810058594","114.24192810058594","114.24192810058594","30.47896385192871","30.47896385192871","30.47896385192871","1.8506340980529785","1.8506340980529785","1.8506340980529785","108.09333801269531","108.09333801269531","108.09333801269531","30.9345645904541","30.9345645904541","30.9345645904541","1.7280703783035278","1.7280703783035278","1.7280703783035278"
"1409","138.53793334960938","138.53793334960938","138.53793334960938","33.1339111328125","33.1339111328125","33.1339111328125","1.796669602394104","1.796669602394104","1.796669602394104","133.7347869873047","133.7347869873047","133.7347869873047","32.339988708496094","32.339988708496094","32.339988708496094","1.691994309425354","1.691994309425354","1.691994309425354"
"1439","159.03982543945312","159.03982543945312","159.03982543945312","39.248626708984375","39.248626708984375","39.248626708984375","1.571679711341858","1.571679711341858","1.571679711341858","151.1198272705078","151.1198272705078","151.1198272705078","40.95940399169922","40.95940399169922","40.95940399169922","1.4761030673980713","1.4761030673980713","1.4761030673980713"
"1469","176.66221618652344","176.66221618652344","176.66221618652344","45.09980010986328","45.09980010986328","45.09980010986328","1.7983733415603638","1.7983733415603638","1.7983733415603638","167.09271240234375","167.09271240234375","167.09271240234375","45.14307403564453","45.14307403564453","45.14307403564453","1.677896499633789","1.677896499633789","1.677896499633789"
"1499","133.19818115234375","133.19818115234375","133.19818115234375","34.67671203613281","34.67671203613281","34.67671203613281","1.6000924110412598","1.6000924110412598","1.6000924110412598","128.08726501464844","128.08726501464844","128.08726501464844","34.66255187988281","34.66255187988281","34.66255187988281","1.5189549922943115","1.5189549922943115","1.5189549922943115"
"1529","92.34033203125","92.34033203125","92.34033203125","24.944774627685547","24.944774627685547","24.944774627685547","1.4989553689956665","1.4989553689956665","1.4989553689956665","88.61419677734375","88.61419677734375","88.61419677734375","25.285751342773438","25.285751342773438","25.285751342773438","1.4226946830749512","1.4226946830749512","1.4226946830749512"
"1559","85.46345520019531","85.46345520019531","85.46345520019531","24.704986572265625","24.704986572265625","24.704986572265625","1.3284966945648193","1.3284966945648193","1.3284966945648193","83.80783081054688","83.80783081054688","83.80783081054688","25.341259002685547","25.341259002685547","25.341259002685547","1.283272624015808","1.283272624015808","1.283272624015808"
"1589","115.54839324951172","115.54839324951172","115.54839324951172","30.777244567871094","30.777244567871094","30.777244567871094","1.63388991355896","1.63388991355896","1.63388991355896","111.6323013305664","111.6323013305664","111.6323013305664","27.971986770629883","27.971986770629883","27.971986770629883","1.6074590682983398","1.6074590682983398","1.6074590682983398"
"1619","115.34613037109375","115.34613037109375","115.34613037109375","41.20119094848633","41.20119094848633","41.20119094848633","1.3722426891326904","1.3722426891326904","1.3722426891326904","108.96519470214844","108.96519470214844","108.96519470214844","40.5897102355957","40.5897102355957","40.5897102355957","1.3150746822357178","1.3150746822357178","1.3150746822357178"
"1649","55.237030029296875","55.237030029296875","55.237030029296875","18.025341033935547","18.025341033935547","18.025341033935547","1.236452341079712","1.236452341079712","1.236452341079712","56.11680603027344","56.11680603027344","56.11680603027344","17.975603103637695","17.975603103637695","17.975603103637695","1.238090991973877","1.238090991973877","1.238090991973877"
"1679","78.7088851928711","78.7088851928711","78.7088851928711","20.766016006469727","20.766016006469727","20.766016006469727","1.3145710229873657","1.3145710229873657","1.3145710229873657","79.84246826171875","79.84246826171875","79.84246826171875","20.435977935791016","20.435977935791016","20.435977935791016","1.2685163021087646","1.2685163021087646","1.2685163021087646"
"1709","58.64762496948242","58.64762496948242","58.64762496948242","19.21321678161621","19.21321678161621","19.21321678161621","1.1536457538604736","1.1536457538604736","1.1536457538604736","59.51497268676758","59.51497268676758","59.51497268676758","18.77821922302246","18.77821922302246","18.77821922302246","1.1183972358703613","1.1183972358703613","1.1183972358703613"
"1739","46.66920852661133","46.66920852661133","46.66920852661133","16.786073684692383","16.786073684692383","16.786073684692383","1.1396851539611816","1.1396851539611816","1.1396851539611816","47.84157180786133","47.84157180786133","47.84157180786133","15.933359146118164","15.933359146118164","15.933359146118164","1.0892635583877563","1.0892635583877563","1.0892635583877563"
"1769","55.201072692871094","55.201072692871094","55.201072692871094","15.378206253051758","15.378206253051758","15.378206253051758","1.2435728311538696","1.2435728311538696","1.2435728311538696","56.73613739013672","56.73613739013672","56.73613739013672","16.80198860168457","16.80198860168457","16.80198860168457","1.220265507698059","1.220265507698059","1.220265507698059"
"1799","43.94742202758789","43.94742202758789","43.94742202758789","13.64700984954834","13.64700984954834","13.64700984954834","1.0366531610488892","1.0366531610488892","1.0366531610488892","45.32682418823242","45.32682418823242","45.32682418823242","13.52963638305664","13.52963638305664","13.52963638305664","0.9915902018547058","0.9915902018547058","0.9915902018547058"
"1829","82.68827056884766","82.68827056884766","82.68827056884766","23.525373458862305","23.525373458862305","23.525373458862305","1.4409359693527222","1.4409359693527222","1.4409359693527222","88.86737823486328","88.86737823486328","88.86737823486328","25.40083885192871","25.40083885192871","25.40083885192871","1.455324411392212","1.455324411392212","1.455324411392212"
"1859","75.39087677001953","75.39087677001953","75.39087677001953","19.116195678710938","19.116195678710938","19.116195678710938","1.1620250940322876","1.1620250940322876","1.1620250940322876","80.28659057617188","80.28659057617188","80.28659057617188","19.827482223510742","19.827482223510742","19.827482223510742","1.132654070854187","1.132654070854187","1.132654070854187"
"1889","37.03044891357422","37.03044891357422","37.03044891357422","13.289634704589844","13.289634704589844","13.289634704589844","1.1113111972808838","1.1113111972808838","1.1113111972808838","38.51338195800781","38.51338195800781","38.51338195800781","13.986486434936523","13.986486434936523","13.986486434936523","1.0943926572799683","1.0943926572799683","1.0943926572799683"
"1919","63.56504821777344","63.56504821777344","63.56504821777344","44.05942153930664","44.05942153930664","44.05942153930664","1.2022053003311157","1.2022053003311157","1.2022053003311157","70.45216369628906","70.45216369628906","70.45216369628906","36.977333068847656","36.977333068847656","36.977333068847656","1.2124097347259521","1.2124097347259521","1.2124097347259521"
"1949","74.55135345458984","74.55135345458984","74.55135345458984","20.283740997314453","20.283740997314453","20.283740997314453","1.2740551233291626","1.2740551233291626","1.2740551233291626","76.26480102539062","76.26480102539062","76.26480102539062","21.51496124267578","21.51496124267578","21.51496124267578","1.291263222694397","1.291263222694397","1.291263222694397"
"1979","53.14923858642578","53.14923858642578","53.14923858642578","14.04759407043457","14.04759407043457","14.04759407043457","0.8840194344520569","0.8840194344520569","0.8840194344520569","57.021240234375","57.021240234375","57.021240234375","15.45968246459961","15.45968246459961","15.45968246459961","0.8680448532104492","0.8680448532104492","0.8680448532104492"
"2009","44.66607666015625","44.66607666015625","44.66607666015625","14.861879348754883","14.861879348754883","14.861879348754883","0.9106444120407104","0.9106444120407104","0.9106444120407104","46.63738250732422","46.63738250732422","46.63738250732422","15.116560935974121","15.116560935974121","15.116560935974121","0.9206563830375671","0.9206563830375671","0.9206563830375671"
"2039","56.90152359008789","56.90152359008789","56.90152359008789","12.750089645385742","12.750089645385742","12.750089645385742","0.968778669834137","0.968778669834137","0.968778669834137","62.80267333984375","62.80267333984375","62.80267333984375","13.768177032470703","13.768177032470703","13.768177032470703","0.9554729461669922","0.9554729461669922","0.9554729461669922"
"2069","62.09433364868164","62.09433364868164","62.09433364868164","16.044401168823242","16.044401168823242","16.044401168823242","1.03154456615448","1.03154456615448","1.03154456615448","69.35372161865234","69.35372161865234","69.35372161865234","17.274988174438477","17.274988174438477","17.274988174438477","1.0280752182006836","1.0280752182006836","1.0280752182006836"
"2099","58.363773345947266","58.363773345947266","58.363773345947266","18.025928497314453","18.025928497314453","18.025928497314453","1.0958877801895142","1.0958877801895142","1.0958877801895142","65.62368774414062","65.62368774414062","65.62368774414062","17.944509506225586","17.944509506225586","17.944509506225586","1.0797486305236816","1.0797486305236816","1.0797486305236816"
"2129","37.350196838378906","37.350196838378906","37.350196838378906","10.455318450927734","10.455318450927734","10.455318450927734","0.840865433216095","0.840865433216095","0.840865433216095","40.786643981933594","40.786643981933594","40.786643981933594","11.387072563171387","11.387072563171387","11.387072563171387","0.8362263441085815","0.8362263441085815","0.8362263441085815"
"2159","18.23500633239746","18.23500633239746","18.23500633239746","9.117453575134277","9.117453575134277","9.117453575134277","0.9052712321281433","0.9052712321281433","0.9052712321281433","21.210189819335938","21.210189819335938","21.210189819335938","9.552274703979492","9.552274703979492","9.552274703979492","0.8998777866363525","0.8998777866363525","0.8998777866363525"
"2189","40.72293472290039","40.72293472290039","40.72293472290039","11.785313606262207","11.785313606262207","11.785313606262207","0.9187358021736145","0.9187358021736145","0.9187358021736145","41.96735382080078","41.96735382080078","41.96735382080078","12.285727500915527","12.285727500915527","12.285727500915527","0.94510817527771","0.94510817527771","0.94510817527771"
"2219","44.30267333984375","44.30267333984375","44.30267333984375","16.375478744506836","16.375478744506836","16.375478744506836","0.7043377757072449","0.7043377757072449","0.7043377757072449","49.880409240722656","49.880409240722656","49.880409240722656","16.121984481811523","16.121984481811523","16.121984481811523","0.7120140194892883","0.7120140194892883","0.7120140194892883"
"2249","34.407649993896484","34.407649993896484","34.407649993896484","9.40085506439209","9.40085506439209","9.40085506439209","0.7063776850700378","0.7063776850700378","0.7063776850700378","40.862850189208984","40.862850189208984","40.862850189208984","11.499457359313965","11.499457359313965","11.499457359313965","0.7373363971710205","0.7373363971710205","0.7373363971710205"
"2279","53.5325927734375","53.5325927734375","53.5325927734375","14.232810020446777","14.232810020446777","14.232810020446777","0.7892022728919983","0.7892022728919983","0.7892022728919983","66.74227142333984","66.74227142333984","66.74227142333984","15.370697021484375","15.370697021484375","15.370697021484375","0.8047164082527161","0.8047164082527161","0.8047164082527161"
"2309","28.31180191040039","28.31180191040039","28.31180191040039","10.127790451049805","10.127790451049805","10.127790451049805","0.7421261668205261","0.7421261668205261","0.7421261668205261","34.34921646118164","34.34921646118164","34.34921646118164","10.81645393371582","10.81645393371582","10.81645393371582","0.7475579380989075","0.7475579380989075","0.7475579380989075"
"2339","26.953065872192383","26.953065872192383","26.953065872192383","21.326366424560547","21.326366424560547","21.326366424560547","0.742613673210144","0.742613673210144","0.742613673210144","36.50558090209961","36.50558090209961","36.50558090209961","18.03775978088379","18.03775978088379","18.03775978088379","0.7884644269943237","0.7884644269943237","0.7884644269943237"
"2369","35.02265930175781","35.02265930175781","35.02265930175781","14.073927879333496","14.073927879333496","14.073927879333496","0.7791691422462463","0.7791691422462463","0.7791691422462463","45.35289001464844","45.35289001464844","45.35289001464844","16.48175811767578","16.48175811767578","16.48175811767578","0.8179147839546204","0.8179147839546204","0.8179147839546204"
"2399","28.558143615722656","28.558143615722656","28.558143615722656","54.498924255371094","54.498924255371094","54.498924255371094","0.6142095923423767","0.6142095923423767","0.6142095923423767","36.42046356201172","36.42046356201172","36.42046356201172","84.68024444580078","84.68024444580078","84.68024444580078","0.651687502861023","0.651687502861023","0.651687502861023"
