"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"509","853.32763671875","853.32763671875","853.32763671875","183.3417510986328","183.3417510986328","183.3417510986328","10.967011451721191","10.967011451721191","10.967011451721191","846.0399780273438","846.0399780273438","846.0399780273438","181.23097229003906","181.23097229003906","181.23097229003906","10.059870719909668","10.059870719909668","10.059870719909668"
"539","727.4462890625","727.4462890625","727.4462890625","193.56265258789062","193.56265258789062","193.56265258789062","8.135468482971191","8.135468482971191","8.135468482971191","719.228271484375","719.228271484375","719.228271484375","200.72108459472656","200.72108459472656","200.72108459472656","7.370213508605957","7.370213508605957","7.370213508605957"
"569","857.2891845703125","857.2891845703125","857.2891845703125","177.0906982421875","177.0906982421875","177.0906982421875","8.791906356811523","8.791906356811523","8.791906356811523","842.1060791015625","842.1060791015625","842.1060791015625","173.7052764892578","173.7052764892578","173.7052764892578","7.995133876800537","7.995133876800537","7.995133876800537"
"599","615.9938354492188","615.9938354492188","615.9938354492188","120.38448333740234","120.38448333740234","120.38448333740234","6.467617034912109","6.467617034912109","6.467617034912109","604.1083374023438","604.1083374023438","604.1083374023438","119.90904998779297","119.90904998779297","119.90904998779297","5.874028205871582","5.874028205871582","5.874028205871582"
"629","495.9770202636719","495.9770202636719","495.9770202636719","117.60523223876953","117.60523223876953","117.60523223876953","7.25008487701416","7.25008487701416","7.25008487701416","488.3338928222656","488.3338928222656","488.3338928222656","113.69466400146484","113.69466400146484","113.69466400146484","6.562518119812012","6.562518119812012","6.562518119812012"
"659","459.3255310058594","459.3255310058594","459.3255310058594","104.35968780517578","104.35968780517578","104.35968780517578","6.592796325683594","6.592796325683594","6.592796325683594","450.4797668457031","450.4797668457031","450.4797668457031","104.520263671875","104.520263671875","104.520263671875","6.021921157836914","6.021921157836914","6.021921157836914"
"689","505.0528869628906","505.0528869628906","505.0528869628906","139.0892333984375","139.0892333984375","139.0892333984375","5.205600261688232","5.205600261688232","5.205600261688232","492.9730224609375","492.9730224609375","492.9730224609375","118.83965301513672","118.83965301513672","118.83965301513672","4.683175086975098","4.683175086975098","4.683175086975098"
"719","460.9050598144531","460.9050598144531","460.9050598144531","103.81077575683594","103.81077575683594","103.81077575683594","5.207176208496094","5.207176208496094","5.207176208496094","446.2772521972656","446.2772521972656","446.2772521972656","99.06868743896484","99.06868743896484","99.06868743896484","4.7588725090026855","4.7588725090026855","4.7588725090026855"
"749","510.0550537109375","510.0550537109375","510.0550537109375","105.96704864501953","105.96704864501953","105.96704864501953","5.398234844207764","5.398234844207764","5.398234844207764","496.7420654296875","496.7420654296875","496.7420654296875","102.20045471191406","102.20045471191406","102.20045471191406","4.894458293914795","4.894458293914795","4.894458293914795"
"779","473.8001403808594","473.8001403808594","473.8001403808594","113.36166381835938","113.36166381835938","113.36166381835938","5.638936519622803","5.638936519622803","5.638936519622803","459.0797424316406","459.0797424316406","459.0797424316406","111.72254943847656","111.72254943847656","111.72254943847656","5.183653831481934","5.183653831481934","5.183653831481934"
"809","583.9540405273438","583.9540405273438","583.9540405273438","309.2812805175781","309.2812805175781","309.2812805175781","4.406006813049316","4.406006813049316","4.406006813049316","574.8648071289062","574.8648071289062","574.8648071289062","258.22802734375","258.22802734375","258.22802734375","3.8998665809631348","3.8998665809631348","3.8998665809631348"
"839","469.79632568359375","469.79632568359375","469.79632568359375","104.77923583984375","104.77923583984375","104.77923583984375","4.570656776428223","4.570656776428223","4.570656776428223","453.6578063964844","453.6578063964844","453.6578063964844","100.81107330322266","100.81107330322266","100.81107330322266","4.109313488006592","4.109313488006592","4.109313488006592"
"869","592.146240234375","592.146240234375","592.146240234375","191.1042938232422","191.1042938232422","191.1042938232422","4.674282073974609","4.674282073974609","4.674282073974609","610.2588500976562","610.2588500976562","610.2588500976562","194.2946014404297","194.2946014404297","194.2946014404297","4.317193984985352","4.317193984985352","4.317193984985352"
"899","403.2893981933594","403.2893981933594","403.2893981933594","90.48311614990234","90.48311614990234","90.48311614990234","3.852968692779541","3.852968692779541","3.852968692779541","383.7967224121094","383.7967224121094","383.7967224121094","86.55857849121094","86.55857849121094","86.55857849121094","3.520852565765381","3.520852565765381","3.520852565765381"
"929","385.8536682128906","385.8536682128906","385.8536682128906","83.15595245361328","83.15595245361328","83.15595245361328","4.178829669952393","4.178829669952393","4.178829669952393","367.0227966308594","367.0227966308594","367.0227966308594","77.92008972167969","77.92008972167969","77.92008972167969","3.817852735519409","3.817852735519409","3.817852735519409"
"959","415.02655029296875","415.02655029296875","415.02655029296875","89.01222229003906","89.01222229003906","89.01222229003906","3.5857460498809814","3.5857460498809814","3.5857460498809814","393.5167541503906","393.5167541503906","393.5167541503906","86.4408950805664","86.4408950805664","86.4408950805664","3.2499120235443115","3.2499120235443115","3.2499120235443115"
"989","237.3140106201172","237.3140106201172","237.3140106201172","62.696292877197266","62.696292877197266","62.696292877197266","3.434964418411255","3.434964418411255","3.434964418411255","222.823974609375","222.823974609375","222.823974609375","61.71786880493164","61.71786880493164","61.71786880493164","3.090891122817993","3.090891122817993","3.090891122817993"
"1019","447.9758605957031","447.9758605957031","447.9758605957031","258.6636962890625","258.6636962890625","258.6636962890625","3.166563034057617","3.166563034057617","3.166563034057617","421.1879577636719","421.1879577636719","421.1879577636719","295.3666076660156","295.3666076660156","295.3666076660156","2.8997416496276855","2.8997416496276855","2.8997416496276855"
"1049","204.4518585205078","204.4518585205078","204.4518585205078","51.07167434692383","51.07167434692383","51.07167434692383","3.18584942817688","3.18584942817688","3.18584942817688","198.4328155517578","198.4328155517578","198.4328155517578","51.13438034057617","51.13438034057617","51.13438034057617","2.959329843521118","2.959329843521118","2.959329843521118"
"1079","187.53526306152344","187.53526306152344","187.53526306152344","49.84320068359375","49.84320068359375","49.84320068359375","3.1424028873443604","3.1424028873443604","3.1424028873443604","182.37998962402344","182.37998962402344","182.37998962402344","49.472957611083984","49.472957611083984","49.472957611083984","2.8621673583984375","2.8621673583984375","2.8621673583984375"
"1109","473.4467468261719","473.4467468261719","473.4467468261719","106.16118621826172","106.16118621826172","106.16118621826172","2.732320547103882","2.732320547103882","2.732320547103882","466.01898193359375","466.01898193359375","466.01898193359375","106.90459442138672","106.90459442138672","106.90459442138672","2.511974573135376","2.511974573135376","2.511974573135376"
"1139","186.2332305908203","186.2332305908203","186.2332305908203","47.542030334472656","47.542030334472656","47.542030334472656","2.64034366607666","2.64034366607666","2.64034366607666","180.162109375","180.162109375","180.162109375","46.52098083496094","46.52098083496094","46.52098083496094","2.4497859477996826","2.4497859477996826","2.4497859477996826"
"1169","253.0454559326172","253.0454559326172","253.0454559326172","50.28675842285156","50.28675842285156","50.28675842285156","2.6197893619537354","2.6197893619537354","2.6197893619537354","246.2718505859375","246.2718505859375","246.2718505859375","50.120018005371094","50.120018005371094","50.120018005371094","2.4028961658477783","2.4028961658477783","2.4028961658477783"
"1199","234.28045654296875","234.28045654296875","234.28045654296875","50.66626739501953","50.66626739501953","50.66626739501953","2.7375805377960205","2.7375805377960205","2.7375805377960205","223.53933715820312","223.53933715820312","223.53933715820312","51.29639434814453","51.29639434814453","51.29639434814453","2.5530900955200195","2.5530900955200195","2.5530900955200195"
"1229","404.48492431640625","404.48492431640625","404.48492431640625","205.6360321044922","205.6360321044922","205.6360321044922","2.374753475189209","2.374753475189209","2.374753475189209","383.0310974121094","383.0310974121094","383.0310974121094","206.22732543945312","206.22732543945312","206.22732543945312","2.2311768531799316","2.2311768531799316","2.2311768531799316"
"1259","189.84320068359375","189.84320068359375","189.84320068359375","46.93851089477539","46.93851089477539","46.93851089477539","2.454227924346924","2.454227924346924","2.454227924346924","184.78225708007812","184.78225708007812","184.78225708007812","47.78921127319336","47.78921127319336","47.78921127319336","2.2915523052215576","2.2915523052215576","2.2915523052215576"
"1289","147.21670532226562","147.21670532226562","147.21670532226562","33.14462661743164","33.14462661743164","33.14462661743164","2.0507724285125732","2.0507724285125732","2.0507724285125732","141.86949157714844","141.86949157714844","141.86949157714844","32.09878158569336","32.09878158569336","32.09878158569336","1.8769515752792358","1.8769515752792358","1.8769515752792358"
"1319","155.15972900390625","155.15972900390625","155.15972900390625","54.2869873046875","54.2869873046875","54.2869873046875","1.7128139734268188","1.7128139734268188","1.7128139734268188","155.01226806640625","155.01226806640625","155.01226806640625","69.38221740722656","69.38221740722656","69.38221740722656","1.587923288345337","1.587923288345337","1.587923288345337"
"1349","146.4237823486328","146.4237823486328","146.4237823486328","41.89031982421875","41.89031982421875","41.89031982421875","2.0409252643585205","2.0409252643585205","2.0409252643585205","144.06634521484375","144.06634521484375","144.06634521484375","41.73473358154297","41.73473358154297","41.73473358154297","1.881036639213562","1.881036639213562","1.881036639213562"
"1379","114.19921875","114.19921875","114.19921875","30.462669372558594","30.462669372558594","30.462669372558594","1.8482494354248047","1.8482494354248047","1.8482494354248047","108.06083679199219","108.06083679199219","108.06083679199219","30.931318283081055","30.931318283081055","30.931318283081055","1.7279646396636963","1.7279646396636963","1.7279646396636963"
"1409","138.49501037597656","138.49501037597656","138.49501037597656","33.112709045410156","33.112709045410156","33.112709045410156","1.794472336769104","1.794472336769104","1.794472336769104","133.71783447265625","133.71783447265625","133.71783447265625","32.33475875854492","32.33475875854492","32.33475875854492","1.693835735321045","1.693835735321045","1.693835735321045"
"1439","158.98040771484375","158.98040771484375","158.98040771484375","39.236270904541016","39.236270904541016","39.236270904541016","1.5692028999328613","1.5692028999328613","1.5692028999328613","151.0799560546875","151.0799560546875","151.0799560546875","40.933021545410156","40.933021545410156","40.933021545410156","1.4726808071136475","1.4726808071136475","1.4726808071136475"
"1469","176.59642028808594","176.59642028808594","176.59642028808594","45.07693099975586","45.07693099975586","45.07693099975586","1.796053409576416","1.796053409576416","1.796053409576416","167.04747009277344","167.04747009277344","167.04747009277344","45.13594436645508","45.13594436645508","45.13594436645508","1.6785507202148438","1.6785507202148438","1.6785507202148438"
"1499","133.14881896972656","133.14881896972656","133.14881896972656","34.65960693359375","34.65960693359375","34.65960693359375","1.5977989435195923","1.5977989435195923","1.5977989435195923","128.067138671875","128.067138671875","128.067138671875","34.653648376464844","34.653648376464844","34.653648376464844","1.51465904712677","1.51465904712677","1.51465904712677"
"1529","92.31285095214844","92.31285095214844","92.31285095214844","24.92818832397461","24.92818832397461","24.92818832397461","1.4973293542861938","1.4973293542861938","1.4973293542861938","88.6007308959961","88.6007308959961","88.6007308959961","25.28440284729004","25.28440284729004","25.28440284729004","1.4231383800506592","1.4231383800506592","1.4231383800506592"
"1559","85.43283081054688","85.43283081054688","85.43283081054688","24.691024780273438","24.691024780273438","24.691024780273438","1.3270084857940674","1.3270084857940674","1.3270084857940674","83.7779769897461","83.7779769897461","83.7779769897461","25.34066390991211","25.34066390991211","25.34066390991211","1.285622239112854","1.285622239112854","1.285622239112854"
"1589","115.49834442138672","115.49834442138672","115.49834442138672","30.75655746459961","30.75655746459961","30.75655746459961","1.6323847770690918","1.6323847770690918","1.6323847770690918","111.60116577148438","111.60116577148438","111.60116577148438","27.962467193603516","27.962467193603516","27.962467193603516","1.6063331365585327","1.6063331365585327","1.6063331365585327"
"1619","115.30402374267578","115.30402374267578","115.30402374267578","41.17940902709961","41.17940902709961","41.17940902709961","1.3709577322006226","1.3709577322006226","1.3709577322006226","108.91915893554688","108.91915893554688","108.91915893554688","40.59209060668945","40.59209060668945","40.59209060668945","1.3158509731292725","1.3158509731292725","1.3158509731292725"
"1649","55.21842956542969","55.21842956542969","55.21842956542969","18.013471603393555","18.013471603393555","18.013471603393555","1.234985589981079","1.234985589981079","1.234985589981079","56.11195755004883","56.11195755004883","56.11195755004883","17.98001480102539","17.98001480102539","17.98001480102539","1.2428417205810547","1.2428417205810547","1.2428417205810547"
"1679","78.67333984375","78.67333984375","78.67333984375","20.749305725097656","20.749305725097656","20.749305725097656","1.3130040168762207","1.3130040168762207","1.3130040168762207","79.82765197753906","79.82765197753906","79.82765197753906","20.43263816833496","20.43263816833496","20.43263816833496","1.2674914598464966","1.2674914598464966","1.2674914598464966"
"1709","58.62413024902344","58.62413024902344","58.62413024902344","19.19569969177246","19.19569969177246","19.19569969177246","1.1524467468261719","1.1524467468261719","1.1524467468261719","59.515018463134766","59.515018463134766","59.515018463134766","18.774982452392578","18.774982452392578","18.774982452392578","1.1210236549377441","1.1210236549377441","1.1210236549377441"
"1739","46.65028762817383","46.65028762817383","46.65028762817383","16.770231246948242","16.770231246948242","16.770231246948242","1.1383863687515259","1.1383863687515259","1.1383863687515259","47.83716583251953","47.83716583251953","47.83716583251953","15.930901527404785","15.930901527404785","15.930901527404785","1.0970234870910645","1.0970234870910645","1.0970234870910645"
"1769","55.17559051513672","55.17559051513672","55.17559051513672","15.367684364318848","15.367684364318848","15.367684364318848","1.2419084310531616","1.2419084310531616","1.2419084310531616","56.72256851196289","56.72256851196289","56.72256851196289","16.803504943847656","16.803504943847656","16.803504943847656","1.2265310287475586","1.2265310287475586","1.2265310287475586"
"1799","43.929588317871094","43.929588317871094","43.929588317871094","13.6338472366333","13.6338472366333","13.6338472366333","1.0354466438293457","1.0354466438293457","1.0354466438293457","45.305946350097656","45.305946350097656","45.305946350097656","13.52658748626709","13.52658748626709","13.52658748626709","0.9909324645996094","0.9909324645996094","0.9909324645996094"
"1829","82.65279388427734","82.65279388427734","82.65279388427734","23.512237548828125","23.512237548828125","23.512237548828125","1.4392424821853638","1.4392424821853638","1.4392424821853638","88.86294555664062","88.86294555664062","88.86294555664062","25.39950180053711","25.39950180053711","25.39950180053711","1.456148386001587","1.456148386001587","1.456148386001587"
"1859","75.36296844482422","75.36296844482422","75.36296844482422","19.1042423248291","19.1042423248291","19.1042423248291","1.1603283882141113","1.1603283882141113","1.1603283882141113","80.29486083984375","80.29486083984375","80.29486083984375","19.823293685913086","19.823293685913086","19.823293685913086","1.1343462467193604","1.1343462467193604","1.1343462467193604"
"1889","37.01323699951172","37.01323699951172","37.01323699951172","13.280684471130371","13.280684471130371","13.280684471130371","1.1102344989776611","1.1102344989776611","1.1102344989776611","38.499393463134766","38.499393463134766","38.499393463134766","13.986210823059082","13.986210823059082","13.986210823059082","1.0928561687469482","1.0928561687469482","1.0928561687469482"
"1919","63.54135513305664","63.54135513305664","63.54135513305664","44.028255462646484","44.028255462646484","44.028255462646484","1.2007622718811035","1.2007622718811035","1.2007622718811035","70.46339416503906","70.46339416503906","70.46339416503906","36.94277572631836","36.94277572631836","36.94277572631836","1.21775484085083","1.21775484085083","1.21775484085083"
"1949","74.51028442382812","74.51028442382812","74.51028442382812","20.267959594726562","20.267959594726562","20.267959594726562","1.272922158241272","1.272922158241272","1.272922158241272","76.26263427734375","76.26263427734375","76.26263427734375","21.513587951660156","21.513587951660156","21.513587951660156","1.2964367866516113","1.2964367866516113","1.2964367866516113"
"1979","53.12974548339844","53.12974548339844","53.12974548339844","14.036164283752441","14.036164283752441","14.036164283752441","0.8830724954605103","0.8830724954605103","0.8830724954605103","57.02914810180664","57.02914810180664","57.02914810180664","15.463615417480469","15.463615417480469","15.463615417480469","0.869636595249176","0.869636595249176","0.869636595249176"
"2009","44.65082931518555","44.65082931518555","44.65082931518555","14.860774993896484","14.860774993896484","14.860774993896484","0.909745454788208","0.909745454788208","0.909745454788208","46.63510513305664","46.63510513305664","46.63510513305664","15.113142013549805","15.113142013549805","15.113142013549805","0.9196774959564209","0.9196774959564209","0.9196774959564209"
"2039","56.8879280090332","56.8879280090332","56.8879280090332","12.741786003112793","12.741786003112793","12.741786003112793","0.9675385355949402","0.9675385355949402","0.9675385355949402","62.79591751098633","62.79591751098633","62.79591751098633","13.766376495361328","13.766376495361328","13.766376495361328","0.9546360373497009","0.9546360373497009","0.9546360373497009"
"2069","62.06570053100586","62.06570053100586","62.06570053100586","16.032644271850586","16.032644271850586","16.032644271850586","1.0301817655563354","1.0301817655563354","1.0301817655563354","69.34390258789062","69.34390258789062","69.34390258789062","17.281293869018555","17.281293869018555","17.281293869018555","1.0332393646240234","1.0332393646240234","1.0332393646240234"
"2099","58.346961975097656","58.346961975097656","58.346961975097656","18.01313591003418","18.01313591003418","18.01313591003418","1.0945618152618408","1.0945618152618408","1.0945618152618408","65.63117980957031","65.63117980957031","65.63117980957031","17.946048736572266","17.946048736572266","17.946048736572266","1.0843247175216675","1.0843247175216675","1.0843247175216675"
"2129","37.330047607421875","37.330047607421875","37.330047607421875","10.447904586791992","10.447904586791992","10.447904586791992","0.8399854302406311","0.8399854302406311","0.8399854302406311","40.782588958740234","40.782588958740234","40.782588958740234","11.383166313171387","11.383166313171387","11.383166313171387","0.8397397994995117","0.8397397994995117","0.8397397994995117"
"2159","18.22896385192871","18.22896385192871","18.22896385192871","9.10989761352539","9.10989761352539","9.10989761352539","0.9042446613311768","0.9042446613311768","0.9042446613311768","21.20976448059082","21.20976448059082","21.20976448059082","9.54996109008789","9.54996109008789","9.54996109008789","0.9019525051116943","0.9019525051116943","0.9019525051116943"
"2189","40.69637680053711","40.69637680053711","40.69637680053711","11.780903816223145","11.780903816223145","11.780903816223145","0.9176675081253052","0.9176675081253052","0.9176675081253052","41.977294921875","41.977294921875","41.977294921875","12.289240837097168","12.289240837097168","12.289240837097168","0.943497896194458","0.943497896194458","0.943497896194458"
"2219","44.28125762939453","44.28125762939453","44.28125762939453","16.36446762084961","16.36446762084961","16.36446762084961","0.703579306602478","0.703579306602478","0.703579306602478","49.88150405883789","49.88150405883789","49.88150405883789","16.11603546142578","16.11603546142578","16.11603546142578","0.7146219611167908","0.7146219611167908","0.7146219611167908"
"2249","34.395835876464844","34.395835876464844","34.395835876464844","9.395727157592773","9.395727157592773","9.395727157592773","0.7054920792579651","0.7054920792579651","0.7054920792579651","40.852622985839844","40.852622985839844","40.852622985839844","11.493359565734863","11.493359565734863","11.493359565734863","0.740879476070404","0.740879476070404","0.740879476070404"
"2279","53.5074348449707","53.5074348449707","53.5074348449707","14.21963882446289","14.21963882446289","14.21963882446289","0.7882941365242004","0.7882941365242004","0.7882941365242004","66.78656005859375","66.78656005859375","66.78656005859375","15.37165641784668","15.37165641784668","15.37165641784668","0.8062217831611633","0.8062217831611633","0.8062217831611633"
"2309","28.301517486572266","28.301517486572266","28.301517486572266","10.12269115447998","10.12269115447998","10.12269115447998","0.7411622405052185","0.7411622405052185","0.7411622405052185","34.33407974243164","34.33407974243164","34.33407974243164","10.81356430053711","10.81356430053711","10.81356430053711","0.7519534230232239","0.7519534230232239","0.7519534230232239"
"2339","26.944698333740234","26.944698333740234","26.944698333740234","21.306514739990234","21.306514739990234","21.306514739990234","0.741795003414154","0.741795003414154","0.741795003414154","36.52204895019531","36.52204895019531","36.52204895019531","18.034881591796875","18.034881591796875","18.034881591796875","0.7923374772071838","0.7923374772071838","0.7923374772071838"
"2369","35.00604248046875","35.00604248046875","35.00604248046875","14.068635940551758","14.068635940551758","14.068635940551758","0.7784073948860168","0.7784073948860168","0.7784073948860168","45.33967590332031","45.33967590332031","45.33967590332031","16.511699676513672","16.511699676513672","16.511699676513672","0.8232607841491699","0.8232607841491699","0.8232607841491699"
"2399","28.552953720092773","28.552953720092773","28.552953720092773","54.45840835571289","54.45840835571289","54.45840835571289","0.6138346195220947","0.6138346195220947","0.6138346195220947","36.419857025146484","36.419857025146484","36.419857025146484","84.65538024902344","84.65538024902344","84.65538024902344","0.6529629230499268","0.6529629230499268","0.6529629230499268"
"2429","14.357630729675293","14.357630729675293","14.357630729675293","5.764233112335205","5.764233112335205","5.764233112335205","0.7092048525810242","0.7092048525810242","0.7092048525810242","18.03516960144043","18.03516960144043","18.03516960144043","6.4639201164245605","6.4639201164245605","6.4639201164245605","0.732615053653717","0.732615053653717","0.732615053653717"
