"Step","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - shrinkage.l2_ratio","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - shrinkage.l2_ratio__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - shrinkage.l2_ratio__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - shrinkage.l2_ratio","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - shrinkage.l2_ratio__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - shrinkage.l2_ratio__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - shrinkage.l2_ratio","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - shrinkage.l2_ratio__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_false_project_TinyStories - shrinkage.l2_ratio__MAX","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - shrinkage.l2_ratio","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - shrinkage.l2_ratio__MIN","layer_10_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - shrinkage.l2_ratio__MAX","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - shrinkage.l2_ratio","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - shrinkage.l2_ratio__MIN","layer_5_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - shrinkage.l2_ratio__MAX","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - shrinkage.l2_ratio","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - shrinkage.l2_ratio__MIN","layer_0_hook_mlp_out_gpt2_gated_fisher_true_project_TinyStories - shrinkage.l2_ratio__MAX"
"6599","2.5367724895477295","2.5367724895477295","2.5367724895477295","0.5292745232582092","0.5292745232582092","0.5292745232582092","0.9203416705131531","0.9203416705131531","0.9203416705131531","2.5385406017303467","2.5385406017303467","2.5385406017303467","0.5296158790588379","0.5296158790588379","0.5296158790588379","0.9202821850776672","0.9202821850776672","0.9202821850776672"
"7199","2.541990280151367","2.541990280151367","2.541990280151367","0.5322557687759399","0.5322557687759399","0.5322557687759399","0.9186331629753113","0.9186331629753113","0.9186331629753113","2.5410308837890625","2.5410308837890625","2.5410308837890625","0.5326173901557922","0.5326173901557922","0.5326173901557922","0.9183748364448547","0.9183748364448547","0.9183748364448547"
"7799","2.5489258766174316","2.5489258766174316","2.5489258766174316","0.5349763035774231","0.5349763035774231","0.5349763035774231","0.9187494516372681","0.9187494516372681","0.9187494516372681","2.547684907913208","2.547684907913208","2.547684907913208","0.535332202911377","0.535332202911377","0.535332202911377","0.918519914150238","0.918519914150238","0.918519914150238"
"8399","2.5560879707336426","2.5560879707336426","2.5560879707336426","0.5398163795471191","0.5398163795471191","0.5398163795471191","0.9199077486991882","0.9199077486991882","0.9199077486991882","2.556433916091919","2.556433916091919","2.556433916091919","0.540046215057373","0.540046215057373","0.540046215057373","0.9199352264404297","0.9199352264404297","0.9199352264404297"
"8999","2.5549004077911377","2.5549004077911377","2.5549004077911377","0.5403818488121033","0.5403818488121033","0.5403818488121033","0.9213601350784302","0.9213601350784302","0.9213601350784302","2.5544140338897705","2.5544140338897705","2.5544140338897705","0.5408481955528259","0.5408481955528259","0.5408481955528259","0.9217516779899597","0.9217516779899597","0.9217516779899597"
"9599","2.5643534660339355","2.5643534660339355","2.5643534660339355","0.5418149828910828","0.5418149828910828","0.5418149828910828","0.9242038130760193","0.9242038130760193","0.9242038130760193","2.564722776412964","2.564722776412964","2.564722776412964","0.5421176552772522","0.5421176552772522","0.5421176552772522","0.9242621660232544","0.9242621660232544","0.9242621660232544"
"10199","2.554922103881836","2.554922103881836","2.554922103881836","0.5442182421684265","0.5442182421684265","0.5442182421684265","0.9222692847251892","0.9222692847251892","0.9222692847251892","2.556018114089966","2.556018114089966","2.556018114089966","0.5444449782371521","0.5444449782371521","0.5444449782371521","0.9223383069038391","0.9223383069038391","0.9223383069038391"
"10799","2.5632266998291016","2.5632266998291016","2.5632266998291016","0.5416390299797058","0.5416390299797058","0.5416390299797058","0.924080491065979","0.924080491065979","0.924080491065979","2.564160108566284","2.564160108566284","2.564160108566284","0.5418951511383057","0.5418951511383057","0.5418951511383057","0.924439549446106","0.924439549446106","0.924439549446106"
"11399","2.550217628479004","2.550217628479004","2.550217628479004","0.5445012450218201","0.5445012450218201","0.5445012450218201","0.9242006540298462","0.9242006540298462","0.9242006540298462","2.5511136054992676","2.5511136054992676","2.5511136054992676","0.544751763343811","0.544751763343811","0.544751763343811","0.9245827794075012","0.9245827794075012","0.9245827794075012"
"11999","2.5623974800109863","2.5623974800109863","2.5623974800109863","0.545516848564148","0.545516848564148","0.545516848564148","0.923919677734375","0.923919677734375","0.923919677734375","2.562643051147461","2.562643051147461","2.562643051147461","0.5458340048789978","0.5458340048789978","0.5458340048789978","0.923801839351654","0.923801839351654","0.923801839351654"
"12599","2.5582897663116455","2.5582897663116455","2.5582897663116455","0.5473599433898926","0.5473599433898926","0.5473599433898926","0.9243060946464539","0.9243060946464539","0.9243060946464539","2.559715986251831","2.559715986251831","2.559715986251831","0.5474525690078735","0.5474525690078735","0.5474525690078735","0.9240941405296326","0.9240941405296326","0.9240941405296326"
"13199","2.5641252994537354","2.5641252994537354","2.5641252994537354","0.5467013716697693","0.5467013716697693","0.5467013716697693","0.9250751733779907","0.9250751733779907","0.9250751733779907","2.5640881061553955","2.5640881061553955","2.5640881061553955","0.5469303131103516","0.5469303131103516","0.5469303131103516","0.9249887466430664","0.9249887466430664","0.9249887466430664"
"13799","2.5596988201141357","2.5596988201141357","2.5596988201141357","0.5468478798866272","0.5468478798866272","0.5468478798866272","0.9241142272949219","0.9241142272949219","0.9241142272949219","2.559370279312134","2.559370279312134","2.559370279312134","0.5469964742660522","0.5469964742660522","0.5469964742660522","0.9240337610244751","0.9240337610244751","0.9240337610244751"
"14399","2.57257080078125","2.57257080078125","2.57257080078125","0.5491217970848083","0.5491217970848083","0.5491217970848083","0.9248494505882263","0.9248494505882263","0.9248494505882263","2.571964979171753","2.571964979171753","2.571964979171753","0.5492630004882812","0.5492630004882812","0.5492630004882812","0.9249629974365234","0.9249629974365234","0.9249629974365234"
"14999","2.5699005126953125","2.5699005126953125","2.5699005126953125","0.5486865639686584","0.5486865639686584","0.5486865639686584","0.9281450510025024","0.9281450510025024","0.9281450510025024","2.569518804550171","2.569518804550171","2.569518804550171","0.5485763549804688","0.5485763549804688","0.5485763549804688","0.9279550909996033","0.9279550909996033","0.9279550909996033"
"15599","2.5650970935821533","2.5650970935821533","2.5650970935821533","0.5475009083747864","0.5475009083747864","0.5475009083747864","0.928866982460022","0.928866982460022","0.928866982460022","2.565730333328247","2.565730333328247","2.565730333328247","0.5478007793426514","0.5478007793426514","0.5478007793426514","0.9288930892944336","0.9288930892944336","0.9288930892944336"
"16199","2.558950185775757","2.558950185775757","2.558950185775757","0.549268364906311","0.549268364906311","0.549268364906311","0.9266864657402039","0.9266864657402039","0.9266864657402039","2.5562338829040527","2.5562338829040527","2.5562338829040527","0.5495055317878723","0.5495055317878723","0.5495055317878723","0.9264436960220337","0.9264436960220337","0.9264436960220337"
"16799","2.57356595993042","2.57356595993042","2.57356595993042","0.5496161580085754","0.5496161580085754","0.5496161580085754","0.925823986530304","0.925823986530304","0.925823986530304","2.5770444869995117","2.5770444869995117","2.5770444869995117","0.5496639609336853","0.5496639609336853","0.5496639609336853","0.9255695343017578","0.9255695343017578","0.9255695343017578"
"17399","2.5672531127929688","2.5672531127929688","2.5672531127929688","0.5489808917045593","0.5489808917045593","0.5489808917045593","0.9275568127632141","0.9275568127632141","0.9275568127632141","2.567110776901245","2.567110776901245","2.567110776901245","0.54925936460495","0.54925936460495","0.54925936460495","0.9276642203330994","0.9276642203330994","0.9276642203330994"
"17999","2.560030460357666","2.560030460357666","2.560030460357666","0.5502890348434448","0.5502890348434448","0.5502890348434448","0.926954448223114","0.926954448223114","0.926954448223114","2.559995412826538","2.559995412826538","2.559995412826538","0.5503479838371277","0.5503479838371277","0.5503479838371277","0.9273537993431091","0.9273537993431091","0.9273537993431091"
"18599","2.5689857006073","2.5689857006073","2.5689857006073","0.5479533076286316","0.5479533076286316","0.5479533076286316","0.9263275265693665","0.9263275265693665","0.9263275265693665","2.5709946155548096","2.5709946155548096","2.5709946155548096","0.5478726029396057","0.5478726029396057","0.5478726029396057","0.926038384437561","0.926038384437561","0.926038384437561"
"19199","2.573753833770752","2.573753833770752","2.573753833770752","0.5482631325721741","0.5482631325721741","0.5482631325721741","0.9245145916938782","0.9245145916938782","0.9245145916938782","2.5731325149536133","2.5731325149536133","2.5731325149536133","0.5483819842338562","0.5483819842338562","0.5483819842338562","0.9243755340576172","0.9243755340576172","0.9243755340576172"
"19799","2.568943738937378","2.568943738937378","2.568943738937378","0.5479947328567505","0.5479947328567505","0.5479947328567505","0.9283851981163025","0.9283851981163025","0.9283851981163025","2.5680978298187256","2.5680978298187256","2.5680978298187256","0.548057496547699","0.548057496547699","0.548057496547699","0.9284539222717285","0.9284539222717285","0.9284539222717285"
