"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"959","1151.223388671875","1151.223388671875","1151.223388671875","379.4696350097656","379.4696350097656","379.4696350097656","40.24272537231445","40.24272537231445","40.24272537231445","1152.0225830078125","1152.0225830078125","1152.0225830078125","379.20526123046875","379.20526123046875","379.20526123046875","38.42029571533203","38.42029571533203","38.42029571533203"
"989","571.749755859375","571.749755859375","571.749755859375","184.2831268310547","184.2831268310547","184.2831268310547","36.13501739501953","36.13501739501953","36.13501739501953","572.7545776367188","572.7545776367188","572.7545776367188","184.22686767578125","184.22686767578125","184.22686767578125","34.35468292236328","34.35468292236328","34.35468292236328"
"1019","1151.13134765625","1151.13134765625","1151.13134765625","401.5610046386719","401.5610046386719","401.5610046386719","33.329524993896484","33.329524993896484","33.329524993896484","1140.829833984375","1140.829833984375","1140.829833984375","394.9513244628906","394.9513244628906","394.9513244628906","31.922216415405273","31.922216415405273","31.922216415405273"
"1049","683.9506225585938","683.9506225585938","683.9506225585938","236.86502075195312","236.86502075195312","236.86502075195312","36.25236892700195","36.25236892700195","36.25236892700195","685.00146484375","685.00146484375","685.00146484375","236.9561309814453","236.9561309814453","236.9561309814453","34.51120376586914","34.51120376586914","34.51120376586914"
"1079","447.35455322265625","447.35455322265625","447.35455322265625","158.84019470214844","158.84019470214844","158.84019470214844","30.792762756347656","30.792762756347656","30.792762756347656","447.9417724609375","447.9417724609375","447.9417724609375","158.78692626953125","158.78692626953125","158.78692626953125","29.359222412109375","29.359222412109375","29.359222412109375"
"1109","838.6168823242188","838.6168823242188","838.6168823242188","237.49806213378906","237.49806213378906","237.49806213378906","31.760507583618164","31.760507583618164","31.760507583618164","837.8217163085938","837.8217163085938","837.8217163085938","237.209228515625","237.209228515625","237.209228515625","30.173307418823242","30.173307418823242","30.173307418823242"
"1139","625.4476928710938","625.4476928710938","625.4476928710938","204.667236328125","204.667236328125","204.667236328125","30.587053298950195","30.587053298950195","30.587053298950195","625.915771484375","625.915771484375","625.915771484375","204.5506134033203","204.5506134033203","204.5506134033203","29.23455047607422","29.23455047607422","29.23455047607422"
"1169","673.9768676757812","673.9768676757812","673.9768676757812","212.69639587402344","212.69639587402344","212.69639587402344","32.60354232788086","32.60354232788086","32.60354232788086","674.6170654296875","674.6170654296875","674.6170654296875","212.60153198242188","212.60153198242188","212.60153198242188","31.230321884155273","31.230321884155273","31.230321884155273"
"1199","755.8497314453125","755.8497314453125","755.8497314453125","231.63206481933594","231.63206481933594","231.63206481933594","31.148693084716797","31.148693084716797","31.148693084716797","756.926025390625","756.926025390625","756.926025390625","231.65675354003906","231.65675354003906","231.65675354003906","29.711252212524414","29.711252212524414","29.711252212524414"
"1229","891.4803466796875","891.4803466796875","891.4803466796875","266.0938720703125","266.0938720703125","266.0938720703125","24.91141128540039","24.91141128540039","24.91141128540039","888.173095703125","888.173095703125","888.173095703125","264.6434020996094","264.6434020996094","264.6434020996094","23.82969093322754","23.82969093322754","23.82969093322754"
"1259","636.9223022460938","636.9223022460938","636.9223022460938","235.9453887939453","235.9453887939453","235.9453887939453","32.57793426513672","32.57793426513672","32.57793426513672","638.0365600585938","638.0365600585938","638.0365600585938","236.1620635986328","236.1620635986328","236.1620635986328","31.04556655883789","31.04556655883789","31.04556655883789"
"1289","505.8027648925781","505.8027648925781","505.8027648925781","170.58425903320312","170.58425903320312","170.58425903320312","28.90827178955078","28.90827178955078","28.90827178955078","506.6181945800781","506.6181945800781","506.6181945800781","170.5841827392578","170.5841827392578","170.5841827392578","27.670623779296875","27.670623779296875","27.670623779296875"
"1319","578.3287963867188","578.3287963867188","578.3287963867188","250.45858764648438","250.45858764648438","250.45858764648438","31.51372528076172","31.51372528076172","31.51372528076172","579.0899047851562","579.0899047851562","579.0899047851562","251.21112060546875","251.21112060546875","251.21112060546875","29.93097496032715","29.93097496032715","29.93097496032715"
"1349","607.0680541992188","607.0680541992188","607.0680541992188","223.6865997314453","223.6865997314453","223.6865997314453","30.28512191772461","30.28512191772461","30.28512191772461","608.2489624023438","608.2489624023438","608.2489624023438","223.83502197265625","223.83502197265625","223.83502197265625","29.077064514160156","29.077064514160156","29.077064514160156"
"1379","442.7956237792969","442.7956237792969","442.7956237792969","176.2279815673828","176.2279815673828","176.2279815673828","31.61784553527832","31.61784553527832","31.61784553527832","443.5594177246094","443.5594177246094","443.5594177246094","176.19674682617188","176.19674682617188","176.19674682617188","30.37196159362793","30.37196159362793","30.37196159362793"
"1409","601.5584716796875","601.5584716796875","601.5584716796875","210.92698669433594","210.92698669433594","210.92698669433594","32.82606887817383","32.82606887817383","32.82606887817383","602.645751953125","602.645751953125","602.645751953125","210.91705322265625","210.91705322265625","210.91705322265625","31.43795394897461","31.43795394897461","31.43795394897461"
"1439","558.9747314453125","558.9747314453125","558.9747314453125","207.51141357421875","207.51141357421875","207.51141357421875","32.80624771118164","32.80624771118164","32.80624771118164","559.566162109375","559.566162109375","559.566162109375","207.4892578125","207.4892578125","207.4892578125","31.42255210876465","31.42255210876465","31.42255210876465"
"1469","718.7401123046875","718.7401123046875","718.7401123046875","223.94195556640625","223.94195556640625","223.94195556640625","30.291147232055664","30.291147232055664","30.291147232055664","720.0551147460938","720.0551147460938","720.0551147460938","223.91064453125","223.91064453125","223.91064453125","28.416893005371094","28.416893005371094","28.416893005371094"
"1499","519.7576293945312","519.7576293945312","519.7576293945312","168.8807830810547","168.8807830810547","168.8807830810547","28.356367111206055","28.356367111206055","28.356367111206055","520.55810546875","520.55810546875","520.55810546875","168.80577087402344","168.80577087402344","168.80577087402344","27.067045211791992","27.067045211791992","27.067045211791992"
"1529","416.7292785644531","416.7292785644531","416.7292785644531","158.03341674804688","158.03341674804688","158.03341674804688","30.1016788482666","30.1016788482666","30.1016788482666","417.4950256347656","417.4950256347656","417.4950256347656","158.10987854003906","158.10987854003906","158.10987854003906","28.71348762512207","28.71348762512207","28.71348762512207"
"1559","451.4662780761719","451.4662780761719","451.4662780761719","174.62738037109375","174.62738037109375","174.62738037109375","28.215106964111328","28.215106964111328","28.215106964111328","452.1663818359375","452.1663818359375","452.1663818359375","174.70452880859375","174.70452880859375","174.70452880859375","27.067628860473633","27.067628860473633","27.067628860473633"
"1589","454.0064697265625","454.0064697265625","454.0064697265625","163.51422119140625","163.51422119140625","163.51422119140625","29.284740447998047","29.284740447998047","29.284740447998047","454.8806457519531","454.8806457519531","454.8806457519531","163.55018615722656","163.55018615722656","163.55018615722656","28.072425842285156","28.072425842285156","28.072425842285156"
"1619","638.136474609375","638.136474609375","638.136474609375","223.10694885253906","223.10694885253906","223.10694885253906","34.182762145996094","34.182762145996094","34.182762145996094","639.1351318359375","639.1351318359375","639.1351318359375","223.1005096435547","223.1005096435547","223.1005096435547","32.722408294677734","32.722408294677734","32.722408294677734"
"1649","286.9374084472656","286.9374084472656","286.9374084472656","112.5107421875","112.5107421875","112.5107421875","26.624839782714844","26.624839782714844","26.624839782714844","287.3868713378906","287.3868713378906","287.3868713378906","112.58329772949219","112.58329772949219","112.58329772949219","25.46902847290039","25.46902847290039","25.46902847290039"
"1679","287.2436828613281","287.2436828613281","287.2436828613281","128.27279663085938","128.27279663085938","128.27279663085938","27.422653198242188","27.422653198242188","27.422653198242188","287.7362365722656","287.7362365722656","287.7362365722656","128.32406616210938","128.32406616210938","128.32406616210938","26.029666900634766","26.029666900634766","26.029666900634766"
"1709","250.8758087158203","250.8758087158203","250.8758087158203","120.30982971191406","120.30982971191406","120.30982971191406","27.646556854248047","27.646556854248047","27.646556854248047","251.6869659423828","251.6869659423828","251.6869659423828","120.43804168701172","120.43804168701172","120.43804168701172","26.282752990722656","26.282752990722656","26.282752990722656"
"1739","200.92044067382812","200.92044067382812","200.92044067382812","96.92328643798828","96.92328643798828","96.92328643798828","24.699228286743164","24.699228286743164","24.699228286743164","201.62266540527344","201.62266540527344","201.62266540527344","96.93870544433594","96.93870544433594","96.93870544433594","23.886592864990234","23.886592864990234","23.886592864990234"
"1769","468.7908630371094","468.7908630371094","468.7908630371094","183.7792205810547","183.7792205810547","183.7792205810547","33.50394058227539","33.50394058227539","33.50394058227539","470.3578796386719","470.3578796386719","470.3578796386719","183.95877075195312","183.95877075195312","183.95877075195312","32.05415344238281","32.05415344238281","32.05415344238281"
"1799","310.7472229003906","310.7472229003906","310.7472229003906","119.95064544677734","119.95064544677734","119.95064544677734","25.427770614624023","25.427770614624023","25.427770614624023","311.88330078125","311.88330078125","311.88330078125","119.94828033447266","119.94828033447266","119.94828033447266","24.35533905029297","24.35533905029297","24.35533905029297"
"1829","440.5439453125","440.5439453125","440.5439453125","165.27674865722656","165.27674865722656","165.27674865722656","27.398481369018555","27.398481369018555","27.398481369018555","442.11846923828125","442.11846923828125","442.11846923828125","165.35348510742188","165.35348510742188","165.35348510742188","25.992122650146484","25.992122650146484","25.992122650146484"
"1859","420.3309326171875","420.3309326171875","420.3309326171875","153.6724853515625","153.6724853515625","153.6724853515625","20.899213790893555","20.899213790893555","20.899213790893555","422.1776123046875","422.1776123046875","422.1776123046875","153.57337951660156","153.57337951660156","153.57337951660156","19.796722412109375","19.796722412109375","19.796722412109375"
"1889","261.5535583496094","261.5535583496094","261.5535583496094","87.73017120361328","87.73017120361328","87.73017120361328","24.62685775756836","24.62685775756836","24.62685775756836","262.3465881347656","262.3465881347656","262.3465881347656","87.77446746826172","87.77446746826172","87.77446746826172","23.546255111694336","23.546255111694336","23.546255111694336"
"1919","328.1169128417969","328.1169128417969","328.1169128417969","162.33322143554688","162.33322143554688","162.33322143554688","26.4442138671875","26.4442138671875","26.4442138671875","329.102294921875","329.102294921875","329.102294921875","162.13058471679688","162.13058471679688","162.13058471679688","25.28330421447754","25.28330421447754","25.28330421447754"
"1949","301.5113525390625","301.5113525390625","301.5113525390625","126.7762680053711","126.7762680053711","126.7762680053711","26.507308959960938","26.507308959960938","26.507308959960938","302.785888671875","302.785888671875","302.785888671875","126.88206481933594","126.88206481933594","126.88206481933594","25.427465438842773","25.427465438842773","25.427465438842773"
"1979","213.1510467529297","213.1510467529297","213.1510467529297","99.39259338378906","99.39259338378906","99.39259338378906","23.192689895629883","23.192689895629883","23.192689895629883","213.63414001464844","213.63414001464844","213.63414001464844","99.40492248535156","99.40492248535156","99.40492248535156","22.267074584960938","22.267074584960938","22.267074584960938"
"2009","230.03515625","230.03515625","230.03515625","101.32666778564453","101.32666778564453","101.32666778564453","26.651308059692383","26.651308059692383","26.651308059692383","230.70530700683594","230.70530700683594","230.70530700683594","101.2641372680664","101.2641372680664","101.2641372680664","25.49812889099121","25.49812889099121","25.49812889099121"
"2039","307.68017578125","307.68017578125","307.68017578125","115.28587341308594","115.28587341308594","115.28587341308594","22.129579544067383","22.129579544067383","22.129579544067383","308.9415588378906","308.9415588378906","308.9415588378906","115.45872497558594","115.45872497558594","115.45872497558594","21.149415969848633","21.149415969848633","21.149415969848633"
"2069","388.6900939941406","388.6900939941406","388.6900939941406","146.8282012939453","146.8282012939453","146.8282012939453","27.73432731628418","27.73432731628418","27.73432731628418","390.4714050292969","390.4714050292969","390.4714050292969","146.79617309570312","146.79617309570312","146.79617309570312","26.818315505981445","26.818315505981445","26.818315505981445"
"2099","376.68280029296875","376.68280029296875","376.68280029296875","148.81137084960938","148.81137084960938","148.81137084960938","28.13401222229004","28.13401222229004","28.13401222229004","377.8729248046875","377.8729248046875","377.8729248046875","148.88600158691406","148.88600158691406","148.88600158691406","26.663986206054688","26.663986206054688","26.663986206054688"
"2129","299.7281494140625","299.7281494140625","299.7281494140625","131.06820678710938","131.06820678710938","131.06820678710938","27.232749938964844","27.232749938964844","27.232749938964844","301.0140686035156","301.0140686035156","301.0140686035156","131.32774353027344","131.32774353027344","131.32774353027344","26.007781982421875","26.007781982421875","26.007781982421875"
"2159","199.11141967773438","199.11141967773438","199.11141967773438","91.56958770751953","91.56958770751953","91.56958770751953","23.517438888549805","23.517438888549805","23.517438888549805","200.06703186035156","200.06703186035156","200.06703186035156","91.50384521484375","91.50384521484375","91.50384521484375","22.552587509155273","22.552587509155273","22.552587509155273"
"2189","285.53204345703125","285.53204345703125","285.53204345703125","99.18132781982422","99.18132781982422","99.18132781982422","19.50181770324707","19.50181770324707","19.50181770324707","286.2907409667969","286.2907409667969","286.2907409667969","99.01130676269531","99.01130676269531","99.01130676269531","18.80198860168457","18.80198860168457","18.80198860168457"
"2219","314.92620849609375","314.92620849609375","314.92620849609375","130.22898864746094","130.22898864746094","130.22898864746094","25.6514892578125","25.6514892578125","25.6514892578125","315.94085693359375","315.94085693359375","315.94085693359375","130.34426879882812","130.34426879882812","130.34426879882812","24.502103805541992","24.502103805541992","24.502103805541992"
"2249","294.1951599121094","294.1951599121094","294.1951599121094","121.98661804199219","121.98661804199219","121.98661804199219","23.94207191467285","23.94207191467285","23.94207191467285","295.2874450683594","295.2874450683594","295.2874450683594","121.94965362548828","121.94965362548828","121.94965362548828","22.9844970703125","22.9844970703125","22.9844970703125"
"2279","490.03070068359375","490.03070068359375","490.03070068359375","131.8542022705078","131.8542022705078","131.8542022705078","21.37460708618164","21.37460708618164","21.37460708618164","492.2262268066406","492.2262268066406","492.2262268066406","131.64962768554688","131.64962768554688","131.64962768554688","20.45161247253418","20.45161247253418","20.45161247253418"
"2309","166.2635955810547","166.2635955810547","166.2635955810547","99.88587951660156","99.88587951660156","99.88587951660156","23.676034927368164","23.676034927368164","23.676034927368164","166.88905334472656","166.88905334472656","166.88905334472656","99.94290924072266","99.94290924072266","99.94290924072266","22.60213279724121","22.60213279724121","22.60213279724121"
"2339","242.51515197753906","242.51515197753906","242.51515197753906","108.82732391357422","108.82732391357422","108.82732391357422","23.461713790893555","23.461713790893555","23.461713790893555","243.65892028808594","243.65892028808594","243.65892028808594","109.45972442626953","109.45972442626953","109.45972442626953","22.419885635375977","22.419885635375977","22.419885635375977"
"2369","224.20050048828125","224.20050048828125","224.20050048828125","98.94054412841797","98.94054412841797","98.94054412841797","23.59695816040039","23.59695816040039","23.59695816040039","224.43736267089844","224.43736267089844","224.43736267089844","98.7108383178711","98.7108383178711","98.7108383178711","22.596195220947266","22.596195220947266","22.596195220947266"
"2399","247.52569580078125","247.52569580078125","247.52569580078125","158.7826690673828","158.7826690673828","158.7826690673828","20.597211837768555","20.597211837768555","20.597211837768555","248.523193359375","248.523193359375","248.523193359375","156.47686767578125","156.47686767578125","156.47686767578125","19.937807083129883","19.937807083129883","19.937807083129883"
"2429","176.89393615722656","176.89393615722656","176.89393615722656","95.61820220947266","95.61820220947266","95.61820220947266","24.45221710205078","24.45221710205078","24.45221710205078","177.91802978515625","177.91802978515625","177.91802978515625","95.71670532226562","95.71670532226562","95.71670532226562","23.20122718811035","23.20122718811035","23.20122718811035"
"2459","182.85604858398438","182.85604858398438","182.85604858398438","93.62849426269531","93.62849426269531","93.62849426269531","22.648639678955078","22.648639678955078","22.648639678955078","183.9650421142578","183.9650421142578","183.9650421142578","93.58590698242188","93.58590698242188","93.58590698242188","21.889673233032227","21.889673233032227","21.889673233032227"
