"Step","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"329","926.9676513671875","926.9676513671875","926.9676513671875","191.91720581054688","191.91720581054688","191.91720581054688","15.463943481445312","15.463943481445312","15.463943481445312","924.2297973632812","924.2297973632812","924.2297973632812","190.67970275878906","190.67970275878906","190.67970275878906","14.380070686340332","14.380070686340332","14.380070686340332"
"359","1252.652099609375","1252.652099609375","1252.652099609375","266.0232849121094","266.0232849121094","266.0232849121094","15.603715896606445","15.603715896606445","15.603715896606445","1250.5992431640625","1250.5992431640625","1250.5992431640625","265.66363525390625","265.66363525390625","265.66363525390625","14.512024879455566","14.512024879455566","14.512024879455566"
"389","1074.8101806640625","1074.8101806640625","1074.8101806640625","231.96847534179688","231.96847534179688","231.96847534179688","15.485053062438965","15.485053062438965","15.485053062438965","1072.082275390625","1072.082275390625","1072.082275390625","231.5330810546875","231.5330810546875","231.5330810546875","14.488896369934082","14.488896369934082","14.488896369934082"
"419","943.5304565429688","943.5304565429688","943.5304565429688","201.76451110839844","201.76451110839844","201.76451110839844","13.073286056518555","13.073286056518555","13.073286056518555","935.9654541015625","935.9654541015625","935.9654541015625","198.7863311767578","198.7863311767578","198.7863311767578","12.160661697387695","12.160661697387695","12.160661697387695"
"449","897.7903442382812","897.7903442382812","897.7903442382812","189.1277313232422","189.1277313232422","189.1277313232422","10.834195137023926","10.834195137023926","10.834195137023926","891.8609008789062","891.8609008789062","891.8609008789062","190.1539764404297","190.1539764404297","190.1539764404297","10.023724555969238","10.023724555969238","10.023724555969238"
"479","931.5543823242188","931.5543823242188","931.5543823242188","199.14849853515625","199.14849853515625","199.14849853515625","10.646477699279785","10.646477699279785","10.646477699279785","926.2219848632812","926.2219848632812","926.2219848632812","198.0325469970703","198.0325469970703","198.0325469970703","9.893451690673828","9.893451690673828","9.893451690673828"
"509","932.493896484375","932.493896484375","932.493896484375","195.28587341308594","195.28587341308594","195.28587341308594","10.642426490783691","10.642426490783691","10.642426490783691","927.7930297851562","927.7930297851562","927.7930297851562","192.03176879882812","192.03176879882812","192.03176879882812","9.891971588134766","9.891971588134766","9.891971588134766"
"539","878.1460571289062","878.1460571289062","878.1460571289062","207.8528289794922","207.8528289794922","207.8528289794922","8.72869873046875","8.72869873046875","8.72869873046875","862.8993530273438","862.8993530273438","862.8993530273438","215.0769500732422","215.0769500732422","215.0769500732422","8.016925811767578","8.016925811767578","8.016925811767578"
"569","900.6665649414062","900.6665649414062","900.6665649414062","163.08018493652344","163.08018493652344","163.08018493652344","7.259872913360596","7.259872913360596","7.259872913360596","894.0807495117188","894.0807495117188","894.0807495117188","160.99139404296875","160.99139404296875","160.99139404296875","6.676055908203125","6.676055908203125","6.676055908203125"
"599","697.044677734375","697.044677734375","697.044677734375","137.69786071777344","137.69786071777344","137.69786071777344","8.028441429138184","8.028441429138184","8.028441429138184","683.25537109375","683.25537109375","683.25537109375","136.22198486328125","136.22198486328125","136.22198486328125","7.365830898284912","7.365830898284912","7.365830898284912"
"629","565.6165161132812","565.6165161132812","565.6165161132812","100.3925552368164","100.3925552368164","100.3925552368164","5.601741313934326","5.601741313934326","5.601741313934326","556.9790649414062","556.9790649414062","556.9790649414062","96.84430694580078","96.84430694580078","96.84430694580078","5.10867977142334","5.10867977142334","5.10867977142334"
"659","552.8438110351562","552.8438110351562","552.8438110351562","113.57366943359375","113.57366943359375","113.57366943359375","5.913626194000244","5.913626194000244","5.913626194000244","541.8435668945312","541.8435668945312","541.8435668945312","114.05152893066406","114.05152893066406","114.05152893066406","5.390327453613281","5.390327453613281","5.390327453613281"
"689","551.0675048828125","551.0675048828125","551.0675048828125","139.37451171875","139.37451171875","139.37451171875","5.810884475708008","5.810884475708008","5.810884475708008","545.0717163085938","545.0717163085938","545.0717163085938","135.9376678466797","135.9376678466797","135.9376678466797","5.395501136779785","5.395501136779785","5.395501136779785"
"719","482.7502136230469","482.7502136230469","482.7502136230469","107.58551788330078","107.58551788330078","107.58551788330078","4.955432415008545","4.955432415008545","4.955432415008545","472.9114074707031","472.9114074707031","472.9114074707031","104.4904556274414","104.4904556274414","104.4904556274414","4.5468926429748535","4.5468926429748535","4.5468926429748535"
"749","609.9515380859375","609.9515380859375","609.9515380859375","120.9426498413086","120.9426498413086","120.9426498413086","5.532787322998047","5.532787322998047","5.532787322998047","595.7017211914062","595.7017211914062","595.7017211914062","117.81788635253906","117.81788635253906","117.81788635253906","5.03914213180542","5.03914213180542","5.03914213180542"
"779","431.69091796875","431.69091796875","431.69091796875","92.35276794433594","92.35276794433594","92.35276794433594","4.3351945877075195","4.3351945877075195","4.3351945877075195","418.7806091308594","418.7806091308594","418.7806091308594","88.9654312133789","88.9654312133789","88.9654312133789","3.9511101245880127","3.9511101245880127","3.9511101245880127"
"809","645.1860961914062","645.1860961914062","645.1860961914062","365.1885986328125","365.1885986328125","365.1885986328125","4.288242816925049","4.288242816925049","4.288242816925049","645.2498779296875","645.2498779296875","645.2498779296875","274.0898742675781","274.0898742675781","274.0898742675781","3.8713176250457764","3.8713176250457764","3.8713176250457764"
"839","466.4942932128906","466.4942932128906","466.4942932128906","97.70375061035156","97.70375061035156","97.70375061035156","4.335094451904297","4.335094451904297","4.335094451904297","449.2418518066406","449.2418518066406","449.2418518066406","93.82125854492188","93.82125854492188","93.82125854492188","3.961491584777832","3.961491584777832","3.961491584777832"
"869","635.2456665039062","635.2456665039062","635.2456665039062","198.57347106933594","198.57347106933594","198.57347106933594","3.7167365550994873","3.7167365550994873","3.7167365550994873","646.8050537109375","646.8050537109375","646.8050537109375","202.449951171875","202.449951171875","202.449951171875","3.3803887367248535","3.3803887367248535","3.3803887367248535"
"899","457.78057861328125","457.78057861328125","457.78057861328125","92.2201156616211","92.2201156616211","92.2201156616211","4.247363090515137","4.247363090515137","4.247363090515137","437.8250732421875","437.8250732421875","437.8250732421875","87.7946548461914","87.7946548461914","87.7946548461914","3.8712737560272217","3.8712737560272217","3.8712737560272217"
"929","426.4861145019531","426.4861145019531","426.4861145019531","93.201171875","93.201171875","93.201171875","4.005980014801025","4.005980014801025","4.005980014801025","405.2593688964844","405.2593688964844","405.2593688964844","87.54737091064453","87.54737091064453","87.54737091064453","3.6475541591644287","3.6475541591644287","3.6475541591644287"
"959","443.0145263671875","443.0145263671875","443.0145263671875","101.34619903564453","101.34619903564453","101.34619903564453","3.7577199935913086","3.7577199935913086","3.7577199935913086","422.0270080566406","422.0270080566406","422.0270080566406","97.06306457519531","97.06306457519531","97.06306457519531","3.4261441230773926","3.4261441230773926","3.4261441230773926"
"989","211.994140625","211.994140625","211.994140625","42.91228103637695","42.91228103637695","42.91228103637695","3.2253544330596924","3.2253544330596924","3.2253544330596924","201.2998809814453","201.2998809814453","201.2998809814453","42.20841598510742","42.20841598510742","42.20841598510742","2.9760801792144775","2.9760801792144775","2.9760801792144775"
"1019","483.7672424316406","483.7672424316406","483.7672424316406","303.2653503417969","303.2653503417969","303.2653503417969","2.797861337661743","2.797861337661743","2.797861337661743","464.8534240722656","464.8534240722656","464.8534240722656","324.9704284667969","324.9704284667969","324.9704284667969","2.531493663787842","2.531493663787842","2.531493663787842"
"1049","244.08670043945312","244.08670043945312","244.08670043945312","55.1924934387207","55.1924934387207","55.1924934387207","3.0070762634277344","3.0070762634277344","3.0070762634277344","237.54022216796875","237.54022216796875","237.54022216796875","55.45552444458008","55.45552444458008","55.45552444458008","2.759138345718384","2.759138345718384","2.759138345718384"
"1079","153.83448791503906","153.83448791503906","153.83448791503906","37.63679504394531","37.63679504394531","37.63679504394531","2.467942953109741","2.467942953109741","2.467942953109741","148.60940551757812","148.60940551757812","148.60940551757812","36.2541389465332","36.2541389465332","36.2541389465332","2.261463165283203","2.261463165283203","2.261463165283203"
"1109","525.8097534179688","525.8097534179688","525.8097534179688","106.24853515625","106.24853515625","106.24853515625","2.504434108734131","2.504434108734131","2.504434108734131","518.8909912109375","518.8909912109375","518.8909912109375","103.37962341308594","103.37962341308594","103.37962341308594","2.2725579738616943","2.2725579738616943","2.2725579738616943"
"1139","199.73760986328125","199.73760986328125","199.73760986328125","46.59850311279297","46.59850311279297","46.59850311279297","2.253899574279785","2.253899574279785","2.253899574279785","192.71925354003906","192.71925354003906","192.71925354003906","45.00127029418945","45.00127029418945","45.00127029418945","2.0741219520568848","2.0741219520568848","2.0741219520568848"
"1169","209.60305786132812","209.60305786132812","209.60305786132812","42.61349868774414","42.61349868774414","42.61349868774414","2.2959201335906982","2.2959201335906982","2.2959201335906982","200.3871612548828","200.3871612548828","200.3871612548828","42.128719329833984","42.128719329833984","42.128719329833984","2.1116464138031006","2.1116464138031006","2.1116464138031006"
"1199","235.36648559570312","235.36648559570312","235.36648559570312","44.26984786987305","44.26984786987305","44.26984786987305","2.1457226276397705","2.1457226276397705","2.1457226276397705","226.29266357421875","226.29266357421875","226.29266357421875","45.31179428100586","45.31179428100586","45.31179428100586","1.9931014776229858","1.9931014776229858","1.9931014776229858"
"1229","385.8221740722656","385.8221740722656","385.8221740722656","226.75946044921875","226.75946044921875","226.75946044921875","1.7006407976150513","1.7006407976150513","1.7006407976150513","328.09906005859375","328.09906005859375","328.09906005859375","225.7723846435547","225.7723846435547","225.7723846435547","1.5428780317306519","1.5428780317306519","1.5428780317306519"
"1259","187.44302368164062","187.44302368164062","187.44302368164062","45.33536911010742","45.33536911010742","45.33536911010742","2.2520105838775635","2.2520105838775635","2.2520105838775635","181.6925811767578","181.6925811767578","181.6925811767578","45.30240249633789","45.30240249633789","45.30240249633789","2.1151726245880127","2.1151726245880127","2.1151726245880127"
"1289","137.7214813232422","137.7214813232422","137.7214813232422","33.54111862182617","33.54111862182617","33.54111862182617","1.778862714767456","1.778862714767456","1.778862714767456","134.44505310058594","134.44505310058594","134.44505310058594","32.70425033569336","32.70425033569336","32.70425033569336","1.6441195011138916","1.6441195011138916","1.6441195011138916"
"1319","169.51596069335938","169.51596069335938","169.51596069335938","53.45303726196289","53.45303726196289","53.45303726196289","1.851561188697815","1.851561188697815","1.851561188697815","168.1451873779297","168.1451873779297","168.1451873779297","74.76144409179688","74.76144409179688","74.76144409179688","1.7384872436523438","1.7384872436523438","1.7384872436523438"
"1349","161.99185180664062","161.99185180664062","161.99185180664062","40.16276931762695","40.16276931762695","40.16276931762695","1.775102138519287","1.775102138519287","1.775102138519287","156.466064453125","156.466064453125","156.466064453125","40.53815460205078","40.53815460205078","40.53815460205078","1.642061710357666","1.642061710357666","1.642061710357666"
"1379","117.54426574707031","117.54426574707031","117.54426574707031","30.039682388305664","30.039682388305664","30.039682388305664","1.819531798362732","1.819531798362732","1.819531798362732","112.92250061035156","112.92250061035156","112.92250061035156","30.03912353515625","30.03912353515625","30.03912353515625","1.7402938604354858","1.7402938604354858","1.7402938604354858"
"1409","164.91769409179688","164.91769409179688","164.91769409179688","40.362632751464844","40.362632751464844","40.362632751464844","1.8280476331710815","1.8280476331710815","1.8280476331710815","158.399658203125","158.399658203125","158.399658203125","39.60970687866211","39.60970687866211","39.60970687866211","1.6982342004776","1.6982342004776","1.6982342004776"
"1439","133.2603302001953","133.2603302001953","133.2603302001953","38.16135025024414","38.16135025024414","38.16135025024414","1.7678126096725464","1.7678126096725464","1.7678126096725464","129.8524169921875","129.8524169921875","129.8524169921875","39.28620147705078","39.28620147705078","39.28620147705078","1.7000411748886108","1.7000411748886108","1.7000411748886108"
"1469","184.40736389160156","184.40736389160156","184.40736389160156","37.62164306640625","37.62164306640625","37.62164306640625","1.59920072555542","1.59920072555542","1.59920072555542","174.78759765625","174.78759765625","174.78759765625","37.130462646484375","37.130462646484375","37.130462646484375","1.5389213562011719","1.5389213562011719","1.5389213562011719"
"1499","131.9933624267578","131.9933624267578","131.9933624267578","27.68877410888672","27.68877410888672","27.68877410888672","1.4219286441802979","1.4219286441802979","1.4219286441802979","124.93861389160156","124.93861389160156","124.93861389160156","28.063119888305664","28.063119888305664","28.063119888305664","1.378453016281128","1.378453016281128","1.378453016281128"
"1529","97.41375732421875","97.41375732421875","97.41375732421875","23.395145416259766","23.395145416259766","23.395145416259766","1.5851961374282837","1.5851961374282837","1.5851961374282837","93.2876968383789","93.2876968383789","93.2876968383789","24.35561752319336","24.35561752319336","24.35561752319336","1.525262713432312","1.525262713432312","1.525262713432312"
"1559","100.27687072753906","100.27687072753906","100.27687072753906","25.86136245727539","25.86136245727539","25.86136245727539","1.351502537727356","1.351502537727356","1.351502537727356","97.65789031982422","97.65789031982422","97.65789031982422","26.952856063842773","26.952856063842773","26.952856063842773","1.299214482307434","1.299214482307434","1.299214482307434"
"1589","101.05620574951172","101.05620574951172","101.05620574951172","27.588022232055664","27.588022232055664","27.588022232055664","1.433770775794983","1.433770775794983","1.433770775794983","97.60498046875","97.60498046875","97.60498046875","25.98110008239746","25.98110008239746","25.98110008239746","1.374477505683899","1.374477505683899","1.374477505683899"
"1619","153.2190704345703","153.2190704345703","153.2190704345703","46.54036331176758","46.54036331176758","46.54036331176758","1.6104626655578613","1.6104626655578613","1.6104626655578613","142.22274780273438","142.22274780273438","142.22274780273438","44.198055267333984","44.198055267333984","44.198055267333984","1.5693844556808472","1.5693844556808472","1.5693844556808472"
"1649","60.20086669921875","60.20086669921875","60.20086669921875","19.07289695739746","19.07289695739746","19.07289695739746","1.2740797996520996","1.2740797996520996","1.2740797996520996","60.76630783081055","60.76630783081055","60.76630783081055","19.8787784576416","19.8787784576416","19.8787784576416","1.245131015777588","1.245131015777588","1.245131015777588"
"1679","61.36491012573242","61.36491012573242","61.36491012573242","18.717628479003906","18.717628479003906","18.717628479003906","1.2596031427383423","1.2596031427383423","1.2596031427383423","60.201698303222656","60.201698303222656","60.201698303222656","18.55548667907715","18.55548667907715","18.55548667907715","1.22725248336792","1.22725248336792","1.22725248336792"
"1709","51.748207092285156","51.748207092285156","51.748207092285156","17.223968505859375","17.223968505859375","17.223968505859375","1.2649043798446655","1.2649043798446655","1.2649043798446655","52.13662338256836","52.13662338256836","52.13662338256836","17.72360610961914","17.72360610961914","17.72360610961914","1.2880914211273193","1.2880914211273193","1.2880914211273193"
"1739","43.72182083129883","43.72182083129883","43.72182083129883","15.518561363220215","15.518561363220215","15.518561363220215","1.074347972869873","1.074347972869873","1.074347972869873","40.04616165161133","40.04616165161133","40.04616165161133","13.822067260742188","13.822067260742188","13.822067260742188","1.0362390279769897","1.0362390279769897","1.0362390279769897"
"1769","105.21422576904297","105.21422576904297","105.21422576904297","26.366369247436523","26.366369247436523","26.366369247436523","1.4208098649978638","1.4208098649978638","1.4208098649978638","103.4698715209961","103.4698715209961","103.4698715209961","28.067420959472656","28.067420959472656","28.067420959472656","1.4276516437530518","1.4276516437530518","1.4276516437530518"
"1799","57.94276428222656","57.94276428222656","57.94276428222656","15.168269157409668","15.168269157409668","15.168269157409668","1.0221015214920044","1.0221015214920044","1.0221015214920044","60.32168960571289","60.32168960571289","60.32168960571289","15.84434986114502","15.84434986114502","15.84434986114502","0.9775228500366211","0.9775228500366211","0.9775228500366211"
"1829","81.16981506347656","81.16981506347656","81.16981506347656","20.34622573852539","20.34622573852539","20.34622573852539","1.0738940238952637","1.0738940238952637","1.0738940238952637","81.7421646118164","81.7421646118164","81.7421646118164","22.5682315826416","22.5682315826416","22.5682315826416","1.0615617036819458","1.0615617036819458","1.0615617036819458"
"1859","75.6603775024414","75.6603775024414","75.6603775024414","18.48594093322754","18.48594093322754","18.48594093322754","0.7976393103599548","0.7976393103599548","0.7976393103599548","79.88835144042969","79.88835144042969","79.88835144042969","19.767961502075195","19.767961502075195","19.767961502075195","0.7542437314987183","0.7542437314987183","0.7542437314987183"
"1889","56.19567108154297","56.19567108154297","56.19567108154297","11.002960205078125","11.002960205078125","11.002960205078125","1.0153363943099976","1.0153363943099976","1.0153363943099976","61.35445022583008","61.35445022583008","61.35445022583008","11.362336158752441","11.362336158752441","11.362336158752441","0.9938251972198486","0.9938251972198486","0.9938251972198486"
"1919","56.688289642333984","56.688289642333984","56.688289642333984","40.06800842285156","40.06800842285156","40.06800842285156","0.9638129472732544","0.9638129472732544","0.9638129472732544","61.68117904663086","61.68117904663086","61.68117904663086","35.4059944152832","35.4059944152832","35.4059944152832","0.9458410143852234","0.9458410143852234","0.9458410143852234"
"1949","55.05495834350586","55.05495834350586","55.05495834350586","13.151310920715332","13.151310920715332","13.151310920715332","1.0427355766296387","1.0427355766296387","1.0427355766296387","56.056121826171875","56.056121826171875","56.056121826171875","14.27248477935791","14.27248477935791","14.27248477935791","1.0212771892547607","1.0212771892547607","1.0212771892547607"
"1979","39.033016204833984","39.033016204833984","39.033016204833984","11.252233505249023","11.252233505249023","11.252233505249023","0.8721178770065308","0.8721178770065308","0.8721178770065308","41.64966583251953","41.64966583251953","41.64966583251953","12.308877944946289","12.308877944946289","12.308877944946289","0.855932354927063","0.855932354927063","0.855932354927063"
"2009","36.34919357299805","36.34919357299805","36.34919357299805","11.066834449768066","11.066834449768066","11.066834449768066","0.905558168888092","0.905558168888092","0.905558168888092","39.69613265991211","39.69613265991211","39.69613265991211","11.41827392578125","11.41827392578125","11.41827392578125","0.9228508472442627","0.9228508472442627","0.9228508472442627"
"2039","48.602542877197266","48.602542877197266","48.602542877197266","11.234832763671875","11.234832763671875","11.234832763671875","0.7427122592926025","0.7427122592926025","0.7427122592926025","53.62811279296875","53.62811279296875","53.62811279296875","13.691731452941895","13.691731452941895","13.691731452941895","0.7639498710632324","0.7639498710632324","0.7639498710632324"
"2069","60.47553634643555","60.47553634643555","60.47553634643555","15.436176300048828","15.436176300048828","15.436176300048828","0.9408950805664062","0.9408950805664062","0.9408950805664062","64.89462280273438","64.89462280273438","64.89462280273438","15.95012378692627","15.95012378692627","15.95012378692627","0.9661647081375122","0.9661647081375122","0.9661647081375122"
"2099","58.375144958496094","58.375144958496094","58.375144958496094","17.149669647216797","17.149669647216797","17.149669647216797","0.8869578242301941","0.8869578242301941","0.8869578242301941","64.39073944091797","64.39073944091797","64.39073944091797","17.12211799621582","17.12211799621582","17.12211799621582","0.9044543504714966","0.9044543504714966","0.9044543504714966"
"2129","44.46642303466797","44.46642303466797","44.46642303466797","12.757377624511719","12.757377624511719","12.757377624511719","0.9401717782020569","0.9401717782020569","0.9401717782020569","49.112186431884766","49.112186431884766","49.112186431884766","13.955989837646484","13.955989837646484","13.955989837646484","0.9658766984939575","0.9658766984939575","0.9658766984939575"
"2159","29.454729080200195","29.454729080200195","29.454729080200195","9.626534461975098","9.626534461975098","9.626534461975098","0.7968506217002869","0.7968506217002869","0.7968506217002869","31.059112548828125","31.059112548828125","31.059112548828125","9.854519844055176","9.854519844055176","9.854519844055176","0.8014839887619019","0.8014839887619019","0.8014839887619019"
"2189","40.88121795654297","40.88121795654297","40.88121795654297","10.226819038391113","10.226819038391113","10.226819038391113","0.649134635925293","0.649134635925293","0.649134635925293","44.21198272705078","44.21198272705078","44.21198272705078","10.868986129760742","10.868986129760742","10.868986129760742","0.6287011504173279","0.6287011504173279","0.6287011504173279"
"2219","46.27717208862305","46.27717208862305","46.27717208862305","14.787847518920898","14.787847518920898","14.787847518920898","0.78464674949646","0.78464674949646","0.78464674949646","52.41733932495117","52.41733932495117","52.41733932495117","13.797054290771484","13.797054290771484","13.797054290771484","0.7812728881835938","0.7812728881835938","0.7812728881835938"
"2249","38.075443267822266","38.075443267822266","38.075443267822266","11.070854187011719","11.070854187011719","11.070854187011719","0.7580265402793884","0.7580265402793884","0.7580265402793884","44.8460693359375","44.8460693359375","44.8460693359375","12.94665241241455","12.94665241241455","12.94665241241455","0.7960281372070312","0.7960281372070312","0.7960281372070312"
"2279","65.32203674316406","65.32203674316406","65.32203674316406","13.40434455871582","13.40434455871582","13.40434455871582","0.6619097590446472","0.6619097590446472","0.6619097590446472","70.93230438232422","70.93230438232422","70.93230438232422","13.979254722595215","13.979254722595215","13.979254722595215","0.6367219686508179","0.6367219686508179","0.6367219686508179"
"2309","23.458906173706055","23.458906173706055","23.458906173706055","8.885368347167969","8.885368347167969","8.885368347167969","0.7063972353935242","0.7063972353935242","0.7063972353935242","26.34186553955078","26.34186553955078","26.34186553955078","9.549137115478516","9.549137115478516","9.549137115478516","0.720160961151123","0.720160961151123","0.720160961151123"
"2339","33.99729537963867","33.99729537963867","33.99729537963867","21.889589309692383","21.889589309692383","21.889589309692383","0.6847774982452393","0.6847774982452393","0.6847774982452393","40.83694839477539","40.83694839477539","40.83694839477539","21.056156158447266","21.056156158447266","21.056156158447266","0.7085661292076111","0.7085661292076111","0.7085661292076111"
"2369","30.357851028442383","30.357851028442383","30.357851028442383","13.869725227355957","13.869725227355957","13.869725227355957","0.7003433108329773","0.7003433108329773","0.7003433108329773","38.60440444946289","38.60440444946289","38.60440444946289","17.109224319458008","17.109224319458008","17.109224319458008","0.732193112373352","0.732193112373352","0.732193112373352"
"2399","33.72639465332031","33.72639465332031","33.72639465332031","52.67169189453125","52.67169189453125","52.67169189453125","0.568838357925415","0.568838357925415","0.568838357925415","40.75361251831055","40.75361251831055","40.75361251831055","83.88420867919922","83.88420867919922","83.88420867919922","0.5616296529769897","0.5616296529769897","0.5616296529769897"
"2429","21.72602081298828","21.72602081298828","21.72602081298828","6.813827991485596","6.813827991485596","6.813827991485596","0.700177013874054","0.700177013874054","0.700177013874054","25.985824584960938","25.985824584960938","25.985824584960938","7.822850704193115","7.822850704193115","7.822850704193115","0.7171713709831238","0.7171713709831238","0.7171713709831238"
