"Step","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_standard_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"329","122.0919418334961","122.0919418334961","122.0919418334961","77.11707305908203","77.11707305908203","77.11707305908203","62.15445327758789","62.15445327758789","62.15445327758789","119.43496704101562","119.43496704101562","119.43496704101562","71.5848388671875","71.5848388671875","71.5848388671875","58.723758697509766","58.723758697509766","58.723758697509766"
"359","181.49827575683594","181.49827575683594","181.49827575683594","78.52076721191406","78.52076721191406","78.52076721191406","52.04486083984375","52.04486083984375","52.04486083984375","177.1471405029297","177.1471405029297","177.1471405029297","72.96539306640625","72.96539306640625","72.96539306640625","49.63446807861328","49.63446807861328","49.63446807861328"
"389","135.98593139648438","135.98593139648438","135.98593139648438","61.67998504638672","61.67998504638672","61.67998504638672","57.931941986083984","57.931941986083984","57.931941986083984","130.29522705078125","130.29522705078125","130.29522705078125","57.22126770019531","57.22126770019531","57.22126770019531","55.29310607910156","55.29310607910156","55.29310607910156"
"419","124.99868774414062","124.99868774414062","124.99868774414062","55.48551559448242","55.48551559448242","55.48551559448242","49.6110725402832","49.6110725402832","49.6110725402832","121.27095794677734","121.27095794677734","121.27095794677734","50.93476104736328","50.93476104736328","50.93476104736328","47.18619918823242","47.18619918823242","47.18619918823242"
"449","113.6913070678711","113.6913070678711","113.6913070678711","49.356712341308594","49.356712341308594","49.356712341308594","39.1105842590332","39.1105842590332","39.1105842590332","109.21043395996094","109.21043395996094","109.21043395996094","45.05891799926758","45.05891799926758","45.05891799926758","36.95749282836914","36.95749282836914","36.95749282836914"
"479","125.57492065429688","125.57492065429688","125.57492065429688","59.11647415161133","59.11647415161133","59.11647415161133","45.68811798095703","45.68811798095703","45.68811798095703","120.53794860839844","120.53794860839844","120.53794860839844","53.64961624145508","53.64961624145508","53.64961624145508","43.0063362121582","43.0063362121582","43.0063362121582"
"509","126.09477996826172","126.09477996826172","126.09477996826172","58.31862258911133","58.31862258911133","58.31862258911133","47.30854415893555","47.30854415893555","47.30854415893555","119.73524475097656","119.73524475097656","119.73524475097656","52.48422622680664","52.48422622680664","52.48422622680664","44.96418762207031","44.96418762207031","44.96418762207031"
"539","113.23299407958984","113.23299407958984","113.23299407958984","44.030029296875","44.030029296875","44.030029296875","34.06439208984375","34.06439208984375","34.06439208984375","107.48702239990234","107.48702239990234","107.48702239990234","40.85660934448242","40.85660934448242","40.85660934448242","32.335052490234375","32.335052490234375","32.335052490234375"
"569","137.60345458984375","137.60345458984375","137.60345458984375","45.874969482421875","45.874969482421875","45.874969482421875","25.00714111328125","25.00714111328125","25.00714111328125","134.2618865966797","134.2618865966797","134.2618865966797","41.22995376586914","41.22995376586914","41.22995376586914","23.64808464050293","23.64808464050293","23.64808464050293"
"599","88.83744812011719","88.83744812011719","88.83744812011719","45.703269958496094","45.703269958496094","45.703269958496094","33.5380744934082","33.5380744934082","33.5380744934082","84.27069854736328","84.27069854736328","84.27069854736328","39.710777282714844","39.710777282714844","39.710777282714844","31.685226440429688","31.685226440429688","31.685226440429688"
"629","75.39894104003906","75.39894104003906","75.39894104003906","33.542659759521484","33.542659759521484","33.542659759521484","22.41036033630371","22.41036033630371","22.41036033630371","72.0606689453125","72.0606689453125","72.0606689453125","30.461727142333984","30.461727142333984","30.461727142333984","20.853906631469727","20.853906631469727","20.853906631469727"
"659","72.32622528076172","72.32622528076172","72.32622528076172","40.79824447631836","40.79824447631836","40.79824447631836","26.541996002197266","26.541996002197266","26.541996002197266","68.9749755859375","68.9749755859375","68.9749755859375","36.245079040527344","36.245079040527344","36.245079040527344","24.79551124572754","24.79551124572754","24.79551124572754"
"689","59.337039947509766","59.337039947509766","59.337039947509766","32.954917907714844","32.954917907714844","32.954917907714844","25.60491180419922","25.60491180419922","25.60491180419922","56.06516647338867","56.06516647338867","56.06516647338867","29.013324737548828","29.013324737548828","29.013324737548828","24.08778190612793","24.08778190612793","24.08778190612793"
"719","64.7879409790039","64.7879409790039","64.7879409790039","29.244970321655273","29.244970321655273","29.244970321655273","23.584291458129883","23.584291458129883","23.584291458129883","60.907958984375","60.907958984375","60.907958984375","25.44392967224121","25.44392967224121","25.44392967224121","21.942975997924805","21.942975997924805","21.942975997924805"
"749","82.5955810546875","82.5955810546875","82.5955810546875","29.910751342773438","29.910751342773438","29.910751342773438","25.22011947631836","25.22011947631836","25.22011947631836","78.54312133789062","78.54312133789062","78.54312133789062","26.63861846923828","26.63861846923828","26.63861846923828","23.56101417541504","23.56101417541504","23.56101417541504"
"779","60.70397186279297","60.70397186279297","60.70397186279297","31.927047729492188","31.927047729492188","31.927047729492188","19.448101043701172","19.448101043701172","19.448101043701172","56.888832092285156","56.888832092285156","56.888832092285156","27.936307907104492","27.936307907104492","27.936307907104492","18.11328125","18.11328125","18.11328125"
"809","65.29359436035156","65.29359436035156","65.29359436035156","23.79619598388672","23.79619598388672","23.79619598388672","18.578109741210938","18.578109741210938","18.578109741210938","61.01520919799805","61.01520919799805","61.01520919799805","21.42790412902832","21.42790412902832","21.42790412902832","17.083759307861328","17.083759307861328","17.083759307861328"
"839","57.387962341308594","57.387962341308594","57.387962341308594","23.223114013671875","23.223114013671875","23.223114013671875","20.091630935668945","20.091630935668945","20.091630935668945","53.53524398803711","53.53524398803711","53.53524398803711","20.945573806762695","20.945573806762695","20.945573806762695","18.08528709411621","18.08528709411621","18.08528709411621"
"869","60.14411544799805","60.14411544799805","60.14411544799805","25.748260498046875","25.748260498046875","25.748260498046875","16.18120765686035","16.18120765686035","16.18120765686035","56.7148323059082","56.7148323059082","56.7148323059082","22.51806640625","22.51806640625","22.51806640625","14.985897064208984","14.985897064208984","14.985897064208984"
"899","58.55471420288086","58.55471420288086","58.55471420288086","21.44609832763672","21.44609832763672","21.44609832763672","21.49461555480957","21.49461555480957","21.49461555480957","55.14863586425781","55.14863586425781","55.14863586425781","18.92845344543457","18.92845344543457","18.92845344543457","20.398719787597656","20.398719787597656","20.398719787597656"
"929","50.34675979614258","50.34675979614258","50.34675979614258","27.25174331665039","27.25174331665039","27.25174331665039","19.33611297607422","19.33611297607422","19.33611297607422","46.49631881713867","46.49631881713867","46.49631881713867","24.390878677368164","24.390878677368164","24.390878677368164","17.58445930480957","17.58445930480957","17.58445930480957"
"959","60.77219772338867","60.77219772338867","60.77219772338867","24.9996280670166","24.9996280670166","24.9996280670166","16.507394790649414","16.507394790649414","16.507394790649414","56.571014404296875","56.571014404296875","56.571014404296875","21.279848098754883","21.279848098754883","21.279848098754883","15.068195343017578","15.068195343017578","15.068195343017578"
"989","29.979082107543945","29.979082107543945","29.979082107543945","29.49931526184082","29.49931526184082","29.49931526184082","16.666080474853516","16.666080474853516","16.666080474853516","28.890819549560547","28.890819549560547","28.890819549560547","24.09439468383789","24.09439468383789","24.09439468383789","15.428561210632324","15.428561210632324","15.428561210632324"
"1019","29.68221092224121","29.68221092224121","29.68221092224121","23.696996688842773","23.696996688842773","23.696996688842773","17.6165771484375","17.6165771484375","17.6165771484375","28.527982711791992","28.527982711791992","28.527982711791992","20.07110023498535","20.07110023498535","20.07110023498535","16.20625877380371","16.20625877380371","16.20625877380371"
"1049","33.8969612121582","33.8969612121582","33.8969612121582","25.19136619567871","25.19136619567871","25.19136619567871","14.687726974487305","14.687726974487305","14.687726974487305","33.01606369018555","33.01606369018555","33.01606369018555","20.58778190612793","20.58778190612793","20.58778190612793","13.434266090393066","13.434266090393066","13.434266090393066"
"1079","22.524658203125","22.524658203125","22.524658203125","19.78847312927246","19.78847312927246","19.78847312927246","11.298479080200195","11.298479080200195","11.298479080200195","21.996074676513672","21.996074676513672","21.996074676513672","16.852275848388672","16.852275848388672","16.852275848388672","10.373336791992188","10.373336791992188","10.373336791992188"
"1109","30.44367027282715","30.44367027282715","30.44367027282715","20.918087005615234","20.918087005615234","20.918087005615234","14.12424373626709","14.12424373626709","14.12424373626709","29.504886627197266","29.504886627197266","29.504886627197266","18.196359634399414","18.196359634399414","18.196359634399414","12.714778900146484","12.714778900146484","12.714778900146484"
"1139","26.0620059967041","26.0620059967041","26.0620059967041","20.007741928100586","20.007741928100586","20.007741928100586","12.501955032348633","12.501955032348633","12.501955032348633","25.50642204284668","25.50642204284668","25.50642204284668","16.09331512451172","16.09331512451172","16.09331512451172","11.297097206115723","11.297097206115723","11.297097206115723"
"1169","27.009906768798828","27.009906768798828","27.009906768798828","13.534202575683594","13.534202575683594","13.534202575683594","11.336973190307617","11.336973190307617","11.336973190307617","26.04282569885254","26.04282569885254","26.04282569885254","11.905993461608887","11.905993461608887","11.905993461608887","10.409696578979492","10.409696578979492","10.409696578979492"
"1199","32.86029815673828","32.86029815673828","32.86029815673828","11.871429443359375","11.871429443359375","11.871429443359375","9.905661582946777","9.905661582946777","9.905661582946777","31.7613468170166","31.7613468170166","31.7613468170166","10.512967109680176","10.512967109680176","10.512967109680176","9.0668306350708","9.0668306350708","9.0668306350708"
"1229","19.21158218383789","19.21158218383789","19.21158218383789","16.536388397216797","16.536388397216797","16.536388397216797","8.391609191894531","8.391609191894531","8.391609191894531","17.836715698242188","17.836715698242188","17.836715698242188","13.160135269165039","13.160135269165039","13.160135269165039","7.658116340637207","7.658116340637207","7.658116340637207"
"1259","25.401037216186523","25.401037216186523","25.401037216186523","19.754005432128906","19.754005432128906","19.754005432128906","11.301149368286133","11.301149368286133","11.301149368286133","24.70220184326172","24.70220184326172","24.70220184326172","15.848359107971191","15.848359107971191","15.848359107971191","9.917853355407715","9.917853355407715","9.917853355407715"
"1289","18.17632293701172","18.17632293701172","18.17632293701172","13.04942798614502","13.04942798614502","13.04942798614502","10.128616333007812","10.128616333007812","10.128616333007812","17.32107925415039","17.32107925415039","17.32107925415039","11.15145206451416","11.15145206451416","11.15145206451416","9.013789176940918","9.013789176940918","9.013789176940918"
"1319","23.673812866210938","23.673812866210938","23.673812866210938","10.513908386230469","10.513908386230469","10.513908386230469","9.931363105773926","9.931363105773926","9.931363105773926","23.245954513549805","23.245954513549805","23.245954513549805","9.899625778198242","9.899625778198242","9.899625778198242","9.354784965515137","9.354784965515137","9.354784965515137"
"1349","19.59858512878418","19.59858512878418","19.59858512878418","10.634435653686523","10.634435653686523","10.634435653686523","8.445281028747559","8.445281028747559","8.445281028747559","19.31086540222168","19.31086540222168","19.31086540222168","9.557865142822266","9.557865142822266","9.557865142822266","7.760385513305664","7.760385513305664","7.760385513305664"
"1379","19.650798797607422","19.650798797607422","19.650798797607422","14.816280364990234","14.816280364990234","14.816280364990234","9.939977645874023","9.939977645874023","9.939977645874023","19.64642333984375","19.64642333984375","19.64642333984375","12.255895614624023","12.255895614624023","12.255895614624023","9.350192070007324","9.350192070007324","9.350192070007324"
"1409","25.220672607421875","25.220672607421875","25.220672607421875","14.6405029296875","14.6405029296875","14.6405029296875","11.219683647155762","11.219683647155762","11.219683647155762","24.64043617248535","24.64043617248535","24.64043617248535","12.11870288848877","12.11870288848877","12.11870288848877","9.928411483764648","9.928411483764648","9.928411483764648"
"1439","15.9815034866333","15.9815034866333","15.9815034866333","10.021248817443848","10.021248817443848","10.021248817443848","8.556326866149902","8.556326866149902","8.556326866149902","16.537378311157227","16.537378311157227","16.537378311157227","9.45240306854248","9.45240306854248","9.45240306854248","7.663849830627441","7.663849830627441","7.663849830627441"
"1469","26.162860870361328","26.162860870361328","26.162860870361328","8.839133262634277","8.839133262634277","8.839133262634277","6.901438236236572","6.901438236236572","6.901438236236572","24.353239059448242","24.353239059448242","24.353239059448242","7.904652118682861","7.904652118682861","7.904652118682861","6.332555294036865","6.332555294036865","6.332555294036865"
"1499","19.177013397216797","19.177013397216797","19.177013397216797","9.88915729522705","9.88915729522705","9.88915729522705","7.062500953674316","7.062500953674316","7.062500953674316","19.376850128173828","19.376850128173828","19.376850128173828","8.633830070495605","8.633830070495605","8.633830070495605","6.479554176330566","6.479554176330566","6.479554176330566"
"1529","13.673507690429688","13.673507690429688","13.673507690429688","7.641855239868164","7.641855239868164","7.641855239868164","8.104269027709961","8.104269027709961","8.104269027709961","13.915739059448242","13.915739059448242","13.915739059448242","6.887959003448486","6.887959003448486","6.887959003448486","7.6284966468811035","7.6284966468811035","7.6284966468811035"
"1559","14.850242614746094","14.850242614746094","14.850242614746094","8.940542221069336","8.940542221069336","8.940542221069336","7.156806468963623","7.156806468963623","7.156806468963623","14.670645713806152","14.670645713806152","14.670645713806152","8.149272918701172","8.149272918701172","8.149272918701172","6.51544189453125","6.51544189453125","6.51544189453125"
"1589","15.000532150268555","15.000532150268555","15.000532150268555","8.505419731140137","8.505419731140137","8.505419731140137","7.104854583740234","7.104854583740234","7.104854583740234","15.137038230895996","15.137038230895996","15.137038230895996","7.956160545349121","7.956160545349121","7.956160545349121","6.553277969360352","6.553277969360352","6.553277969360352"
"1619","16.022966384887695","16.022966384887695","16.022966384887695","6.880853176116943","6.880853176116943","6.880853176116943","7.096864700317383","7.096864700317383","7.096864700317383","16.047199249267578","16.047199249267578","16.047199249267578","6.49560022354126","6.49560022354126","6.49560022354126","6.329617977142334","6.329617977142334","6.329617977142334"
"1649","9.387738227844238","9.387738227844238","9.387738227844238","7.019150257110596","7.019150257110596","7.019150257110596","7.115960597991943","7.115960597991943","7.115960597991943","10.39785099029541","10.39785099029541","10.39785099029541","7.312186241149902","7.312186241149902","7.312186241149902","6.7412919998168945","6.7412919998168945","6.7412919998168945"
"1679","9.600075721740723","9.600075721740723","9.600075721740723","8.914092063903809","8.914092063903809","8.914092063903809","6.109220504760742","6.109220504760742","6.109220504760742","9.736262321472168","9.736262321472168","9.736262321472168","8.949908256530762","8.949908256530762","8.949908256530762","5.669703006744385","5.669703006744385","5.669703006744385"
"1709","9.021052360534668","9.021052360534668","9.021052360534668","10.070549011230469","10.070549011230469","10.070549011230469","7.277194023132324","7.277194023132324","7.277194023132324","9.581948280334473","9.581948280334473","9.581948280334473","9.395840644836426","9.395840644836426","9.395840644836426","6.631508827209473","6.631508827209473","6.631508827209473"
"1739","6.95421838760376","6.95421838760376","6.95421838760376","5.686549663543701","5.686549663543701","5.686549663543701","5.000967979431152","5.000967979431152","5.000967979431152","7.349234580993652","7.349234580993652","7.349234580993652","5.445433139801025","5.445433139801025","5.445433139801025","4.581057548522949","4.581057548522949","4.581057548522949"
"1769","15.646979331970215","15.646979331970215","15.646979331970215","6.54412317276001","6.54412317276001","6.54412317276001","7.96184778213501","7.96184778213501","7.96184778213501","16.20048713684082","16.20048713684082","16.20048713684082","5.989948749542236","5.989948749542236","5.989948749542236","7.375025272369385","7.375025272369385","7.375025272369385"
"1799","9.412885665893555","9.412885665893555","9.412885665893555","9.694592475891113","9.694592475891113","9.694592475891113","4.92753791809082","4.92753791809082","4.92753791809082","10.226751327514648","10.226751327514648","10.226751327514648","8.027583122253418","8.027583122253418","8.027583122253418","4.602087497711182","4.602087497711182","4.602087497711182"
"1829","11.153024673461914","11.153024673461914","11.153024673461914","5.185050010681152","5.185050010681152","5.185050010681152","4.772458553314209","4.772458553314209","4.772458553314209","12.346524238586426","12.346524238586426","12.346524238586426","5.111962795257568","5.111962795257568","5.111962795257568","4.337282180786133","4.337282180786133","4.337282180786133"
"1859","8.354992866516113","8.354992866516113","8.354992866516113","5.070656776428223","5.070656776428223","5.070656776428223","3.4278178215026855","3.4278178215026855","3.4278178215026855","9.39302921295166","9.39302921295166","9.39302921295166","4.9542741775512695","4.9542741775512695","4.9542741775512695","3.165631055831909","3.165631055831909","3.165631055831909"
"1889","11.130236625671387","11.130236625671387","11.130236625671387","6.530123710632324","6.530123710632324","6.530123710632324","4.7856292724609375","4.7856292724609375","4.7856292724609375","13.106961250305176","13.106961250305176","13.106961250305176","5.938271522521973","5.938271522521973","5.938271522521973","4.3693060874938965","4.3693060874938965","4.3693060874938965"
"1919","8.100449562072754","8.100449562072754","8.100449562072754","4.445947170257568","4.445947170257568","4.445947170257568","4.3249101638793945","4.3249101638793945","4.3249101638793945","8.948885917663574","8.948885917663574","8.948885917663574","4.546884536743164","4.546884536743164","4.546884536743164","5.179238319396973","5.179238319396973","5.179238319396973"
"1949","7.482289791107178","7.482289791107178","7.482289791107178","3.5756795406341553","3.5756795406341553","3.5756795406341553","4.817115306854248","4.817115306854248","4.817115306854248","9.000387191772461","9.000387191772461","9.000387191772461","3.65891170501709","3.65891170501709","3.65891170501709","4.597475051879883","4.597475051879883","4.597475051879883"
"1979","6.3652167320251465","6.3652167320251465","6.3652167320251465","4.948975086212158","4.948975086212158","4.948975086212158","3.816741466522217","3.816741466522217","3.816741466522217","7.141988277435303","7.141988277435303","7.141988277435303","4.60097599029541","4.60097599029541","4.60097599029541","3.459296703338623","3.459296703338623","3.459296703338623"
"2009","6.069281101226807","6.069281101226807","6.069281101226807","6.912086009979248","6.912086009979248","6.912086009979248","4.786771297454834","4.786771297454834","4.786771297454834","6.827635765075684","6.827635765075684","6.827635765075684","6.260401248931885","6.260401248931885","6.260401248931885","4.276511192321777","4.276511192321777","4.276511192321777"
"2039","6.850954532623291","6.850954532623291","6.850954532623291","2.8987059593200684","2.8987059593200684","2.8987059593200684","3.6095547676086426","3.6095547676086426","3.6095547676086426","7.955760478973389","7.955760478973389","7.955760478973389","3.1207334995269775","3.1207334995269775","3.1207334995269775","3.3086724281311035","3.3086724281311035","3.3086724281311035"
"2069","8.174745559692383","8.174745559692383","8.174745559692383","3.1760919094085693","3.1760919094085693","3.1760919094085693","4.297999382019043","4.297999382019043","4.297999382019043","9.863517761230469","9.863517761230469","9.863517761230469","3.585789680480957","3.585789680480957","3.585789680480957","4.093028545379639","4.093028545379639","4.093028545379639"
"2099","8.910406112670898","8.910406112670898","8.910406112670898","5.001429557800293","5.001429557800293","5.001429557800293","4.011116027832031","4.011116027832031","4.011116027832031","10.267348289489746","10.267348289489746","10.267348289489746","5.535283088684082","5.535283088684082","5.535283088684082","3.688798189163208","3.688798189163208","3.688798189163208"
"2129","5.882815837860107","5.882815837860107","5.882815837860107","3.574260711669922","3.574260711669922","3.574260711669922","3.9097917079925537","3.9097917079925537","3.9097917079925537","6.795078754425049","6.795078754425049","6.795078754425049","4.060218334197998","4.060218334197998","4.060218334197998","3.7440452575683594","3.7440452575683594","3.7440452575683594"
"2159","4.618436336517334","4.618436336517334","4.618436336517334","3.786400079727173","3.786400079727173","3.786400079727173","3.45406436920166","3.45406436920166","3.45406436920166","6.065638065338135","6.065638065338135","6.065638065338135","4.274237155914307","4.274237155914307","4.274237155914307","3.245790719985962","3.245790719985962","3.245790719985962"
"2189","5.965931415557861","5.965931415557861","5.965931415557861","3.6946165561676025","3.6946165561676025","3.6946165561676025","2.2536768913269043","2.2536768913269043","2.2536768913269043","8.343470573425293","8.343470573425293","8.343470573425293","3.7536680698394775","3.7536680698394775","3.7536680698394775","2.1911394596099854","2.1911394596099854","2.1911394596099854"
"2219","6.666253566741943","6.666253566741943","6.666253566741943","2.8071653842926025","2.8071653842926025","2.8071653842926025","3.0108916759490967","3.0108916759490967","3.0108916759490967","7.999927043914795","7.999927043914795","7.999927043914795","3.353745698928833","3.353745698928833","3.353745698928833","2.8198800086975098","2.8198800086975098","2.8198800086975098"
"2249","5.77799654006958","5.77799654006958","5.77799654006958","3.873303174972534","3.873303174972534","3.873303174972534","3.307351589202881","3.307351589202881","3.307351589202881","7.756564140319824","7.756564140319824","7.756564140319824","3.940399169921875","3.940399169921875","3.940399169921875","2.999783754348755","2.999783754348755","2.999783754348755"
"2279","7.4999542236328125","7.4999542236328125","7.4999542236328125","3.1359660625457764","3.1359660625457764","3.1359660625457764","2.1544315814971924","2.1544315814971924","2.1544315814971924","9.571674346923828","9.571674346923828","9.571674346923828","4.083368301391602","4.083368301391602","4.083368301391602","1.962502360343933","1.962502360343933","1.962502360343933"
"2309","4.393251419067383","4.393251419067383","4.393251419067383","2.9056036472320557","2.9056036472320557","2.9056036472320557","2.774752378463745","2.774752378463745","2.774752378463745","5.018621921539307","5.018621921539307","5.018621921539307","3.8475170135498047","3.8475170135498047","3.8475170135498047","2.6206414699554443","2.6206414699554443","2.6206414699554443"
"2339","4.713830947875977","4.713830947875977","4.713830947875977","1.9950555562973022","1.9950555562973022","1.9950555562973022","2.8778254985809326","2.8778254985809326","2.8778254985809326","6.35729455947876","6.35729455947876","6.35729455947876","2.9153666496276855","2.9153666496276855","2.9153666496276855","2.6584486961364746","2.6584486961364746","2.6584486961364746"
"2369","5.312380790710449","5.312380790710449","5.312380790710449","3.887364149093628","3.887364149093628","3.887364149093628","3.350083351135254","3.350083351135254","3.350083351135254","6.943756103515625","6.943756103515625","6.943756103515625","4.539599895477295","4.539599895477295","4.539599895477295","3.172945499420166","3.172945499420166","3.172945499420166"
"2399","4.285457134246826","4.285457134246826","4.285457134246826","2.355531930923462","2.355531930923462","2.355531930923462","2.308558464050293","2.308558464050293","2.308558464050293","5.905220985412598","5.905220985412598","5.905220985412598","3.0700740814208984","3.0700740814208984","3.0700740814208984","2.2822258472442627","2.2822258472442627","2.2822258472442627"
"2429","4.7606987953186035","4.7606987953186035","4.7606987953186035","4.021590709686279","4.021590709686279","4.021590709686279","2.796398162841797","2.796398162841797","2.796398162841797","5.713595867156982","5.713595867156982","5.713595867156982","5.156960487365723","5.156960487365723","5.156960487365723","2.657289981842041","2.657289981842041","2.657289981842041"
