"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_TheStackJava - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_TheStackJava - losses/mse_loss__MAX"
"329","122.12588500976562","122.12588500976562","122.12588500976562","77.11779022216797","77.11779022216797","77.11779022216797","62.19626998901367","62.19626998901367","62.19626998901367","119.4608383178711","119.4608383178711","119.4608383178711","71.56327056884766","71.56327056884766","71.56327056884766","58.74969482421875","58.74969482421875","58.74969482421875"
"359","181.53521728515625","181.53521728515625","181.53521728515625","78.53540802001953","78.53540802001953","78.53540802001953","52.080169677734375","52.080169677734375","52.080169677734375","177.173583984375","177.173583984375","177.173583984375","72.9408950805664","72.9408950805664","72.9408950805664","49.65716552734375","49.65716552734375","49.65716552734375"
"389","136.0247039794922","136.0247039794922","136.0247039794922","61.68855667114258","61.68855667114258","61.68855667114258","57.972900390625","57.972900390625","57.972900390625","130.32093811035156","130.32093811035156","130.32093811035156","57.198665618896484","57.198665618896484","57.198665618896484","55.32120895385742","55.32120895385742","55.32120895385742"
"419","125.0325927734375","125.0325927734375","125.0325927734375","55.500389099121094","55.500389099121094","55.500389099121094","49.65030288696289","49.65030288696289","49.65030288696289","121.29048919677734","121.29048919677734","121.29048919677734","50.914451599121094","50.914451599121094","50.914451599121094","47.21182632446289","47.21182632446289","47.21182632446289"
"449","113.7269515991211","113.7269515991211","113.7269515991211","49.37123107910156","49.37123107910156","49.37123107910156","39.141197204589844","39.141197204589844","39.141197204589844","109.223388671875","109.223388671875","109.223388671875","45.03680419921875","45.03680419921875","45.03680419921875","36.97829055786133","36.97829055786133","36.97829055786133"
"479","125.60967254638672","125.60967254638672","125.60967254638672","59.12865447998047","59.12865447998047","59.12865447998047","45.72446060180664","45.72446060180664","45.72446060180664","120.55318450927734","120.55318450927734","120.55318450927734","53.625457763671875","53.625457763671875","53.625457763671875","43.02814483642578","43.02814483642578","43.02814483642578"
"509","126.13672637939453","126.13672637939453","126.13672637939453","58.335487365722656","58.335487365722656","58.335487365722656","47.34541702270508","47.34541702270508","47.34541702270508","119.76384735107422","119.76384735107422","119.76384735107422","52.464656829833984","52.464656829833984","52.464656829833984","44.99028778076172","44.99028778076172","44.99028778076172"
"539","113.26729583740234","113.26729583740234","113.26729583740234","44.03837966918945","44.03837966918945","44.03837966918945","34.0970458984375","34.0970458984375","34.0970458984375","107.50977325439453","107.50977325439453","107.50977325439453","40.83375930786133","40.83375930786133","40.83375930786133","32.3555908203125","32.3555908203125","32.3555908203125"
"569","137.63975524902344","137.63975524902344","137.63975524902344","45.89238357543945","45.89238357543945","45.89238357543945","25.029150009155273","25.029150009155273","25.029150009155273","134.28530883789062","134.28530883789062","134.28530883789062","41.21784591674805","41.21784591674805","41.21784591674805","23.66233253479004","23.66233253479004","23.66233253479004"
"599","88.8755874633789","88.8755874633789","88.8755874633789","45.727783203125","45.727783203125","45.727783203125","33.568443298339844","33.568443298339844","33.568443298339844","84.29698944091797","84.29698944091797","84.29698944091797","39.69761657714844","39.69761657714844","39.69761657714844","31.704978942871094","31.704978942871094","31.704978942871094"
"629","75.42375183105469","75.42375183105469","75.42375183105469","33.55490493774414","33.55490493774414","33.55490493774414","22.4357852935791","22.4357852935791","22.4357852935791","72.0743179321289","72.0743179321289","72.0743179321289","30.44624900817871","30.44624900817871","30.44624900817871","20.869770050048828","20.869770050048828","20.869770050048828"
"659","72.354736328125","72.354736328125","72.354736328125","40.82063293457031","40.82063293457031","40.82063293457031","26.571678161621094","26.571678161621094","26.571678161621094","68.98796081542969","68.98796081542969","68.98796081542969","36.22915267944336","36.22915267944336","36.22915267944336","24.813995361328125","24.813995361328125","24.813995361328125"
"689","59.36557388305664","59.36557388305664","59.36557388305664","32.96891784667969","32.96891784667969","32.96891784667969","25.630903244018555","25.630903244018555","25.630903244018555","56.07699966430664","56.07699966430664","56.07699966430664","28.998138427734375","28.998138427734375","28.998138427734375","24.10457992553711","24.10457992553711","24.10457992553711"
"719","64.82012176513672","64.82012176513672","64.82012176513672","29.256732940673828","29.256732940673828","29.256732940673828","23.61081314086914","23.61081314086914","23.61081314086914","60.92710876464844","60.92710876464844","60.92710876464844","25.430082321166992","25.430082321166992","25.430082321166992","21.959623336791992","21.959623336791992","21.959623336791992"
"749","82.62968444824219","82.62968444824219","82.62968444824219","29.92160415649414","29.92160415649414","29.92160415649414","25.24873161315918","25.24873161315918","25.24873161315918","78.560791015625","78.560791015625","78.560791015625","26.62360382080078","26.62360382080078","26.62360382080078","23.576942443847656","23.576942443847656","23.576942443847656"
"779","60.731590270996094","60.731590270996094","60.731590270996094","31.94063949584961","31.94063949584961","31.94063949584961","19.468097686767578","19.468097686767578","19.468097686767578","56.89797592163086","56.89797592163086","56.89797592163086","27.923969268798828","27.923969268798828","27.923969268798828","18.12603759765625","18.12603759765625","18.12603759765625"
"809","65.31797790527344","65.31797790527344","65.31797790527344","23.80744171142578","23.80744171142578","23.80744171142578","18.598844528198242","18.598844528198242","18.598844528198242","61.02943801879883","61.02943801879883","61.02943801879883","21.418729782104492","21.418729782104492","21.418729782104492","17.096923828125","17.096923828125","17.096923828125"
"839","57.41471862792969","57.41471862792969","57.41471862792969","23.237228393554688","23.237228393554688","23.237228393554688","20.115114212036133","20.115114212036133","20.115114212036133","53.55031967163086","53.55031967163086","53.55031967163086","20.935834884643555","20.935834884643555","20.935834884643555","18.099925994873047","18.099925994873047","18.099925994873047"
"869","60.16726303100586","60.16726303100586","60.16726303100586","25.764461517333984","25.764461517333984","25.764461517333984","16.200603485107422","16.200603485107422","16.200603485107422","56.727630615234375","56.727630615234375","56.727630615234375","22.50763702392578","22.50763702392578","22.50763702392578","14.998164176940918","14.998164176940918","14.998164176940918"
"899","58.581199645996094","58.581199645996094","58.581199645996094","21.456640243530273","21.456640243530273","21.456640243530273","21.520544052124023","21.520544052124023","21.520544052124023","55.16690444946289","55.16690444946289","55.16690444946289","18.91802978515625","18.91802978515625","18.91802978515625","20.41461944580078","20.41461944580078","20.41461944580078"
"929","50.37218475341797","50.37218475341797","50.37218475341797","27.263736724853516","27.263736724853516","27.263736724853516","19.360464096069336","19.360464096069336","19.360464096069336","46.51201248168945","46.51201248168945","46.51201248168945","24.380449295043945","24.380449295043945","24.380449295043945","17.599380493164062","17.599380493164062","17.599380493164062"
"959","60.800785064697266","60.800785064697266","60.800785064697266","25.012636184692383","25.012636184692383","25.012636184692383","16.52701187133789","16.52701187133789","16.52701187133789","56.58537292480469","56.58537292480469","56.58537292480469","21.26953887939453","21.26953887939453","21.26953887939453","15.080689430236816","15.080689430236816","15.080689430236816"
"989","29.994274139404297","29.994274139404297","29.994274139404297","29.51841163635254","29.51841163635254","29.51841163635254","16.685117721557617","16.685117721557617","16.685117721557617","28.896995544433594","28.896995544433594","28.896995544433594","24.08475685119629","24.08475685119629","24.08475685119629","15.44144344329834","15.44144344329834","15.44144344329834"
"1019","29.695785522460938","29.695785522460938","29.695785522460938","23.707082748413086","23.707082748413086","23.707082748413086","17.638288497924805","17.638288497924805","17.638288497924805","28.527921676635742","28.527921676635742","28.527921676635742","20.062137603759766","20.062137603759766","20.062137603759766","16.218080520629883","16.218080520629883","16.218080520629883"
"1049","33.91351318359375","33.91351318359375","33.91351318359375","25.207181930541992","25.207181930541992","25.207181930541992","14.707633972167969","14.707633972167969","14.707633972167969","33.01649475097656","33.01649475097656","33.01649475097656","20.57740020751953","20.57740020751953","20.57740020751953","13.445850372314453","13.445850372314453","13.445850372314453"
"1079","22.537328720092773","22.537328720092773","22.537328720092773","19.804643630981445","19.804643630981445","19.804643630981445","11.314562797546387","11.314562797546387","11.314562797546387","22.0002384185791","22.0002384185791","22.0002384185791","16.84661293029785","16.84661293029785","16.84661293029785","10.382926940917969","10.382926940917969","10.382926940917969"
"1109","30.458271026611328","30.458271026611328","30.458271026611328","20.929914474487305","20.929914474487305","20.929914474487305","14.14157485961914","14.14157485961914","14.14157485961914","29.512182235717773","29.512182235717773","29.512182235717773","18.188732147216797","18.188732147216797","18.188732147216797","12.725842475891113","12.725842475891113","12.725842475891113"
"1139","26.078998565673828","26.078998565673828","26.078998565673828","20.022911071777344","20.022911071777344","20.022911071777344","12.517308235168457","12.517308235168457","12.517308235168457","25.511621475219727","25.511621475219727","25.511621475219727","16.088836669921875","16.088836669921875","16.088836669921875","11.30697250366211","11.30697250366211","11.30697250366211"
"1169","27.026493072509766","27.026493072509766","27.026493072509766","13.54073429107666","13.54073429107666","13.54073429107666","11.353580474853516","11.353580474853516","11.353580474853516","26.04460334777832","26.04460334777832","26.04460334777832","11.900691032409668","11.900691032409668","11.900691032409668","10.41988468170166","10.41988468170166","10.41988468170166"
"1199","32.880126953125","32.880126953125","32.880126953125","11.876893997192383","11.876893997192383","11.876893997192383","9.91879940032959","9.91879940032959","9.91879940032959","31.763099670410156","31.763099670410156","31.763099670410156","10.508004188537598","10.508004188537598","10.508004188537598","9.07473087310791","9.07473087310791","9.07473087310791"
"1229","19.219980239868164","19.219980239868164","19.219980239868164","16.54982566833496","16.54982566833496","16.54982566833496","8.403270721435547","8.403270721435547","8.403270721435547","17.837604522705078","17.837604522705078","17.837604522705078","13.155020713806152","13.155020713806152","13.155020713806152","7.664886951446533","7.664886951446533","7.664886951446533"
"1259","25.416749954223633","25.416749954223633","25.416749954223633","19.7696533203125","19.7696533203125","19.7696533203125","11.316740036010742","11.316740036010742","11.316740036010742","24.70529556274414","24.70529556274414","24.70529556274414","15.84360408782959","15.84360408782959","15.84360408782959","9.92622184753418","9.92622184753418","9.92622184753418"
"1289","18.18842315673828","18.18842315673828","18.18842315673828","13.058250427246094","13.058250427246094","13.058250427246094","10.142242431640625","10.142242431640625","10.142242431640625","17.323442459106445","17.323442459106445","17.323442459106445","11.148077011108398","11.148077011108398","11.148077011108398","9.021627426147461","9.021627426147461","9.021627426147461"
"1319","23.686342239379883","23.686342239379883","23.686342239379883","10.519091606140137","10.519091606140137","10.519091606140137","9.946333885192871","9.946333885192871","9.946333885192871","23.246917724609375","23.246917724609375","23.246917724609375","9.894291877746582","9.894291877746582","9.894291877746582","9.363314628601074","9.363314628601074","9.363314628601074"
"1349","19.609663009643555","19.609663009643555","19.609663009643555","10.639697074890137","10.639697074890137","10.639697074890137","8.457679748535156","8.457679748535156","8.457679748535156","19.311141967773438","19.311141967773438","19.311141967773438","9.5531587600708","9.5531587600708","9.5531587600708","7.767098426818848","7.767098426818848","7.767098426818848"
"1379","19.663347244262695","19.663347244262695","19.663347244262695","14.82027816772461","14.82027816772461","14.82027816772461","9.954851150512695","9.954851150512695","9.954851150512695","19.648481369018555","19.648481369018555","19.648481369018555","12.248822212219238","12.248822212219238","12.248822212219238","9.358123779296875","9.358123779296875","9.358123779296875"
"1409","25.231889724731445","25.231889724731445","25.231889724731445","14.649578094482422","14.649578094482422","14.649578094482422","11.23486042022705","11.23486042022705","11.23486042022705","24.643138885498047","24.643138885498047","24.643138885498047","12.114059448242188","12.114059448242188","12.114059448242188","9.936455726623535","9.936455726623535","9.936455726623535"
"1439","15.992070198059082","15.992070198059082","15.992070198059082","10.028326034545898","10.028326034545898","10.028326034545898","8.567862510681152","8.567862510681152","8.567862510681152","16.539127349853516","16.539127349853516","16.539127349853516","9.450641632080078","9.450641632080078","9.450641632080078","7.670127868652344","7.670127868652344","7.670127868652344"
"1469","26.170150756835938","26.170150756835938","26.170150756835938","8.845325469970703","8.845325469970703","8.845325469970703","6.911061763763428","6.911061763763428","6.911061763763428","24.349777221679688","24.349777221679688","24.349777221679688","7.900825023651123","7.900825023651123","7.900825023651123","6.338272571563721","6.338272571563721","6.338272571563721"
"1499","19.187740325927734","19.187740325927734","19.187740325927734","9.89385986328125","9.89385986328125","9.89385986328125","7.072865962982178","7.072865962982178","7.072865962982178","19.378408432006836","19.378408432006836","19.378408432006836","8.629684448242188","8.629684448242188","8.629684448242188","6.485078811645508","6.485078811645508","6.485078811645508"
"1529","13.683207511901855","13.683207511901855","13.683207511901855","7.647431373596191","7.647431373596191","7.647431373596191","8.116693496704102","8.116693496704102","8.116693496704102","13.916549682617188","13.916549682617188","13.916549682617188","6.8836588859558105","6.8836588859558105","6.8836588859558105","7.6350579261779785","7.6350579261779785","7.6350579261779785"
"1559","14.85755443572998","14.85755443572998","14.85755443572998","8.945667266845703","8.945667266845703","8.945667266845703","7.167443752288818","7.167443752288818","7.167443752288818","14.670872688293457","14.670872688293457","14.670872688293457","8.1476411819458","8.1476411819458","8.1476411819458","6.521336078643799","6.521336078643799","6.521336078643799"
"1589","15.0089693069458","15.0089693069458","15.0089693069458","8.511110305786133","8.511110305786133","8.511110305786133","7.115082740783691","7.115082740783691","7.115082740783691","15.140851974487305","15.140851974487305","15.140851974487305","7.952664852142334","7.952664852142334","7.952664852142334","6.559076309204102","6.559076309204102","6.559076309204102"
"1619","16.03603172302246","16.03603172302246","16.03603172302246","6.884104251861572","6.884104251861572","6.884104251861572","7.106733798980713","7.106733798980713","7.106733798980713","16.05224609375","16.05224609375","16.05224609375","6.492057800292969","6.492057800292969","6.492057800292969","6.3351030349731445","6.3351030349731445","6.3351030349731445"
"1649","9.393987655639648","9.393987655639648","9.393987655639648","7.022723197937012","7.022723197937012","7.022723197937012","7.126097202301025","7.126097202301025","7.126097202301025","10.400125503540039","10.400125503540039","10.400125503540039","7.309972286224365","7.309972286224365","7.309972286224365","6.7467546463012695","6.7467546463012695","6.7467546463012695"
"1679","9.60840892791748","9.60840892791748","9.60840892791748","8.918913841247559","8.918913841247559","8.918913841247559","6.119073390960693","6.119073390960693","6.119073390960693","9.73512077331543","9.73512077331543","9.73512077331543","8.94802188873291","8.94802188873291","8.94802188873291","5.675441741943359","5.675441741943359","5.675441741943359"
"1709","9.026815414428711","9.026815414428711","9.026815414428711","10.076263427734375","10.076263427734375","10.076263427734375","7.286702632904053","7.286702632904053","7.286702632904053","9.582475662231445","9.582475662231445","9.582475662231445","9.392839431762695","9.392839431762695","9.392839431762695","6.636172294616699","6.636172294616699","6.636172294616699"
"1739","6.9584174156188965","6.9584174156188965","6.9584174156188965","5.689624309539795","5.689624309539795","5.689624309539795","5.009882926940918","5.009882926940918","5.009882926940918","7.349677085876465","7.349677085876465","7.349677085876465","5.442845821380615","5.442845821380615","5.442845821380615","4.585720539093018","4.585720539093018","4.585720539093018"
"1769","15.656031608581543","15.656031608581543","15.656031608581543","6.547111511230469","6.547111511230469","6.547111511230469","7.972809791564941","7.972809791564941","7.972809791564941","16.199796676635742","16.199796676635742","16.199796676635742","5.986775875091553","5.986775875091553","5.986775875091553","7.379671573638916","7.379671573638916","7.379671573638916"
"1799","9.419412612915039","9.419412612915039","9.419412612915039","9.699740409851074","9.699740409851074","9.699740409851074","4.9340667724609375","4.9340667724609375","4.9340667724609375","10.230340003967285","10.230340003967285","10.230340003967285","8.025911331176758","8.025911331176758","8.025911331176758","4.605780124664307","4.605780124664307","4.605780124664307"
"1829","11.160932540893555","11.160932540893555","11.160932540893555","5.186426162719727","5.186426162719727","5.186426162719727","4.77895450592041","4.77895450592041","4.77895450592041","12.347713470458984","12.347713470458984","12.347713470458984","5.1103739738464355","5.1103739738464355","5.1103739738464355","4.340665817260742","4.340665817260742","4.340665817260742"
"1859","8.361067771911621","8.361067771911621","8.361067771911621","5.072764873504639","5.072764873504639","5.072764873504639","3.433361053466797","3.433361053466797","3.433361053466797","9.39536190032959","9.39536190032959","9.39536190032959","4.95152473449707","4.95152473449707","4.95152473449707","3.168048620223999","3.168048620223999","3.168048620223999"
"1889","11.13470458984375","11.13470458984375","11.13470458984375","6.533565521240234","6.533565521240234","6.533565521240234","4.793076515197754","4.793076515197754","4.793076515197754","13.105348587036133","13.105348587036133","13.105348587036133","5.935266971588135","5.935266971588135","5.935266971588135","4.374202251434326","4.374202251434326","4.374202251434326"
"1919","8.105276107788086","8.105276107788086","8.105276107788086","4.446938991546631","4.446938991546631","4.446938991546631","4.3293657302856445","4.3293657302856445","4.3293657302856445","8.954069137573242","8.954069137573242","8.954069137573242","4.5465264320373535","4.5465264320373535","4.5465264320373535","5.235815525054932","5.235815525054932","5.235815525054932"
"1949","7.487340927124023","7.487340927124023","7.487340927124023","3.5772485733032227","3.5772485733032227","3.5772485733032227","4.824653625488281","4.824653625488281","4.824653625488281","8.99958610534668","8.99958610534668","8.99958610534668","3.6572201251983643","3.6572201251983643","3.6572201251983643","4.604979515075684","4.604979515075684","4.604979515075684"
"1979","6.367218017578125","6.367218017578125","6.367218017578125","4.952296733856201","4.952296733856201","4.952296733856201","3.82275390625","3.82275390625","3.82275390625","7.143448829650879","7.143448829650879","7.143448829650879","4.600281238555908","4.600281238555908","4.600281238555908","3.461714744567871","3.461714744567871","3.461714744567871"
"2009","6.075064182281494","6.075064182281494","6.075064182281494","6.913964748382568","6.913964748382568","6.913964748382568","4.793027400970459","4.793027400970459","4.793027400970459","6.824244976043701","6.824244976043701","6.824244976043701","6.257671356201172","6.257671356201172","6.257671356201172","4.280777931213379","4.280777931213379","4.280777931213379"
"2039","6.856581687927246","6.856581687927246","6.856581687927246","2.9004876613616943","2.9004876613616943","2.9004876613616943","3.614251136779785","3.614251136779785","3.614251136779785","7.956497669219971","7.956497669219971","7.956497669219971","3.120482921600342","3.120482921600342","3.120482921600342","3.3126583099365234","3.3126583099365234","3.3126583099365234"
"2069","8.180013656616211","8.180013656616211","8.180013656616211","3.178546190261841","3.178546190261841","3.178546190261841","4.303927421569824","4.303927421569824","4.303927421569824","9.868952751159668","9.868952751159668","9.868952751159668","3.5852725505828857","3.5852725505828857","3.5852725505828857","4.096559524536133","4.096559524536133","4.096559524536133"
"2099","8.913349151611328","8.913349151611328","8.913349151611328","5.003182411193848","5.003182411193848","5.003182411193848","4.0161590576171875","4.0161590576171875","4.0161590576171875","10.262482643127441","10.262482643127441","10.262482643127441","5.5348005294799805","5.5348005294799805","5.5348005294799805","3.6919190883636475","3.6919190883636475","3.6919190883636475"
"2129","5.887211322784424","5.887211322784424","5.887211322784424","3.575451612472534","3.575451612472534","3.575451612472534","3.915646553039551","3.915646553039551","3.915646553039551","6.79786491394043","6.79786491394043","6.79786491394043","4.06046724319458","4.06046724319458","4.06046724319458","3.747309446334839","3.747309446334839","3.747309446334839"
"2159","4.620901584625244","4.620901584625244","4.620901584625244","3.786499261856079","3.786499261856079","3.786499261856079","3.458801746368408","3.458801746368408","3.458801746368408","6.069826602935791","6.069826602935791","6.069826602935791","4.272182464599609","4.272182464599609","4.272182464599609","3.2484984397888184","3.2484984397888184","3.2484984397888184"
"2189","5.970548152923584","5.970548152923584","5.970548152923584","3.6952903270721436","3.6952903270721436","3.6952903270721436","2.2581450939178467","2.2581450939178467","2.2581450939178467","8.348272323608398","8.348272323608398","8.348272323608398","3.7524921894073486","3.7524921894073486","3.7524921894073486","2.1935439109802246","2.1935439109802246","2.1935439109802246"
"2219","6.672197341918945","6.672197341918945","6.672197341918945","2.807543992996216","2.807543992996216","2.807543992996216","3.0160064697265625","3.0160064697265625","3.0160064697265625","8.008502960205078","8.008502960205078","8.008502960205078","3.3527112007141113","3.3527112007141113","3.3527112007141113","2.823359251022339","2.823359251022339","2.823359251022339"
"2249","5.781325340270996","5.781325340270996","5.781325340270996","3.8725426197052","3.8725426197052","3.8725426197052","3.3115828037261963","3.3115828037261963","3.3115828037261963","7.7544426918029785","7.7544426918029785","7.7544426918029785","3.9388720989227295","3.9388720989227295","3.9388720989227295","3.0003271102905273","3.0003271102905273","3.0003271102905273"
"2279","7.504828453063965","7.504828453063965","7.504828453063965","3.1345324516296387","3.1345324516296387","3.1345324516296387","2.1570169925689697","2.1570169925689697","2.1570169925689697","9.564831733703613","9.564831733703613","9.564831733703613","4.0807929039001465","4.0807929039001465","4.0807929039001465","1.9622845649719238","1.9622845649719238","1.9622845649719238"
"2309","4.396605968475342","4.396605968475342","4.396605968475342","2.904088020324707","2.904088020324707","2.904088020324707","2.7783422470092773","2.7783422470092773","2.7783422470092773","5.020999431610107","5.020999431610107","5.020999431610107","3.8470330238342285","3.8470330238342285","3.8470330238342285","2.621722936630249","2.621722936630249","2.621722936630249"
"2339","4.7174787521362305","4.7174787521362305","4.7174787521362305","1.9956470727920532","1.9956470727920532","1.9956470727920532","2.8810081481933594","2.8810081481933594","2.8810081481933594","6.354487895965576","6.354487895965576","6.354487895965576","2.9138901233673096","2.9138901233673096","2.9138901233673096","2.660193920135498","2.660193920135498","2.660193920135498"
"2369","5.3169355392456055","5.3169355392456055","5.3169355392456055","3.8864119052886963","3.8864119052886963","3.8864119052886963","3.3546230792999268","3.3546230792999268","3.3546230792999268","6.9482903480529785","6.9482903480529785","6.9482903480529785","4.538442611694336","4.538442611694336","4.538442611694336","3.1776559352874756","3.1776559352874756","3.1776559352874756"
"2399","4.288358211517334","4.288358211517334","4.288358211517334","2.354184627532959","2.354184627532959","2.354184627532959","2.313535213470459","2.313535213470459","2.313535213470459","5.902693748474121","5.902693748474121","5.902693748474121","3.0690557956695557","3.0690557956695557","3.0690557956695557","2.4033377170562744","2.4033377170562744","2.4033377170562744"
"2429","4.763999938964844","4.763999938964844","4.763999938964844","4.0193047523498535","4.0193047523498535","4.0193047523498535","2.8008716106414795","2.8008716106414795","2.8008716106414795","5.714107990264893","5.714107990264893","5.714107990264893","5.156617164611816","5.156617164611816","5.156617164611816","2.6644575595855713","2.6644575595855713","2.6644575595855713"
