"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - losses/mse_loss__MAX","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - losses/mse_loss__MAX"
"329","131.86398315429688","131.86398315429688","131.86398315429688","67.80280303955078","67.80280303955078","67.80280303955078","66.01499938964844","66.01499938964844","66.01499938964844","126.95821380615234","126.95821380615234","126.95821380615234","64.01969909667969","64.01969909667969","64.01969909667969","63.85960006713867","63.85960006713867","63.85960006713867"
"359","97.2205810546875","97.2205810546875","97.2205810546875","49.42185592651367","49.42185592651367","49.42185592651367","43.493309020996094","43.493309020996094","43.493309020996094","94.5943374633789","94.5943374633789","94.5943374633789","46.53554153442383","46.53554153442383","46.53554153442383","42.131072998046875","42.131072998046875","42.131072998046875"
"389","109.83319854736328","109.83319854736328","109.83319854736328","57.06208801269531","57.06208801269531","57.06208801269531","41.59683609008789","41.59683609008789","41.59683609008789","106.86931610107422","106.86931610107422","106.86931610107422","53.85408020019531","53.85408020019531","53.85408020019531","40.25526428222656","40.25526428222656","40.25526428222656"
"419","110.48507690429688","110.48507690429688","110.48507690429688","51.330589294433594","51.330589294433594","51.330589294433594","38.68341827392578","38.68341827392578","38.68341827392578","109.44393920898438","109.44393920898438","109.44393920898438","47.73917770385742","47.73917770385742","47.73917770385742","37.593624114990234","37.593624114990234","37.593624114990234"
"449","102.30072784423828","102.30072784423828","102.30072784423828","43.063720703125","43.063720703125","43.063720703125","32.448577880859375","32.448577880859375","32.448577880859375","98.6802749633789","98.6802749633789","98.6802749633789","40.302921295166016","40.302921295166016","40.302921295166016","31.656991958618164","31.656991958618164","31.656991958618164"
"479","111.91043090820312","111.91043090820312","111.91043090820312","46.39204025268555","46.39204025268555","46.39204025268555","42.56727600097656","42.56727600097656","42.56727600097656","109.1400146484375","109.1400146484375","109.1400146484375","43.57746505737305","43.57746505737305","43.57746505737305","41.49443817138672","41.49443817138672","41.49443817138672"
"509","85.1951904296875","85.1951904296875","85.1951904296875","40.67060089111328","40.67060089111328","40.67060089111328","27.294862747192383","27.294862747192383","27.294862747192383","83.69361877441406","83.69361877441406","83.69361877441406","37.8673095703125","37.8673095703125","37.8673095703125","26.554838180541992","26.554838180541992","26.554838180541992"
"539","78.98821258544922","78.98821258544922","78.98821258544922","36.66292190551758","36.66292190551758","36.66292190551758","28.61331558227539","28.61331558227539","28.61331558227539","75.85216522216797","75.85216522216797","75.85216522216797","34.376853942871094","34.376853942871094","34.376853942871094","28.03120994567871","28.03120994567871","28.03120994567871"
"569","80.93636322021484","80.93636322021484","80.93636322021484","30.581205368041992","30.581205368041992","30.581205368041992","20.89350128173828","20.89350128173828","20.89350128173828","77.56707000732422","77.56707000732422","77.56707000732422","27.936107635498047","27.936107635498047","27.936107635498047","20.339685440063477","20.339685440063477","20.339685440063477"
"599","70.98670196533203","70.98670196533203","70.98670196533203","33.09223937988281","33.09223937988281","33.09223937988281","29.463491439819336","29.463491439819336","29.463491439819336","66.76044464111328","66.76044464111328","66.76044464111328","30.794069290161133","30.794069290161133","30.794069290161133","28.590423583984375","28.590423583984375","28.590423583984375"
"629","74.1490707397461","74.1490707397461","74.1490707397461","34.372440338134766","34.372440338134766","34.372440338134766","20.97395896911621","20.97395896911621","20.97395896911621","70.3941421508789","70.3941421508789","70.3941421508789","31.3708438873291","31.3708438873291","31.3708438873291","20.3491153717041","20.3491153717041","20.3491153717041"
"659","57.63022232055664","57.63022232055664","57.63022232055664","39.3032341003418","39.3032341003418","39.3032341003418","21.742834091186523","21.742834091186523","21.742834091186523","55.75599670410156","55.75599670410156","55.75599670410156","35.37818145751953","35.37818145751953","35.37818145751953","21.193445205688477","21.193445205688477","21.193445205688477"
"689","59.379207611083984","59.379207611083984","59.379207611083984","32.43321228027344","32.43321228027344","32.43321228027344","22.083236694335938","22.083236694335938","22.083236694335938","57.098358154296875","57.098358154296875","57.098358154296875","29.969024658203125","29.969024658203125","29.969024658203125","21.370328903198242","21.370328903198242","21.370328903198242"
"719","51.91054916381836","51.91054916381836","51.91054916381836","27.2916259765625","27.2916259765625","27.2916259765625","21.13222885131836","21.13222885131836","21.13222885131836","48.59016418457031","48.59016418457031","48.59016418457031","24.80105209350586","24.80105209350586","24.80105209350586","20.5904483795166","20.5904483795166","20.5904483795166"
"749","52.80813217163086","52.80813217163086","52.80813217163086","28.81465721130371","28.81465721130371","28.81465721130371","22.982666015625","22.982666015625","22.982666015625","49.358646392822266","49.358646392822266","49.358646392822266","26.168066024780273","26.168066024780273","26.168066024780273","22.414316177368164","22.414316177368164","22.414316177368164"
"779","47.451507568359375","47.451507568359375","47.451507568359375","27.17743682861328","27.17743682861328","27.17743682861328","25.28484535217285","25.28484535217285","25.28484535217285","44.73356246948242","44.73356246948242","44.73356246948242","24.811073303222656","24.811073303222656","24.811073303222656","24.47112274169922","24.47112274169922","24.47112274169922"
"809","59.95754623413086","59.95754623413086","59.95754623413086","34.79188537597656","34.79188537597656","34.79188537597656","21.48091697692871","21.48091697692871","21.48091697692871","56.93113708496094","56.93113708496094","56.93113708496094","30.725433349609375","30.725433349609375","30.725433349609375","20.807836532592773","20.807836532592773","20.807836532592773"
"839","46.751014709472656","46.751014709472656","46.751014709472656","19.125633239746094","19.125633239746094","19.125633239746094","16.74365234375","16.74365234375","16.74365234375","44.256492614746094","44.256492614746094","44.256492614746094","17.437904357910156","17.437904357910156","17.437904357910156","16.36052894592285","16.36052894592285","16.36052894592285"
"869","47.41522216796875","47.41522216796875","47.41522216796875","21.601318359375","21.601318359375","21.601318359375","19.36640167236328","19.36640167236328","19.36640167236328","44.55307388305664","44.55307388305664","44.55307388305664","19.504852294921875","19.504852294921875","19.504852294921875","19.06178092956543","19.06178092956543","19.06178092956543"
"899","46.08819580078125","46.08819580078125","46.08819580078125","24.5441837310791","24.5441837310791","24.5441837310791","22.921005249023438","22.921005249023438","22.921005249023438","43.07609939575195","43.07609939575195","43.07609939575195","22.045873641967773","22.045873641967773","22.045873641967773","22.13870620727539","22.13870620727539","22.13870620727539"
"929","47.33502960205078","47.33502960205078","47.33502960205078","20.331748962402344","20.331748962402344","20.331748962402344","16.619226455688477","16.619226455688477","16.619226455688477","44.47958755493164","44.47958755493164","44.47958755493164","18.509986877441406","18.509986877441406","18.509986877441406","15.870820999145508","15.870820999145508","15.870820999145508"
"959","52.039920806884766","52.039920806884766","52.039920806884766","19.58737564086914","19.58737564086914","19.58737564086914","13.727988243103027","13.727988243103027","13.727988243103027","49.66355895996094","49.66355895996094","49.66355895996094","17.698440551757812","17.698440551757812","17.698440551757812","13.040422439575195","13.040422439575195","13.040422439575195"
"989","34.18742370605469","34.18742370605469","34.18742370605469","27.47466278076172","27.47466278076172","27.47466278076172","15.898398399353027","15.898398399353027","15.898398399353027","32.53981399536133","32.53981399536133","32.53981399536133","23.240238189697266","23.240238189697266","23.240238189697266","15.257951736450195","15.257951736450195","15.257951736450195"
"1019","23.969621658325195","23.969621658325195","23.969621658325195","15.121668815612793","15.121668815612793","15.121668815612793","13.085693359375","13.085693359375","13.085693359375","23.446611404418945","23.446611404418945","23.446611404418945","13.219941139221191","13.219941139221191","13.219941139221191","12.86995792388916","12.86995792388916","12.86995792388916"
"1049","23.633209228515625","23.633209228515625","23.633209228515625","19.86483383178711","19.86483383178711","19.86483383178711","12.36785888671875","12.36785888671875","12.36785888671875","23.424259185791016","23.424259185791016","23.424259185791016","17.773265838623047","17.773265838623047","17.773265838623047","12.022717475891113","12.022717475891113","12.022717475891113"
"1079","24.216625213623047","24.216625213623047","24.216625213623047","16.41516876220703","16.41516876220703","16.41516876220703","12.348058700561523","12.348058700561523","12.348058700561523","23.59184455871582","23.59184455871582","23.59184455871582","14.190595626831055","14.190595626831055","14.190595626831055","12.095734596252441","12.095734596252441","12.095734596252441"
"1109","20.875606536865234","20.875606536865234","20.875606536865234","14.270722389221191","14.270722389221191","14.270722389221191","12.533112525939941","12.533112525939941","12.533112525939941","20.296247482299805","20.296247482299805","20.296247482299805","12.601469039916992","12.601469039916992","12.601469039916992","12.364428520202637","12.364428520202637","12.364428520202637"
"1139","22.53474998474121","22.53474998474121","22.53474998474121","15.928437232971191","15.928437232971191","15.928437232971191","14.060992240905762","14.060992240905762","14.060992240905762","23.057533264160156","23.057533264160156","23.057533264160156","14.00759506225586","14.00759506225586","14.00759506225586","13.915109634399414","13.915109634399414","13.915109634399414"
"1169","28.322145462036133","28.322145462036133","28.322145462036133","15.571280479431152","15.571280479431152","15.571280479431152","11.91076374053955","11.91076374053955","11.91076374053955","27.473312377929688","27.473312377929688","27.473312377929688","13.261157035827637","13.261157035827637","13.261157035827637","11.554308891296387","11.554308891296387","11.554308891296387"
"1199","29.160661697387695","29.160661697387695","29.160661697387695","14.2127046585083","14.2127046585083","14.2127046585083","11.404339790344238","11.404339790344238","11.404339790344238","28.84225082397461","28.84225082397461","28.84225082397461","12.233683586120605","12.233683586120605","12.233683586120605","11.208901405334473","11.208901405334473","11.208901405334473"
"1229","18.649869918823242","18.649869918823242","18.649869918823242","12.544629096984863","12.544629096984863","12.544629096984863","6.574477195739746","6.574477195739746","6.574477195739746","18.452390670776367","18.452390670776367","18.452390670776367","10.763468742370605","10.763468742370605","10.763468742370605","6.201935291290283","6.201935291290283","6.201935291290283"
"1259","21.046056747436523","21.046056747436523","21.046056747436523","15.52055835723877","15.52055835723877","15.52055835723877","9.281695365905762","9.281695365905762","9.281695365905762","21.313167572021484","21.313167572021484","21.313167572021484","13.115962028503418","13.115962028503418","13.115962028503418","9.125463485717773","9.125463485717773","9.125463485717773"
"1289","20.855619430541992","20.855619430541992","20.855619430541992","16.126140594482422","16.126140594482422","16.126140594482422","9.67929744720459","9.67929744720459","9.67929744720459","20.6888427734375","20.6888427734375","20.6888427734375","13.984262466430664","13.984262466430664","13.984262466430664","9.320158958435059","9.320158958435059","9.320158958435059"
"1319","17.94536018371582","17.94536018371582","17.94536018371582","12.70573902130127","12.70573902130127","12.70573902130127","9.454291343688965","9.454291343688965","9.454291343688965","18.044105529785156","18.044105529785156","18.044105529785156","11.573087692260742","11.573087692260742","11.573087692260742","9.168445587158203","9.168445587158203","9.168445587158203"
"1349","18.82370376586914","18.82370376586914","18.82370376586914","9.499062538146973","9.499062538146973","9.499062538146973","9.934235572814941","9.934235572814941","9.934235572814941","18.402721405029297","18.402721405029297","18.402721405029297","8.370654106140137","8.370654106140137","8.370654106140137","9.731348991394043","9.731348991394043","9.731348991394043"
"1379","20.70622444152832","20.70622444152832","20.70622444152832","15.302091598510742","15.302091598510742","15.302091598510742","9.042584419250488","9.042584419250488","9.042584419250488","20.51457405090332","20.51457405090332","20.51457405090332","13.76440143585205","13.76440143585205","13.76440143585205","8.955992698669434","8.955992698669434","8.955992698669434"
"1409","15.557440757751465","15.557440757751465","15.557440757751465","10.264352798461914","10.264352798461914","10.264352798461914","7.540214538574219","7.540214538574219","7.540214538574219","15.77414608001709","15.77414608001709","15.77414608001709","8.460346221923828","8.460346221923828","8.460346221923828","7.376773357391357","7.376773357391357","7.376773357391357"
"1439","14.554910659790039","14.554910659790039","14.554910659790039","8.42409610748291","8.42409610748291","8.42409610748291","7.177196025848389","7.177196025848389","7.177196025848389","14.8422212600708","14.8422212600708","14.8422212600708","6.925757884979248","6.925757884979248","6.925757884979248","7.1302385330200195","7.1302385330200195","7.1302385330200195"
"1469","14.10122299194336","14.10122299194336","14.10122299194336","7.450601577758789","7.450601577758789","7.450601577758789","6.1552910804748535","6.1552910804748535","6.1552910804748535","14.417997360229492","14.417997360229492","14.417997360229492","6.466741561889648","6.466741561889648","6.466741561889648","6.16020393371582","6.16020393371582","6.16020393371582"
"1499","15.276022911071777","15.276022911071777","15.276022911071777","8.774885177612305","8.774885177612305","8.774885177612305","7.8907670974731445","7.8907670974731445","7.8907670974731445","14.899353981018066","14.899353981018066","14.899353981018066","7.572988033294678","7.572988033294678","7.572988033294678","7.792736053466797","7.792736053466797","7.792736053466797"
"1529","12.312979698181152","12.312979698181152","12.312979698181152","9.36671257019043","9.36671257019043","9.36671257019043","6.218360424041748","6.218360424041748","6.218360424041748","12.110514640808105","12.110514640808105","12.110514640808105","8.13489818572998","8.13489818572998","8.13489818572998","6.023257732391357","6.023257732391357","6.023257732391357"
"1559","13.677309036254883","13.677309036254883","13.677309036254883","8.92795467376709","8.92795467376709","8.92795467376709","7.536083698272705","7.536083698272705","7.536083698272705","13.585094451904297","13.585094451904297","13.585094451904297","7.726807117462158","7.726807117462158","7.726807117462158","7.240922927856445","7.240922927856445","7.240922927856445"
"1589","13.365899085998535","13.365899085998535","13.365899085998535","9.271846771240234","9.271846771240234","9.271846771240234","6.099461555480957","6.099461555480957","6.099461555480957","13.385355949401855","13.385355949401855","13.385355949401855","8.0774564743042","8.0774564743042","8.0774564743042","5.840131759643555","5.840131759643555","5.840131759643555"
"1619","13.76693058013916","13.76693058013916","13.76693058013916","7.5243706703186035","7.5243706703186035","7.5243706703186035","5.101175308227539","5.101175308227539","5.101175308227539","13.742402076721191","13.742402076721191","13.742402076721191","6.594513893127441","6.594513893127441","6.594513893127441","4.809557914733887","4.809557914733887","4.809557914733887"
"1649","8.195785522460938","8.195785522460938","8.195785522460938","7.519620418548584","7.519620418548584","7.519620418548584","6.246325492858887","6.246325492858887","6.246325492858887","8.659516334533691","8.659516334533691","8.659516334533691","6.918223857879639","6.918223857879639","6.918223857879639","6.178700923919678","6.178700923919678","6.178700923919678"
"1679","9.564749717712402","9.564749717712402","9.564749717712402","7.768693447113037","7.768693447113037","7.768693447113037","6.216239929199219","6.216239929199219","6.216239929199219","10.27560806274414","10.27560806274414","10.27560806274414","6.612553596496582","6.612553596496582","6.612553596496582","6.186691761016846","6.186691761016846","6.186691761016846"
"1709","9.751958847045898","9.751958847045898","9.751958847045898","8.380680084228516","8.380680084228516","8.380680084228516","5.3556976318359375","5.3556976318359375","5.3556976318359375","10.222636222839355","10.222636222839355","10.222636222839355","6.913524150848389","6.913524150848389","6.913524150848389","5.165766716003418","5.165766716003418","5.165766716003418"
"1739","7.158214092254639","7.158214092254639","7.158214092254639","5.716861248016357","5.716861248016357","5.716861248016357","3.9710710048675537","3.9710710048675537","3.9710710048675537","7.877060413360596","7.877060413360596","7.877060413360596","5.287631511688232","5.287631511688232","5.287631511688232","3.825504779815674","3.825504779815674","3.825504779815674"
"1769","8.532036781311035","8.532036781311035","8.532036781311035","6.3260064125061035","6.3260064125061035","6.3260064125061035","4.516328811645508","4.516328811645508","4.516328811645508","8.9884614944458","8.9884614944458","8.9884614944458","5.2852783203125","5.2852783203125","5.2852783203125","4.557938575744629","4.557938575744629","4.557938575744629"
"1799","8.790740013122559","8.790740013122559","8.790740013122559","7.710922718048096","7.710922718048096","7.710922718048096","6.137988567352295","6.137988567352295","6.137988567352295","9.647658348083496","9.647658348083496","9.647658348083496","6.770987510681152","6.770987510681152","6.770987510681152","6.15582799911499","6.15582799911499","6.15582799911499"
"1829","11.67723560333252","11.67723560333252","11.67723560333252","7.288072109222412","7.288072109222412","7.288072109222412","8.01199722290039","8.01199722290039","8.01199722290039","12.524076461791992","12.524076461791992","12.524076461791992","6.548560619354248","6.548560619354248","6.548560619354248","8.228819847106934","8.228819847106934","8.228819847106934"
"1859","9.188910484313965","9.188910484313965","9.188910484313965","7.488112449645996","7.488112449645996","7.488112449645996","6.266979694366455","6.266979694366455","6.266979694366455","9.73328971862793","9.73328971862793","9.73328971862793","6.751914978027344","6.751914978027344","6.751914978027344","6.13402795791626","6.13402795791626","6.13402795791626"
"1889","8.294730186462402","8.294730186462402","8.294730186462402","7.117185115814209","7.117185115814209","7.117185115814209","5.701342582702637","5.701342582702637","5.701342582702637","8.854010581970215","8.854010581970215","8.854010581970215","6.05247163772583","6.05247163772583","6.05247163772583","5.591464519500732","5.591464519500732","5.591464519500732"
"1919","7.031091690063477","7.031091690063477","7.031091690063477","6.460630893707275","6.460630893707275","6.460630893707275","4.0747246742248535","4.0747246742248535","4.0747246742248535","7.64550256729126","7.64550256729126","7.64550256729126","5.702277660369873","5.702277660369873","5.702277660369873","4.39261531829834","4.39261531829834","4.39261531829834"
"1949","7.11952543258667","7.11952543258667","7.11952543258667","7.103402137756348","7.103402137756348","7.103402137756348","4.891473293304443","4.891473293304443","4.891473293304443","7.698387145996094","7.698387145996094","7.698387145996094","6.305551052093506","6.305551052093506","6.305551052093506","4.826229095458984","4.826229095458984","4.826229095458984"
"1979","7.623503684997559","7.623503684997559","7.623503684997559","5.031925678253174","5.031925678253174","5.031925678253174","4.625758647918701","4.625758647918701","4.625758647918701","8.01425552368164","8.01425552368164","8.01425552368164","4.697626113891602","4.697626113891602","4.697626113891602","4.557447910308838","4.557447910308838","4.557447910308838"
"2009","7.117068767547607","7.117068767547607","7.117068767547607","5.966409683227539","5.966409683227539","5.966409683227539","5.619123458862305","5.619123458862305","5.619123458862305","7.726458549499512","7.726458549499512","7.726458549499512","5.339839458465576","5.339839458465576","5.339839458465576","5.452432632446289","5.452432632446289","5.452432632446289"
"2039","5.295228004455566","5.295228004455566","5.295228004455566","4.363412380218506","4.363412380218506","4.363412380218506","4.478992938995361","4.478992938995361","4.478992938995361","5.626367568969727","5.626367568969727","5.626367568969727","4.115128517150879","4.115128517150879","4.115128517150879","4.484886169433594","4.484886169433594","4.484886169433594"
"2069","6.767717361450195","6.767717361450195","6.767717361450195","5.695046424865723","5.695046424865723","5.695046424865723","4.568023681640625","4.568023681640625","4.568023681640625","7.4654459953308105","7.4654459953308105","7.4654459953308105","5.507918357849121","5.507918357849121","5.507918357849121","4.608752250671387","4.608752250671387","4.608752250671387"
"2099","8.421279907226562","8.421279907226562","8.421279907226562","3.623495101928711","3.623495101928711","3.623495101928711","4.827037334442139","4.827037334442139","4.827037334442139","9.517298698425293","9.517298698425293","9.517298698425293","3.5395500659942627","3.5395500659942627","3.5395500659942627","4.969438552856445","4.969438552856445","4.969438552856445"
"2129","5.813712120056152","5.813712120056152","5.813712120056152","3.6573195457458496","3.6573195457458496","3.6573195457458496","3.5618176460266113","3.5618176460266113","3.5618176460266113","6.886907577514648","6.886907577514648","6.886907577514648","3.299888849258423","3.299888849258423","3.299888849258423","3.4369966983795166","3.4369966983795166","3.4369966983795166"
"2159","4.723660945892334","4.723660945892334","4.723660945892334","5.576861381530762","5.576861381530762","5.576861381530762","5.094110012054443","5.094110012054443","5.094110012054443","5.302994728088379","5.302994728088379","5.302994728088379","4.702654838562012","4.702654838562012","4.702654838562012","5.181164264678955","5.181164264678955","5.181164264678955"
"2189","6.533540725708008","6.533540725708008","6.533540725708008","4.380734920501709","4.380734920501709","4.380734920501709","3.9925248622894287","3.9925248622894287","3.9925248622894287","7.337942123413086","7.337942123413086","7.337942123413086","4.211289405822754","4.211289405822754","4.211289405822754","3.938859462738037","3.938859462738037","3.938859462738037"
"2219","5.3622660636901855","5.3622660636901855","5.3622660636901855","4.710143089294434","4.710143089294434","4.710143089294434","2.7977075576782227","2.7977075576782227","2.7977075576782227","5.914047718048096","5.914047718048096","5.914047718048096","4.07507848739624","4.07507848739624","4.07507848739624","2.8200395107269287","2.8200395107269287","2.8200395107269287"
"2249","5.929971218109131","5.929971218109131","5.929971218109131","3.909451723098755","3.909451723098755","3.909451723098755","5.155674934387207","5.155674934387207","5.155674934387207","6.090513229370117","6.090513229370117","6.090513229370117","3.4110100269317627","3.4110100269317627","3.4110100269317627","5.269722938537598","5.269722938537598","5.269722938537598"
"2279","5.7760844230651855","5.7760844230651855","5.7760844230651855","2.7603955268859863","2.7603955268859863","2.7603955268859863","4.312822341918945","4.312822341918945","4.312822341918945","7.046032905578613","7.046032905578613","7.046032905578613","2.544663190841675","2.544663190841675","2.544663190841675","4.575244426727295","4.575244426727295","4.575244426727295"
"2309","5.162946701049805","5.162946701049805","5.162946701049805","5.192177772521973","5.192177772521973","5.192177772521973","3.747722625732422","3.747722625732422","3.747722625732422","6.020829200744629","6.020829200744629","6.020829200744629","4.880023002624512","4.880023002624512","4.880023002624512","3.930474042892456","3.930474042892456","3.930474042892456"
"2339","3.6115641593933105","3.6115641593933105","3.6115641593933105","3.296266794204712","3.296266794204712","3.296266794204712","4.612879276275635","4.612879276275635","4.612879276275635","4.25115966796875","4.25115966796875","4.25115966796875","3.1573758125305176","3.1573758125305176","3.1573758125305176","4.671994209289551","4.671994209289551","4.671994209289551"
"2369","4.124197483062744","4.124197483062744","4.124197483062744","3.473414897918701","3.473414897918701","3.473414897918701","3.5278549194335938","3.5278549194335938","3.5278549194335938","4.6729655265808105","4.6729655265808105","4.6729655265808105","3.054459571838379","3.054459571838379","3.054459571838379","3.458138942718506","3.458138942718506","3.458138942718506"
"2399","5.164859294891357","5.164859294891357","5.164859294891357","2.6249613761901855","2.6249613761901855","2.6249613761901855","3.141707181930542","3.141707181930542","3.141707181930542","6.408414363861084","6.408414363861084","6.408414363861084","2.574097156524658","2.574097156524658","2.574097156524658","3.233119487762451","3.233119487762451","3.233119487762451"
"2429","3.7204079627990723","3.7204079627990723","3.7204079627990723","2.9527034759521484","2.9527034759521484","2.9527034759521484","3.716477632522583","3.716477632522583","3.716477632522583","4.289565563201904","4.289565563201904","4.289565563201904","3.0244293212890625","3.0244293212890625","3.0244293212890625","3.855971336364746","3.855971336364746","3.855971336364746"
