"Step","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_false_project_Devign - shrinkage.l2_ratio__MAX","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_10_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_5_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MAX","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MIN","layer_0_hook_mlp_out_gpt2_jumprelu_fisher_true_project_Devign - shrinkage.l2_ratio__MAX"
"6599","2.562282085418701","2.562282085418701","2.562282085418701","0.6388148665428162","0.6388148665428162","0.6388148665428162","0.9944507479667664","0.9944507479667664","0.9944507479667664","2.570636510848999","2.570636510848999","2.570636510848999","0.6387993097305298","0.6387993097305298","0.6387993097305298","0.9949888586997986","0.9949888586997986","0.9949888586997986"
"7199","2.5626604557037354","2.5626604557037354","2.5626604557037354","0.6386303901672363","0.6386303901672363","0.6386303901672363","0.9937444925308228","0.9937444925308228","0.9937444925308228","2.5643253326416016","2.5643253326416016","2.5643253326416016","0.6389657855033875","0.6389657855033875","0.6389657855033875","0.9942774176597595","0.9942774176597595","0.9942774176597595"
"7799","2.5658185482025146","2.5658185482025146","2.5658185482025146","0.638900101184845","0.638900101184845","0.638900101184845","0.9953793883323669","0.9953793883323669","0.9953793883323669","2.568368911743164","2.568368911743164","2.568368911743164","0.6386241316795349","0.6386241316795349","0.6386241316795349","0.9920971989631653","0.9920971989631653","0.9920971989631653"
"8399","2.569171905517578","2.569171905517578","2.569171905517578","0.6388443112373352","0.6388443112373352","0.6388443112373352","0.9957975745201111","0.9957975745201111","0.9957975745201111","2.566895008087158","2.566895008087158","2.566895008087158","0.6402374505996704","0.6402374505996704","0.6402374505996704","0.9916300773620605","0.9916300773620605","0.9916300773620605"
"8999","2.5587551593780518","2.5587551593780518","2.5587551593780518","0.6380026936531067","0.6380026936531067","0.6380026936531067","0.9940599799156189","0.9940599799156189","0.9940599799156189","2.5653061866760254","2.5653061866760254","2.5653061866760254","0.6384348273277283","0.6384348273277283","0.6384348273277283","0.9941491484642029","0.9941491484642029","0.9941491484642029"
"9599","2.5641305446624756","2.5641305446624756","2.5641305446624756","0.6391430497169495","0.6391430497169495","0.6391430497169495","0.9928755760192871","0.9928755760192871","0.9928755760192871","2.570664405822754","2.570664405822754","2.570664405822754","0.6391102075576782","0.6391102075576782","0.6391102075576782","0.9936336874961853","0.9936336874961853","0.9936336874961853"
"10199","2.564929962158203","2.564929962158203","2.564929962158203","0.6389235854148865","0.6389235854148865","0.6389235854148865","0.9936348795890808","0.9936348795890808","0.9936348795890808","2.5671117305755615","2.5671117305755615","2.5671117305755615","0.6386018991470337","0.6386018991470337","0.6386018991470337","0.9957866072654724","0.9957866072654724","0.9957866072654724"
"10799","2.5680718421936035","2.5680718421936035","2.5680718421936035","0.6378882527351379","0.6378882527351379","0.6378882527351379","0.9923125505447388","0.9923125505447388","0.9923125505447388","2.565034866333008","2.565034866333008","2.565034866333008","0.6391467452049255","0.6391467452049255","0.6391467452049255","0.9946886301040649","0.9946886301040649","0.9946886301040649"
"11399","2.565943479537964","2.565943479537964","2.565943479537964","0.6381404399871826","0.6381404399871826","0.6381404399871826","0.9953018426895142","0.9953018426895142","0.9953018426895142","2.5673210620880127","2.5673210620880127","2.5673210620880127","0.6392000317573547","0.6392000317573547","0.6392000317573547","0.9943647384643555","0.9943647384643555","0.9943647384643555"
"11999","2.5671169757843018","2.5671169757843018","2.5671169757843018","0.6381891369819641","0.6381891369819641","0.6381891369819641","0.9939975738525391","0.9939975738525391","0.9939975738525391","2.568040609359741","2.568040609359741","2.568040609359741","0.6389352083206177","0.6389352083206177","0.6389352083206177","0.99251788854599","0.99251788854599","0.99251788854599"
"12599","2.5649545192718506","2.5649545192718506","2.5649545192718506","0.6396971940994263","0.6396971940994263","0.6396971940994263","0.9958904385566711","0.9958904385566711","0.9958904385566711","2.569927215576172","2.569927215576172","2.569927215576172","0.6388770341873169","0.6388770341873169","0.6388770341873169","0.9955727458000183","0.9955727458000183","0.9955727458000183"
"13199","2.5623252391815186","2.5623252391815186","2.5623252391815186","0.6397321820259094","0.6397321820259094","0.6397321820259094","0.9956468939781189","0.9956468939781189","0.9956468939781189","2.561763286590576","2.561763286590576","2.561763286590576","0.6391764283180237","0.6391764283180237","0.6391764283180237","0.995263397693634","0.995263397693634","0.995263397693634"
"13799","2.5638349056243896","2.5638349056243896","2.5638349056243896","0.6399685740470886","0.6399685740470886","0.6399685740470886","0.9940822720527649","0.9940822720527649","0.9940822720527649","2.5666284561157227","2.5666284561157227","2.5666284561157227","0.6400734186172485","0.6400734186172485","0.6400734186172485","0.994040310382843","0.994040310382843","0.994040310382843"
"14399","2.5673882961273193","2.5673882961273193","2.5673882961273193","0.6391931772232056","0.6391931772232056","0.6391931772232056","0.9936567544937134","0.9936567544937134","0.9936567544937134","2.566455125808716","2.566455125808716","2.566455125808716","0.6390509605407715","0.6390509605407715","0.6390509605407715","0.9946574568748474","0.9946574568748474","0.9946574568748474"
"14999","2.568878173828125","2.568878173828125","2.568878173828125","0.6388158798217773","0.6388158798217773","0.6388158798217773","0.9940021634101868","0.9940021634101868","0.9940021634101868","2.5672194957733154","2.5672194957733154","2.5672194957733154","0.6400719285011292","0.6400719285011292","0.6400719285011292","0.9953578114509583","0.9953578114509583","0.9953578114509583"
"15599","2.565952777862549","2.565952777862549","2.565952777862549","0.639286994934082","0.639286994934082","0.639286994934082","0.9922246336936951","0.9922246336936951","0.9922246336936951","2.569328546524048","2.569328546524048","2.569328546524048","0.6388252377510071","0.6388252377510071","0.6388252377510071","0.992963433265686","0.992963433265686","0.992963433265686"
"16199","2.564863920211792","2.564863920211792","2.564863920211792","0.6390308737754822","0.6390308737754822","0.6390308737754822","0.9939789772033691","0.9939789772033691","0.9939789772033691","2.566654682159424","2.566654682159424","2.566654682159424","0.6383827924728394","0.6383827924728394","0.6383827924728394","0.994654655456543","0.994654655456543","0.994654655456543"
"16799","2.561177968978882","2.561177968978882","2.561177968978882","0.6386749148368835","0.6386749148368835","0.6386749148368835","0.9944716691970825","0.9944716691970825","0.9944716691970825","2.5664730072021484","2.5664730072021484","2.5664730072021484","0.638852596282959","0.638852596282959","0.638852596282959","0.9956369400024414","0.9956369400024414","0.9956369400024414"
"17399","2.5640556812286377","2.5640556812286377","2.5640556812286377","0.6387125253677368","0.6387125253677368","0.6387125253677368","0.9950210452079773","0.9950210452079773","0.9950210452079773","2.5662286281585693","2.5662286281585693","2.5662286281585693","0.6393731236457825","0.6393731236457825","0.6393731236457825","0.9949110150337219","0.9949110150337219","0.9949110150337219"
"17999","2.568385362625122","2.568385362625122","2.568385362625122","0.6386220455169678","0.6386220455169678","0.6386220455169678","0.9955267310142517","0.9955267310142517","0.9955267310142517","2.5647237300872803","2.5647237300872803","2.5647237300872803","0.6392045021057129","0.6392045021057129","0.6392045021057129","0.9956871271133423","0.9956871271133423","0.9956871271133423"
"18599","2.5640227794647217","2.5640227794647217","2.5640227794647217","0.6390617489814758","0.6390617489814758","0.6390617489814758","0.9946190118789673","0.9946190118789673","0.9946190118789673","2.5665318965911865","2.5665318965911865","2.5665318965911865","0.6397882699966431","0.6397882699966431","0.6397882699966431","0.9959986805915833","0.9959986805915833","0.9959986805915833"
"19199","2.5660488605499268","2.5660488605499268","2.5660488605499268","0.639723002910614","0.639723002910614","0.639723002910614","0.9927648901939392","0.9927648901939392","0.9927648901939392","2.56915283203125","2.56915283203125","2.56915283203125","0.6386055946350098","0.6386055946350098","0.6386055946350098","0.9944174885749817","0.9944174885749817","0.9944174885749817"
"19799","2.5711123943328857","2.5711123943328857","2.5711123943328857","0.6387199759483337","0.6387199759483337","0.6387199759483337","0.9947811961174011","0.9947811961174011","0.9947811961174011","2.564671277999878","2.564671277999878","2.564671277999878","0.6387889981269836","0.6387889981269836","0.6387889981269836","0.9933218359947205","0.9933218359947205","0.9933218359947205"
